session,om,rr,dir,filter,n_full,t_full,expr_full,is_t,oos_n,oos_expr,oos_t,oos_pw,tier,dir_match,p_full,bh_rank,bh_crit,bh_pass_Kfamily
COMEX_SETTLE,15,1.5,long,atr_20_pct>=75,249,-0.73,-0.0452,-0.67,75,-0.0387,-0.32,0.07,STATISTICALLY_USELESS,True,0.4660791602586201,1146,0.02876506024096386,False
EUROPE_FLOW,15,2.0,long,atr_20_pct>=75,214,0.73,0.0645,0.85,65,0.0116,0.07,0.09,STATISTICALLY_USELESS,True,0.46619226771278927,1147,0.028790160642570284,False
LONDON_METALS,15,1.5,long,overnight_range_pct>=70,172,0.73,0.0621,0.49,52,0.0947,0.57,0.06,STATISTICALLY_USELESS,True,0.4663890438359134,1148,0.028815261044176706,False
NYSE_OPEN,5,2.0,short,overnight_range_pct>=70,168,0.73,0.0728,-0.58,51,0.3903,1.94,0.07,STATISTICALLY_USELESS,False,0.46641294038803843,1149,0.02884036144578313,False
COMEX_SETTLE,30,1.0,long,garch_forecast_vol_pct>=70,166,0.73,0.0442,1.09,50,-0.0297,-0.25,0.11,STATISTICALLY_USELESS,False,0.4664253226260868,1150,0.028865461847389556,False
US_DATA_830,5,1.0,short,garch_forecast_vol_pct>=70,151,-0.73,-0.0536,-1.02,46,0.0232,0.17,0.1,STATISTICALLY_USELESS,False,0.46652870043102523,1151,0.028890562248995985,False
SINGAPORE_OPEN,15,2.0,short,garch_forecast_vol_pct>=70,142,0.73,0.0824,-0.58,43,0.444,2.02,0.07,STATISTICALLY_USELESS,False,0.4666012700227031,1152,0.02891566265060241,False
NYSE_OPEN,30,1.5,long,overnight_range_pct>=80,134,0.73,0.0607,-0.24,41,0.249,1.51,0.05,STATISTICALLY_USELESS,False,0.4666740092084791,1153,0.028940763052208836,False
COMEX_SETTLE,30,1.0,long,day_of_week==3,102,-0.73,-0.0518,-1.02,31,0.0184,0.13,0.1,STATISTICALLY_USELESS,False,0.46707996989037176,1154,0.02896586345381526,False
US_DATA_830,15,2.0,short,atr_20_pct<=40,102,-0.73,-0.0799,-0.1,31,-0.2308,-1.22,0.05,STATISTICALLY_USELESS,True,0.46707996989037176,1155,0.028990963855421686,False
LONDON_METALS,5,1.5,short,day_of_week==1,102,-0.73,-0.0705,-0.27,31,-0.1628,-0.84,0.05,STATISTICALLY_USELESS,True,0.46707996989037176,1156,0.029016064257028115,False
NYSE_OPEN,5,2.0,long,garch_forecast_vol_pct<=30,101,-0.73,-0.09,-1.07,31,0.0492,0.2,0.11,STATISTICALLY_USELESS,False,0.46709683430576177,1157,0.02904116465863454,False
NYSE_OPEN,15,1.5,short,garch_forecast_vol_pct<=30,82,0.73,0.0853,0.74,25,0.0533,0.23,0.08,STATISTICALLY_USELESS,True,0.46749618043878827,1158,0.029066265060240966,False
EUROPE_FLOW,15,1.5,short,atr_20_pct>=60,310,-0.72,-0.0437,-1.8,93,0.1498,1.26,0.22,STATISTICALLY_USELESS,False,0.47206924567618963,1159,0.02909136546184739,False
COMEX_SETTLE,5,2.0,long,overnight_range_pct>=70,190,-0.72,-0.0592,-0.88,57,-0.0064,-0.04,0.09,STATISTICALLY_USELESS,True,0.47241444564343166,1160,0.029116465863453816,False
LONDON_METALS,30,2.0,short,overnight_range_pct>=70,177,0.72,0.0714,-0.6,54,0.3855,1.95,0.07,STATISTICALLY_USELESS,False,0.4724800709319816,1161,0.029141566265060245,False
US_DATA_830,5,2.0,long,overnight_range_pct>=70,162,-0.72,-0.0695,-0.27,49,-0.158,-0.89,0.05,STATISTICALLY_USELESS,True,0.4725689453710755,1162,0.02916666666666667,False
EUROPE_FLOW,15,1.5,short,garch_forecast_vol_pct>=70,155,-0.72,-0.0637,-2.08,47,0.2654,1.54,0.27,STATISTICALLY_USELESS,False,0.4726163375394151,1163,0.029191767068273096,False
US_DATA_1000,15,2.0,short,garch_forecast_vol_pct>=70,150,-0.72,-0.0656,-1.17,45,0.0579,0.3,0.12,STATISTICALLY_USELESS,False,0.4726529118028273,1164,0.02921686746987952,False
LONDON_METALS,15,1.5,short,garch_forecast_vol_pct>=70,146,-0.72,-0.0663,-0.57,44,-0.0769,-0.43,0.07,STATISTICALLY_USELESS,True,0.47268398486012075,1165,0.029241967871485943,False
LONDON_METALS,30,2.0,long,garch_forecast_vol_pct<=30,99,0.72,0.0938,-0.26,30,0.3967,1.53,0.05,STATISTICALLY_USELESS,False,0.4732387179857201,1166,0.02926706827309237,False
US_DATA_1000,5,1.5,short,garch_forecast_vol_pct<=30,82,-0.72,-0.0805,-0.64,25,-0.0799,-0.35,0.07,STATISTICALLY_USELESS,True,0.47359751733879335,1167,0.029292168674698794,False
NYSE_OPEN,5,1.5,long,none,493,-0.71,-0.0343,-1.09,148,0.0277,0.3,0.11,STATISTICALLY_USELESS,False,0.4780405058315926,1168,0.02931726907630522,False
SINGAPORE_OPEN,30,2.0,short,none,474,-0.71,-0.0414,-1.11,143,0.0364,0.32,0.11,STATISTICALLY_USELESS,False,0.4780540120233329,1169,0.029342369477911648,False
NYSE_OPEN,15,2.0,long,garch_forecast_vol_pct>=70,149,0.71,0.0682,0.26,45,0.1601,0.84,0.05,STATISTICALLY_USELESS,True,0.4788213212040307,1170,0.029367469879518073,False
COMEX_SETTLE,30,1.0,long,overnight_range_pct>=80,135,0.71,0.0478,-0.52,41,0.2495,1.93,0.06,STATISTICALLY_USELESS,False,0.47893787376492525,1171,0.0293925702811245,False
US_DATA_830,5,1.0,short,day_of_week==3,97,0.71,0.0637,1.29,30,-0.0917,-0.53,0.13,STATISTICALLY_USELESS,False,0.47942524364679295,1172,0.029417670682730924,False
SINGAPORE_OPEN,5,1.5,short,day_of_week==0,91,0.71,0.0787,0.34,28,0.1591,0.71,0.06,STATISTICALLY_USELESS,True,0.47953973680852396,1173,0.02944277108433735,False
NYSE_OPEN,30,2.0,long,day_of_week==0,88,0.71,0.0758,-0.42,27,0.358,1.64,0.06,STATISTICALLY_USELESS,False,0.47960289214056295,1174,0.029467871485943778,False
NYSE_OPEN,5,1.5,short,none,509,-0.7,-0.0336,-1.75,153,0.112,1.2,0.21,STATISTICALLY_USELESS,False,0.48424773674718,1175,0.029492971887550203,False
US_DATA_830,30,2.0,long,atr_20_pct>=60,310,0.7,0.0469,0.87,93,-0.0018,-0.01,0.09,STATISTICALLY_USELESS,False,0.484453972331475,1176,0.02951807228915663,False
US_DATA_830,30,2.0,long,atr_20_pct>=75,225,-0.7,-0.054,-0.92,68,0.011,0.07,0.09,STATISTICALLY_USELESS,False,0.4846536541078473,1177,0.029543172690763054,False
US_DATA_1000,30,2.0,short,atr_20_pct>=75,195,-0.7,-0.0479,-0.43,59,-0.0796,-0.58,0.06,STATISTICALLY_USELESS,True,0.48476586584699544,1178,0.02956827309236948,False
COMEX_SETTLE,15,2.0,long,garch_forecast_vol_pct>=70,178,0.7,0.0583,1.07,54,-0.0463,-0.29,0.11,STATISTICALLY_USELESS,False,0.48484631883482365,1179,0.029593373493975908,False
US_DATA_830,30,2.0,long,overnight_range_pct>=70,171,0.7,0.0657,0.41,52,0.113,0.62,0.06,STATISTICALLY_USELESS,True,0.48488411811777005,1180,0.029618473895582333,False
US_DATA_830,30,2.0,long,atr_20_pct<=40,118,0.7,0.0707,-0.7,36,0.411,2.06,0.07,STATISTICALLY_USELESS,False,0.4853168384010275,1181,0.02964357429718876,False
EUROPE_FLOW,30,2.0,short,day_of_week==3,106,-0.7,-0.0855,-1.82,32,0.2856,1.15,0.21,STATISTICALLY_USELESS,False,0.4854753524952922,1182,0.029668674698795184,False
US_DATA_1000,5,2.0,short,day_of_week==1,104,-0.7,-0.0773,-0.9,32,-0.0011,-0.0,0.09,STATISTICALLY_USELESS,True,0.48550535572010073,1183,0.029693775100401606,False
US_DATA_830,15,1.0,long,garch_forecast_vol_pct<=30,103,-0.7,-0.0585,-1.8,31,0.2094,1.34,0.21,STATISTICALLY_USELESS,False,0.48552079772126355,1184,0.02971887550200803,False
NYSE_OPEN,5,1.0,short,day_of_week==2,101,0.7,0.0595,0.01,31,0.192,1.19,0.05,STATISTICALLY_USELESS,True,0.4855526064543733,1185,0.029743975903614456,False
US_DATA_830,5,2.0,short,day_of_week==3,97,0.7,0.0895,1.35,30,-0.1734,-0.76,0.14,STATISTICALLY_USELESS,False,0.48562019201041784,1186,0.029769076305220882,False
LONDON_METALS,15,1.0,long,garch_forecast_vol_pct<=30,93,0.7,0.0605,-0.44,28,0.3048,1.92,0.06,STATISTICALLY_USELESS,False,0.48569364222169725,1187,0.02979417670682731,False
TOKYO_OPEN,15,1.5,long,atr_20_pct>=60,322,0.69,0.0405,-0.53,97,0.2154,1.81,0.06,STATISTICALLY_USELESS,False,0.49069272951828524,1188,0.029819277108433736,False
TOKYO_OPEN,5,2.0,long,atr_20_pct>=60,302,-0.69,-0.0467,-3.0,91,0.3418,2.38,0.5,STATISTICALLY_USELESS,False,0.4907258345234719,1189,0.02984437751004016,False
COMEX_SETTLE,30,1.0,long,overnight_range_pct>=70,196,-0.69,-0.0384,-1.8,59,0.1326,1.18,0.21,STATISTICALLY_USELESS,False,0.4910145531332155,1190,0.029869477911646587,False
US_DATA_830,5,1.5,short,overnight_range_pct>=70,190,-0.69,-0.0524,-1.35,57,0.0985,0.64,0.14,STATISTICALLY_USELESS,False,0.491040570483406,1191,0.029894578313253012,False
CME_REOPEN,15,1.5,long,atr_20_pct>=75,168,0.69,0.0476,-0.99,51,0.3242,2.23,0.1,STATISTICALLY_USELESS,False,0.491151943980282,1192,0.02991967871485944,False
LONDON_METALS,30,1.5,long,garch_forecast_vol_pct>=70,156,0.69,0.0641,1.14,47,-0.0755,-0.44,0.11,STATISTICALLY_USELESS,False,0.49122600247922676,1193,0.029944779116465866,False
US_DATA_830,15,2.0,short,garch_forecast_vol_pct>=70,144,0.69,0.0727,0.06,44,0.2226,1.04,0.05,STATISTICALLY_USELESS,True,0.49131247387092214,1194,0.02996987951807229,False
US_DATA_1000,30,1.0,long,overnight_range_pct>=80,123,0.69,0.0516,0.19,37,0.1335,0.93,0.05,STATISTICALLY_USELESS,True,0.4915046671633522,1195,0.029994979919678717,False
EUROPE_FLOW,15,1.5,short,overnight_range_pct>=80,122,-0.69,-0.0673,-1.21,37,0.0926,0.48,0.12,STATISTICALLY_USELESS,False,0.49151548061776146,1196,0.030020080321285142,False
US_DATA_1000,5,1.5,long,garch_forecast_vol_pct<=30,107,0.69,0.0699,0.74,33,0.032,0.16,0.08,STATISTICALLY_USELESS,True,0.49170212168460503,1197,0.03004518072289157,False
EUROPE_FLOW,30,1.0,long,day_of_week==1,98,0.69,0.0605,0.57,30,0.0663,0.38,0.07,STATISTICALLY_USELESS,True,0.491841759325419,1198,0.030070281124497996,False
SINGAPORE_OPEN,5,1.0,long,garch_forecast_vol_pct<=30,97,-0.69,-0.053,-1.74,30,0.163,1.06,0.2,STATISTICALLY_USELESS,False,0.4918588875760242,1199,0.03009538152610442,False
US_DATA_1000,15,1.0,short,day_of_week==3,97,-0.69,-0.0595,-0.63,30,-0.0483,-0.29,0.07,STATISTICALLY_USELESS,True,0.4918588875760242,1200,0.030120481927710847,False
US_DATA_1000,30,1.0,long,day_of_week==0,96,0.69,0.0563,0.49,29,0.0804,0.5,0.06,STATISTICALLY_USELESS,True,0.4918763756950165,1201,0.03014558232931727,False
EUROPE_FLOW,5,1.0,short,day_of_week==3,93,-0.69,-0.0544,-0.71,28,-0.0397,-0.23,0.07,STATISTICALLY_USELESS,True,0.49193111636475123,1202,0.030170682730923694,False
US_DATA_830,5,1.5,long,day_of_week==0,88,0.69,0.0768,-0.0,27,0.2509,1.14,0.05,STATISTICALLY_USELESS,False,0.4920307217180408,1203,0.03019578313253012,False
US_DATA_1000,15,2.0,short,garch_forecast_vol_pct<=30,87,0.69,0.0815,0.36,27,0.1556,0.64,0.06,STATISTICALLY_USELESS,True,0.49205202953290894,1204,0.030220883534136544,False
US_DATA_830,5,1.0,long,atr_20_pct>=75,217,-0.68,-0.0406,0.22,66,-0.1687,-1.48,0.05,STATISTICALLY_USELESS,False,0.4972326067407419,1205,0.030245983935742973,False
NYSE_OPEN,30,2.0,short,overnight_range_pct>=70,164,-0.68,-0.0521,-0.95,50,0.022,0.15,0.09,STATISTICALLY_USELESS,False,0.49746909450252624,1206,0.0302710843373494,False
NYSE_OPEN,15,1.5,long,atr_20_pct<=40,119,-0.68,-0.0626,-0.39,36,-0.1078,-0.64,0.06,STATISTICALLY_USELESS,True,0.49783637955640664,1207,0.030296184738955824,False
LONDON_METALS,15,1.5,long,day_of_week==2,104,-0.68,-0.0717,-0.37,32,-0.1311,-0.65,0.06,STATISTICALLY_USELESS,True,0.4980299948747194,1208,0.03032128514056225,False
NYSE_OPEN,5,1.5,short,garch_forecast_vol_pct<=30,88,-0.68,-0.0757,-0.57,27,-0.0774,-0.35,0.07,STATISTICALLY_USELESS,True,0.4983099465333113,1209,0.030346385542168675,False
US_DATA_1000,15,2.0,short,atr_20_pct<=25,81,0.68,0.0758,0.47,25,0.1041,0.51,0.06,STATISTICALLY_USELESS,True,0.4984675545661105,1210,0.030371485943775103,False
US_DATA_1000,30,1.5,long,atr_20_pct>=60,316,0.67,0.0351,0.66,95,0.0258,0.25,0.07,STATISTICALLY_USELESS,True,0.5033486434835083,1211,0.03039658634538153,False
TOKYO_OPEN,30,1.5,short,atr_20_pct>=75,194,-0.67,-0.0525,-1.02,59,0.038,0.25,0.1,STATISTICALLY_USELESS,False,0.5036586271177209,1212,0.030421686746987954,False
TOKYO_OPEN,15,1.5,short,garch_forecast_vol_pct>=70,151,-0.67,-0.059,-0.49,46,-0.0792,-0.46,0.06,STATISTICALLY_USELESS,True,0.5038879172762751,1213,0.03044678714859438,False
NYSE_OPEN,15,1.5,short,overnight_range_pct>=80,118,-0.67,-0.0644,-2.03,36,0.2723,1.4,0.26,STATISTICALLY_USELESS,False,0.5041780056221398,1214,0.030471887550200805,False
EUROPE_FLOW,15,2.0,long,day_of_week==0,110,-0.67,-0.0775,-0.78,33,-0.0133,-0.06,0.08,STATISTICALLY_USELESS,True,0.5042747371013226,1215,0.030496987951807233,False
EUROPE_FLOW,5,1.5,long,day_of_week==0,107,-0.67,-0.0636,-1.38,33,0.1231,0.64,0.14,STATISTICALLY_USELESS,False,0.5043147690810784,1216,0.03052208835341366,False
TOKYO_OPEN,5,1.0,long,day_of_week==3,106,-0.67,-0.0474,-0.64,32,-0.0456,-0.28,0.07,STATISTICALLY_USELESS,True,0.504328620511135,1217,0.030547188755020084,False
NYSE_OPEN,30,1.5,short,atr_20_pct<=40,106,0.67,0.0583,1.26,32,-0.1028,-0.62,0.13,STATISTICALLY_USELESS,False,0.504328620511135,1218,0.03057228915662651,False
COMEX_SETTLE,30,1.5,long,day_of_week==1,102,-0.67,-0.0528,-1.17,31,0.0632,0.39,0.12,STATISTICALLY_USELESS,False,0.5043867640055094,1219,0.03059738955823293,False
EUROPE_FLOW,30,2.0,long,atr_20_pct<=25,85,-0.67,-0.0875,-1.17,26,0.1195,0.49,0.12,STATISTICALLY_USELESS,False,0.5046955134608959,1220,0.030622489959839357,False
NYSE_OPEN,30,1.0,short,atr_20_pct<=25,81,0.67,0.0571,1.1,25,-0.0744,-0.51,0.11,STATISTICALLY_USELESS,False,0.5047871854362432,1221,0.030647590361445782,False
EUROPE_FLOW,30,1.0,long,none,510,-0.66,-0.0252,-0.52,153,-0.0302,-0.4,0.06,STATISTICALLY_USELESS,True,0.5095523642720574,1222,0.030672690763052207,False
LONDON_METALS,30,2.0,short,none,481,-0.66,-0.0376,-0.93,145,0.0177,0.16,0.09,STATISTICALLY_USELESS,False,0.509570393913786,1223,0.030697791164658636,False
LONDON_METALS,30,2.0,short,atr_20_pct>=60,296,-0.66,-0.0494,-1.69,89,0.169,1.14,0.2,STATISTICALLY_USELESS,False,0.5097687947917198,1224,0.03072289156626506,False
LONDON_METALS,15,2.0,long,garch_forecast_vol_pct>=70,160,0.66,0.0679,1.18,48,-0.1092,-0.57,0.12,STATISTICALLY_USELESS,False,0.5102087620879748,1225,0.030747991967871487,False
SINGAPORE_OPEN,5,1.5,short,garch_forecast_vol_pct>=70,139,0.66,0.0623,0.06,42,0.1901,1.02,0.05,STATISTICALLY_USELESS,True,0.5103538849677494,1226,0.030773092369477912,False
NYSE_OPEN,5,1.5,short,overnight_range_pct>=80,118,-0.66,-0.0675,-1.56,36,0.189,0.94,0.17,STATISTICALLY_USELESS,False,0.5105510211393144,1227,0.030798192771084337,False
NYSE_OPEN,5,1.0,short,day_of_week==0,112,-0.66,-0.0526,-1.29,34,0.1034,0.68,0.13,STATISTICALLY_USELESS,False,0.5106210235400089,1228,0.030823293172690766,False
SINGAPORE_OPEN,5,2.0,short,day_of_week==3,111,-0.66,-0.0753,-1.67,34,0.227,0.94,0.19,STATISTICALLY_USELESS,False,0.5106334318078427,1229,0.03084839357429719,False
US_DATA_830,5,1.5,long,day_of_week==3,107,-0.66,-0.065,1.08,33,-0.4936,-3.0,0.11,STATISTICALLY_USELESS,False,0.5106854019733653,1230,0.030873493975903617,False
US_DATA_1000,5,1.5,short,day_of_week==1,104,-0.66,-0.0656,-1.16,32,0.0767,0.37,0.12,STATISTICALLY_USELESS,False,0.5107270237993818,1231,0.030898594377510042,False
TOKYO_OPEN,5,2.0,long,day_of_week==2,100,-0.66,-0.0745,-2.5,30,0.4213,1.69,0.35,STATISTICALLY_USELESS,False,0.51078643616526,1232,0.030923694779116467,False
TOKYO_OPEN,30,1.0,long,day_of_week==0,97,0.66,0.0566,-0.1,30,0.2059,1.21,0.05,STATISTICALLY_USELESS,False,0.5108342382770471,1233,0.030948795180722896,False
EUROPE_FLOW,30,1.0,short,day_of_week==4,91,-0.66,-0.0605,-0.14,28,-0.1621,-0.93,0.05,STATISTICALLY_USELESS,True,0.5109393832057519,1234,0.03097389558232932,False
SINGAPORE_OPEN,30,1.0,long,none,501,-0.65,-0.0258,-1.43,151,0.0654,0.85,0.15,STATISTICALLY_USELESS,False,0.5159907424617142,1235,0.030998995983935747,False
COMEX_SETTLE,15,1.5,long,overnight_range_pct>=70,210,-0.65,-0.0431,-1.02,63,0.0361,0.26,0.1,STATISTICALLY_USELESS,False,0.5164060273451568,1236,0.031024096385542172,False
LONDON_METALS,15,2.0,short,garch_forecast_vol_pct>=70,146,-0.65,-0.0695,-1.19,44,0.1077,0.51,0.12,STATISTICALLY_USELESS,False,0.5167206928969414,1237,0.031049196787148594,False
SINGAPORE_OPEN,5,2.0,long,day_of_week==4,102,-0.65,-0.0762,-0.52,31,-0.0935,-0.39,0.06,STATISTICALLY_USELESS,True,0.517167933649904,1238,0.03107429718875502,False
US_DATA_1000,5,2.0,short,day_of_week==3,99,-0.65,-0.0788,-0.01,30,-0.255,-1.17,0.05,STATISTICALLY_USELESS,True,0.5172130245335749,1239,0.031099397590361445,False
US_DATA_830,15,1.5,long,day_of_week==1,99,0.65,0.0685,0.79,30,0.0074,0.03,0.08,STATISTICALLY_USELESS,True,0.5172130245335749,1240,0.03112449799196787,False
EUROPE_FLOW,5,2.0,short,day_of_week==3,93,-0.65,-0.0766,-0.76,28,-0.0236,-0.09,0.08,STATISTICALLY_USELESS,True,0.5173120108193667,1241,0.0311495983935743,False
SINGAPORE_OPEN,15,2.0,short,day_of_week==0,86,-0.65,-0.0869,0.49,26,-0.47,-2.16,0.06,STATISTICALLY_USELESS,False,0.5174451188695088,1242,0.031174698795180724,False
NYSE_OPEN,5,2.0,short,none,509,-0.64,-0.0352,-1.26,153,0.0692,0.63,0.13,STATISTICALLY_USELESS,False,0.5224611330372558,1243,0.03119979919678715,False
US_DATA_830,15,2.0,short,none,479,0.64,0.0344,0.06,144,0.1061,0.96,0.05,STATISTICALLY_USELESS,True,0.5224792350877216,1244,0.031224899598393575,False
US_DATA_830,5,1.0,short,atr_20_pct>=60,305,-0.64,-0.0318,-1.07,92,0.037,0.39,0.11,STATISTICALLY_USELESS,False,0.5226546406382125,1245,0.03125,False
US_DATA_1000,15,1.5,short,atr_20_pct>=75,207,0.64,0.0455,0.34,63,0.0874,0.61,0.06,STATISTICALLY_USELESS,True,0.5228837621764516,1246,0.03127510040160643,False
LONDON_METALS,30,1.0,short,overnight_range_pct>=70,177,0.64,0.0432,-0.94,54,0.3097,2.54,0.09,STATISTICALLY_USELESS,False,0.52300485973617,1247,0.03130020080321285,False
LONDON_METALS,15,1.5,long,garch_forecast_vol_pct>=70,160,0.64,0.057,1.25,48,-0.1118,-0.67,0.13,STATISTICALLY_USELESS,False,0.5230937432019511,1248,0.03132530120481928,False
US_DATA_1000,15,1.5,long,day_of_week==3,103,0.64,0.0636,0.47,31,0.0851,0.44,0.06,STATISTICALLY_USELESS,True,0.5236075928513942,1249,0.03135040160642571,False
US_DATA_1000,15,1.5,long,day_of_week==0,97,-0.64,-0.0643,-1.23,30,0.11,0.56,0.13,STATISTICALLY_USELESS,False,0.5236971114851299,1250,0.03137550200803213,False
SINGAPORE_OPEN,5,2.0,long,atr_20_pct>=60,315,0.63,0.0449,-0.64,95,0.2686,1.86,0.07,STATISTICALLY_USELESS,False,0.5291527541900667,1251,0.03140060240963856,False
SINGAPORE_OPEN,15,1.5,long,atr_20_pct>=75,230,0.63,0.0463,-0.05,69,0.1632,1.12,0.05,STATISTICALLY_USELESS,False,0.5293226859064033,1252,0.03142570281124498,False
US_DATA_830,5,2.0,short,overnight_range_pct>=70,190,-0.63,-0.0559,-1.48,57,0.1556,0.86,0.16,STATISTICALLY_USELESS,False,0.5294554928725654,1253,0.03145080321285141,False
COMEX_SETTLE,5,2.0,long,garch_forecast_vol_pct>=70,164,0.63,0.0594,0.41,50,0.0934,0.51,0.06,STATISTICALLY_USELESS,True,0.5295767327214643,1254,0.03147590361445783,False
US_DATA_1000,5,2.0,long,atr_20_pct<=40,122,0.63,0.0656,0.35,37,0.1188,0.57,0.06,STATISTICALLY_USELESS,True,0.5298824832586786,1255,0.03150100401606425,False
NYSE_OPEN,30,2.0,short,day_of_week==2,99,0.63,0.0687,0.97,30,-0.0623,-0.3,0.09,STATISTICALLY_USELESS,False,0.5301607688263735,1256,0.03152610441767068,False
SINGAPORE_OPEN,5,2.0,long,garch_forecast_vol_pct<=30,97,0.63,0.0743,0.02,30,0.2354,0.96,0.05,STATISTICALLY_USELESS,True,0.5301912575322543,1257,0.03155120481927711,False
LONDON_METALS,30,1.5,long,day_of_week==0,96,0.63,0.0726,-0.7,29,0.4546,2.11,0.07,STATISTICALLY_USELESS,False,0.5302069823736522,1258,0.03157630522088353,False
US_DATA_1000,15,1.5,short,day_of_week==4,92,0.63,0.065,-0.54,28,0.3562,1.72,0.06,STATISTICALLY_USELESS,False,0.5302733309084132,1259,0.03160140562248996,False
US_DATA_1000,15,2.0,short,day_of_week==4,92,0.63,0.0718,-0.52,28,0.3807,1.55,0.06,STATISTICALLY_USELESS,False,0.5302733309084132,1260,0.03162650602409638,False
US_DATA_1000,5,1.5,long,atr_20_pct<=25,84,-0.63,-0.066,-0.51,26,-0.0691,-0.36,0.06,STATISTICALLY_USELESS,True,0.5304251714216852,1261,0.03165160642570281,False
US_DATA_830,15,1.5,long,atr_20_pct>=60,307,-0.62,-0.0377,-0.13,93,-0.1026,-0.88,0.05,STATISTICALLY_USELESS,True,0.5357192030858156,1262,0.03167670682730924,False
TOKYO_OPEN,5,2.0,long,day_of_week==3,106,-0.62,-0.0668,-0.79,32,-0.0079,-0.03,0.08,STATISTICALLY_USELESS,True,0.5366010078095896,1263,0.03170180722891566,False
US_DATA_1000,30,1.0,long,day_of_week==4,103,0.62,0.048,0.89,31,-0.0219,-0.14,0.09,STATISTICALLY_USELESS,False,0.5366404459196816,1264,0.03172690763052209,False
NYSE_OPEN,5,1.0,long,day_of_week==4,101,-0.62,-0.054,-1.03,31,0.0637,0.38,0.1,STATISTICALLY_USELESS,False,0.5366680502571792,1265,0.03175200803212851,False
SINGAPORE_OPEN,30,2.0,long,day_of_week==1,100,0.62,0.0794,0.56,30,0.0669,0.27,0.06,STATISTICALLY_USELESS,True,0.5366822699212725,1266,0.03177710843373494,False
LONDON_METALS,30,1.0,long,garch_forecast_vol_pct<=30,99,0.62,0.0533,-0.56,30,0.3055,1.92,0.06,STATISTICALLY_USELESS,False,0.5366967792552064,1267,0.03180220883534137,False
COMEX_SETTLE,30,2.0,short,day_of_week==2,99,0.62,0.0598,-0.16,30,0.2358,1.17,0.05,STATISTICALLY_USELESS,False,0.5366967792552064,1268,0.03182730923694779,False
US_DATA_830,30,2.0,short,day_of_week==0,96,0.62,0.0757,1.06,29,-0.099,-0.43,0.1,STATISTICALLY_USELESS,False,0.5367421365778272,1269,0.03185240963855422,False
SINGAPORE_OPEN,30,1.0,long,day_of_week==3,96,-0.62,-0.0546,-0.42,29,-0.0836,-0.47,0.06,STATISTICALLY_USELESS,True,0.5367421365778272,1270,0.03187751004016064,False
LONDON_METALS,15,1.0,short,day_of_week==0,90,-0.62,-0.0549,-0.33,28,-0.1021,-0.59,0.06,STATISTICALLY_USELESS,True,0.5368420062364136,1271,0.03190261044176707,False
COMEX_SETTLE,30,1.5,long,garch_forecast_vol_pct<=30,83,-0.62,-0.0587,-0.4,25,-0.0919,-0.51,0.06,STATISTICALLY_USELESS,True,0.5369769524437623,1272,0.031927710843373494,False
EUROPE_FLOW,30,1.5,short,atr_20_pct>=60,312,-0.61,-0.0384,-1.45,94,0.1174,0.98,0.16,STATISTICALLY_USELESS,False,0.5423072520262038,1273,0.031952811244979916,False
US_DATA_830,15,2.0,short,atr_20_pct>=60,300,0.61,0.0429,0.12,90,0.1209,0.85,0.05,STATISTICALLY_USELESS,True,0.5423251190420333,1274,0.031977911646586345,False
US_DATA_830,15,1.5,long,atr_20_pct<=40,119,-0.61,-0.0551,-1.45,36,0.1636,0.95,0.15,STATISTICALLY_USELESS,False,0.543034745241415,1275,0.032003012048192774,False
US_DATA_1000,30,1.0,short,atr_20_pct<=40,107,0.61,0.0419,0.11,33,0.1163,0.93,0.05,STATISTICALLY_USELESS,True,0.5431673119280416,1276,0.032028112449799195,False
US_DATA_830,15,1.5,short,day_of_week==0,95,-0.61,-0.0653,-0.45,29,-0.0844,-0.41,0.06,STATISTICALLY_USELESS,True,0.5433336620322594,1277,0.032053212851405624,False
US_DATA_1000,30,2.0,short,atr_20_pct<=25,84,0.61,0.0583,0.54,26,0.0493,0.28,0.06,STATISTICALLY_USELESS,True,0.5435283153556538,1278,0.032078313253012046,False
LONDON_METALS,15,1.0,long,atr_20_pct>=60,317,-0.6,-0.0295,-0.8,96,0.0076,0.08,0.08,STATISTICALLY_USELESS,False,0.5489362421452876,1279,0.032103413654618475,False
US_DATA_1000,15,2.0,long,overnight_range_pct>=70,187,0.6,0.0503,0.08,57,0.1475,0.88,0.05,STATISTICALLY_USELESS,True,0.5492365071086439,1280,0.032128514056224904,False
TOKYO_OPEN,30,1.0,long,day_of_week==1,120,-0.6,-0.0453,-0.8,36,0.0078,0.05,0.08,STATISTICALLY_USELESS,False,0.5496470731745028,1281,0.032153614457831325,False
US_DATA_1000,15,1.5,long,atr_20_pct<=40,116,-0.6,-0.0515,-1.86,35,0.2402,1.37,0.22,STATISTICALLY_USELESS,False,0.5496866948777211,1282,0.032178714859437754,False
US_DATA_1000,30,1.0,long,atr_20_pct<=40,111,-0.6,-0.041,-1.53,34,0.1378,1.05,0.17,STATISTICALLY_USELESS,False,0.5497402678153109,1283,0.032203815261044176,False
TOKYO_OPEN,30,1.0,long,day_of_week==4,109,-0.6,-0.0476,-1.42,33,0.1342,0.83,0.15,STATISTICALLY_USELESS,False,0.5497630836787141,1284,0.032228915662650605,False
