inst,sess,apt,rr,dir,n_on,n_off,expr_on,expr_off,delta
MGC,US_DATA_1000,30,1.5,short,62,81,-0.24691451612903229,-0.004356790123456793,-0.24255772600557549
MGC,US_DATA_1000,30,2.0,long,51,94,-0.5102254901960784,0.05801170212765958,-0.568237192323738
MGC,US_DATA_1000,30,2.0,short,59,69,-0.23926440677966102,-0.10651159420289855,-0.13275281257676247
MGC,COMEX_SETTLE,5,1.0,long,127,196,-0.051497637795275594,-0.1652122448979592,0.1137146071026836
MGC,COMEX_SETTLE,5,1.0,short,107,188,-0.23942523364485982,-0.10578297872340428,-0.13364225492145554
MGC,COMEX_SETTLE,5,1.5,long,124,187,-0.01120806451612903,-0.23468288770053475,0.22347482318440573
MGC,COMEX_SETTLE,5,1.5,short,103,180,-0.1996737864077669,-0.1612483333333333,-0.038425453074433596
MGC,COMEX_SETTLE,5,2.0,long,122,180,0.0536483606557377,-0.25738444444444447,0.31103280510018216
MGC,COMEX_SETTLE,5,2.0,short,102,171,-0.14414215686274515,-0.21679473684210526,0.07265257997936012
MGC,COMEX_SETTLE,15,1.0,long,115,176,-0.04995217391304346,-0.14450625,0.09455407608695654
MGC,COMEX_SETTLE,15,1.0,short,91,161,-0.06393076923076924,-0.1133670807453416,0.04943631151457237
MGC,COMEX_SETTLE,15,1.5,long,100,152,0.014190000000000005,-0.16237105263157892,0.17656105263157892
MGC,COMEX_SETTLE,15,1.5,short,73,136,-0.24323424657534243,-0.2184647058823529,-0.024769540692989533
MGC,COMEX_SETTLE,15,2.0,long,91,136,-0.010949450549450549,-0.24913382352941174,0.2381843729799612
MGC,COMEX_SETTLE,15,2.0,short,66,128,-0.29983939393939396,-0.26825703124999994,-0.03158236268939402
MGC,COMEX_SETTLE,30,1.0,long,89,118,0.05743033707865167,0.01777372881355932,0.039656608265092354
MGC,COMEX_SETTLE,30,1.0,short,75,135,-0.030342666666666667,-0.18071925925925922,0.15037659259259256
MGC,COMEX_SETTLE,30,1.5,long,71,95,0.0387,0.0031410526315789195,0.03555894736842108
MGC,COMEX_SETTLE,30,1.5,short,65,110,-0.06827384615384614,-0.37981,0.31153615384615385
MGC,COMEX_SETTLE,30,2.0,long,65,84,0.026072307692307676,0.029135714285714327,-0.0030634065934066514
MGC,COMEX_SETTLE,30,2.0,short,53,99,-0.2546245283018868,-0.4493838383838383,0.19475931008195146
