trading_day,pnl_r,pnl_r0,outcome,is_is,is_oos,is_scratch,orb_US_DATA_1000_break_dir,orb_US_DATA_1000_size,o5_open,o5_close,o5_high,o5_low,o5_size,o5_volume,o5_clv,feature_fire,lane_fire
2019-07-23,-1.0,-1.0,loss,True,False,0,short,20.0,7932.5,7935.75,7938.75,7928.25,10.5,4208.0,0.7142857142857143,0,1
2019-07-24,1.2519,1.2519,win,True,False,0,long,13.0,7969.25,7969.25,7970.25,7964.25,6.0,3957.0,0.8333333333333334,1,1
2019-07-25,-1.0,-1.0,loss,True,False,0,short,11.75,7962.5,7965.5,7967.75,7958.25,9.5,4530.0,0.7631578947368421,0,1
2019-07-30,-1.0,-1.0,loss,True,False,0,long,22.0,7959.0,7973.0,7977.0,7955.0,22.0,6172.0,0.8181818181818182,1,1
2019-07-31,1.3023,1.3023,win,True,False,0,short,16.75,7979.75,7982.75,7982.75,7976.0,6.75,2864.0,1.0,0,1
2019-08-01,1.3444,1.3444,win,True,False,0,long,21.75,7928.5,7930.25,7939.5,7926.75,12.75,5896.0,0.27450980392156865,0,1
2019-08-05,1.4032,1.4032,win,True,False,0,short,36.0,7513.75,7488.5,7519.0,7486.5,32.5,3114.0,0.06153846153846154,1,1
2019-08-08,1.2639,1.2639,win,True,False,0,long,13.75,7620.0,7623.5,7627.75,7617.0,10.75,5289.0,0.6046511627906976,0,1
2019-08-09,-1.0,-1.0,loss,True,False,0,short,43.0,7676.5,7683.75,7685.25,7666.0,19.25,4314.0,0.922077922077922,0,1
2019-08-13,-1.0,-1.0,loss,True,False,0,long,38.75,7762.0,7742.25,7765.5,7734.5,31.0,7029.0,0.25,0,1
2019-08-14,1.417,1.417,win,True,False,0,short,42.25,7620.0,7592.0,7621.75,7584.25,37.5,4421.0,0.20666666666666667,1,1
2019-08-16,1.3238,1.3238,win,True,False,0,long,19.0,7570.0,7578.0,7578.75,7566.5,12.25,3605.0,0.9387755102040817,1,1
2019-08-22,1.3909,1.3909,win,True,False,0,short,31.75,7764.75,7758.25,7764.75,7756.5,8.25,1808.0,0.21212121212121213,1,1
2019-08-30,1.375,1.375,win,True,False,0,short,27.5,7728.25,7735.5,7739.75,7724.25,15.5,3211.0,0.7258064516129032,0,1
