trading_day,pnl_r,is_is,is_oos,year,feature_fire,prev_day_low,orb_mid,break_dir
2019-08-23,-1.0,True,False,2019,0,7653.75,7668.5,long
2019-08-28,-1.0,True,False,2019,0,7536.75,7552.0,long
2019-09-02,0.7452,True,False,2019,0,7591.5,7651.625,long
2019-09-05,0.8537,True,False,2019,0,7608.25,7852.625,long
2019-09-06,-1.0,True,False,2019,0,7719.0,7850.375,long
2019-09-11,0.8111,True,False,2019,0,7744.25,7849.875,long
2019-09-12,0.859,True,False,2019,0,7786.5,7935.75,long
2019-09-16,-1.0,True,False,2019,0,7825.0,7886.25,long
2019-09-18,-1.0,True,False,2019,0,7850.5,7892.625,long
2019-09-19,-1.0,True,False,2019,0,7813.25,7959.625,long
2019-09-20,-1.0,True,False,2019,0,7852.75,7928.125,long
2019-09-25,0.9278,True,False,2019,1,7701.75,7683.125,long
2019-10-02,-1.0,True,False,2019,1,7691.0,7593.875,long
2019-10-07,0.779,True,False,2019,0,7698.75,7736.5,long
2019-10-08,0.8794,True,False,2019,1,7720.75,7640.75,long
2019-10-09,-1.0,True,False,2019,0,7607.25,7679.125,long
2019-10-11,0.787,True,False,2019,0,7583.0,7879.25,long
2019-10-14,0.7068,True,False,2019,0,7850.0,7858.625,long
2019-10-15,0.7208,True,False,2019,0,7807.0,7899.125,long
2019-10-16,0.8374,True,False,2019,0,7861.5,7916.125,long
2019-10-24,0.8714,True,False,2019,0,7810.5,7927.25,long
2019-10-25,0.7506,True,False,2019,0,7912.75,7967.5,long
2019-10-28,0.6443,True,False,2019,0,8048.0,8092.0,long
2019-10-30,0.9127,True,False,2019,1,8050.5,8036.625,long
2019-10-31,-1.0,True,False,2019,0,8020.75,8082.5,long
2019-11-01,-1.0,True,False,2019,0,8046.0,8139.875,long
2019-11-04,-1.0,True,False,2019,0,8085.25,8213.0,long
2019-11-08,0.8974,True,False,2019,0,8190.25,8203.625,long
2019-11-12,0.6993,True,False,2019,0,8206.5,8272.25,long
2019-11-13,0.7981,True,False,2019,0,8228.75,8256.125,long
2019-11-15,0.6443,True,False,2019,0,8216.5,8292.25,long
2019-11-20,-1.0,True,False,2019,0,8312.75,8333.125,long
2019-11-21,0.714,True,False,2019,0,8230.75,8269.5,long
2019-11-25,0.4886,True,False,2019,0,8233.25,8350.0,long
2019-11-27,0.7208,True,False,2019,0,8366.5,8414.375,long
2019-11-29,-1.0,True,False,2019,0,8413.5,8435.875,long
2019-12-10,0.7506,True,False,2019,0,8346.25,8363.75,long
2019-12-12,-1.0,True,False,2019,0,8345.0,8476.25,long
2019-12-16,0.714,True,False,2019,0,8461.5,8597.5,long
2019-12-18,0.683,True,False,2019,0,8592.75,8612.0,long
2019-12-24,0.6213,True,False,2019,0,8705.0,8719.0,long
2019-12-26,0.595,True,False,2019,0,8707.5,8759.5,long
2019-12-27,0.7945,True,False,2019,0,8726.0,8786.25,long
2019-12-30,-1.0,True,False,2019,1,8769.75,8716.0,long
2020-01-03,0.867,True,False,2020,0,8769.25,8815.125,long
2020-01-06,0.7506,True,False,2020,0,8735.25,8797.25,long
2020-01-07,-1.0,True,False,2020,0,8723.0,8863.5,long
2020-01-09,-1.0,True,False,2020,0,8678.25,8999.5,long
2020-01-10,-1.0,True,False,2020,0,8932.5,9032.25,long
2020-01-14,0.8755,True,False,2020,0,8978.75,9046.125,long
2020-01-15,-1.0,True,False,2020,0,9035.0,9082.0,long
2020-01-16,-1.0,True,False,2020,0,9023.0,9111.0,long
2020-01-23,0.6332,True,False,2020,0,9174.5,9186.375,long
2020-01-28,0.8499,True,False,2020,0,8926.0,9024.875,long
2020-01-29,0.9072,True,False,2020,0,8952.5,9090.875,long
2020-01-30,0.8048,True,False,2020,0,9072.25,9086.625,long
2020-02-03,-1.0,True,False,2020,0,8965.0,9138.5,long
2020-02-05,-1.0,True,False,2020,0,9073.25,9395.25,long
2020-02-06,-1.0,True,False,2020,0,9318.25,9408.5,long
2020-02-07,0.7908,True,False,2020,0,9363.0,9393.875,long
2020-02-10,0.7068,True,False,2020,0,9385.0,9448.625,long
2020-02-11,0.8755,True,False,2020,0,9330.75,9568.625,long
2020-02-13,0.8755,True,False,2020,0,9524.25,9564.875,long
2020-02-17,0.5101,True,False,2020,0,9588.25,9660.875,long
2020-02-19,-1.0,True,False,2020,0,9534.0,9711.5,long
2020-02-20,-1.0,True,False,2020,0,9640.5,9712.5,long
2020-02-24,-1.0,True,False,2020,1,9411.5,9180.875,long
2020-02-28,0.9471,True,False,2020,1,8334.0,8163.5,long
2020-03-04,0.9328,True,False,2020,0,8510.75,8700.375,long
2020-03-05,0.9079,True,False,2020,0,8507.25,8735.25,long
2020-03-09,0.9534,True,False,2020,1,8125.0,8059.75,long
2020-03-10,-1.0,True,False,2020,0,7801.0,8191.375,long
2020-03-11,-1.0,True,False,2020,0,7931.5,8177.125,long
2020-03-12,-1.0,True,False,2020,1,7892.75,7509.375,long
2020-03-13,-1.0,True,False,2020,0,7058.5,7508.25,long
2020-03-16,0.9699,True,False,2020,1,7541.0,7201.375,long
2020-03-17,0.9481,True,False,2020,0,6906.0,6958.5,long
2020-03-19,0.9507,True,False,2020,0,6810.0,7212.75,long
2020-03-20,-1.0,True,False,2020,0,6874.75,7380.625,long
2020-03-23,-1.0,True,False,2020,0,6628.75,7002.125,long
2020-03-24,0.9459,True,False,2020,0,6628.75,7337.375,long
2020-03-26,0.9265,True,False,2020,0,7372.5,7626.75,long
2020-03-27,-1.0,True,False,2020,0,7310.0,7623.625,long
2020-03-30,0.9456,True,False,2020,0,7391.25,7700.75,long
2020-03-31,0.9312,True,False,2020,0,7430.75,7841.125,long
2020-04-01,0.9265,True,False,2020,1,7707.25,7588.75,long
2020-04-02,0.9049,True,False,2020,0,7403.75,7474.5,long
2020-04-13,-1.0,True,False,2020,0,8075.0,8188.0,long
2020-04-15,0.859,True,False,2020,0,8319.0,8511.25,long
2020-04-17,-1.0,True,False,2020,0,8500.5,8823.625,long
2020-04-20,0.8875,True,False,2020,0,8733.0,8743.875,long
2020-04-23,0.8974,True,False,2020,0,8399.5,8722.625,long
2020-04-24,0.87,True,False,2020,0,8531.75,8597.875,long
2020-04-30,-1.0,True,False,2020,0,8737.25,8993.5,long
2020-05-01,-1.0,True,False,2020,0,8803.0,8843.625,long
2020-05-04,-1.0,True,False,2020,0,8591.75,8732.625,long
2020-05-08,0.8519,True,False,2020,0,8935.75,9152.0,long
2020-05-11,0.9182,True,False,2020,0,9173.0,9219.25,long
2020-05-13,0.9375,True,False,2020,0,9025.0,9131.5,long
2020-05-14,0.8864,True,False,2020,1,8878.25,8871.5,long
2020-05-18,-1.0,True,False,2020,0,9110.0,9263.75,long
2020-05-19,-1.0,True,False,2020,0,9155.0,9376.25,long
2020-05-25,0.714,True,False,2020,0,9390.5,9520.75,long
2020-05-26,-1.0,True,False,2020,0,9416.25,9505.0,long
2020-05-27,0.9064,True,False,2020,1,9373.0,9277.25,long
2020-05-28,0.9241,True,False,2020,0,9173.25,9426.625,long
2020-05-29,-1.0,True,False,2020,0,9320.5,9451.5,long
2020-06-01,-1.0,True,False,2020,0,9450.0,9556.25,long
2020-06-02,-1.0,True,False,2020,0,9479.0,9591.375,long
2020-06-05,-1.0,True,False,2020,0,9572.5,9760.25,long
2020-06-10,-1.0,True,False,2020,0,9811.5,10064.5,long
2020-06-11,0.91,True,False,2020,1,9958.5,9928.125,long
2020-06-15,-1.0,True,False,2020,0,9490.5,9585.125,long
2020-06-16,-1.0,True,False,2020,0,9367.0,9979.125,long
2020-06-17,-1.0,True,False,2020,0,9786.0,9979.75,long
2020-06-18,-1.0,True,False,2020,0,9915.0,9967.375,long
2020-06-19,0.8015,True,False,2020,0,9867.0,10085.25,long
2020-06-22,-1.0,True,False,2020,0,9841.25,10030.875,long
2020-06-24,-1.0,True,False,2020,0,9972.5,10091.0,long
2020-07-01,0.9127,True,False,2020,0,9940.0,10157.125,long
2020-07-07,0.8818,True,False,2020,0,10380.75,10610.25,long
2020-07-10,0.9421,True,False,2020,0,10560.25,10649.875,long
2020-07-13,0.9134,True,False,2020,0,10846.5,10959.5,long
2020-07-15,-1.0,True,False,2020,0,10358.75,10704.75,long
2020-07-17,-1.0,True,False,2020,0,10475.5,10594.25,long
2020-07-20,0.9033,True,False,2020,0,10612.0,10684.75,long
2020-07-24,0.9146,True,False,2020,1,10514.5,10390.0,long
2020-07-28,0.9246,True,False,2020,0,10400.5,10591.5,long
2020-07-29,-1.0,True,False,2020,0,10513.75,10613.375,long
2020-07-30,-1.0,True,False,2020,0,10512.0,10544.375,long
2020-08-04,-1.0,True,False,2020,0,10882.5,11063.375,long
2020-08-05,-1.0,True,False,2020,0,10982.75,11109.25,long
2020-08-06,0.8111,True,False,2020,0,11055.75,11114.875,long
2020-08-12,-1.0,True,False,2020,0,10845.25,11060.75,long
2020-08-19,0.8818,True,False,2020,0,11268.5,11357.5,long
2020-08-20,-1.0,True,False,2020,0,11298.75,11365.125,long
2020-08-21,0.8965,True,False,2020,0,11221.5,11487.25,long
2020-08-26,0.8875,True,False,2020,0,11574.75,11783.375,long
2020-09-01,0.943,True,False,2020,0,11988.25,12215.0,long
2020-09-02,-1.0,True,False,2020,0,12097.0,12280.625,long
2020-09-07,0.8226,True,False,2020,0,11308.0,11459.375,long
2020-09-08,0.9496,True,False,2020,1,11371.0,11275.125,long
2020-09-10,-1.0,True,False,2020,0,11000.5,11529.5,long
2020-09-11,-1.0,True,False,2020,0,11087.75,11145.0,long
2020-09-14,-1.0,True,False,2020,0,11094.75,11289.125,long
2020-09-17,-1.0,True,False,2020,1,11223.25,11058.25,long
2020-09-18,-1.0,True,False,2020,0,10903.5,11072.75,long
2020-09-24,-1.0,True,False,2020,0,10785.25,10871.125,long
2020-09-29,-1.0,True,False,2020,0,11140.75,11347.25,long
2020-09-30,0.8886,True,False,2020,0,11289.75,11422.25,long
2020-10-02,0.9127,True,False,2020,0,11409.0,11418.625,long
2020-10-05,0.8974,True,False,2020,0,11275.75,11379.375,long
2020-10-06,-1.0,True,False,2020,0,11268.0,11464.125,long
2020-10-12,0.9057,True,False,2020,0,11691.75,11882.625,long
2020-10-16,-1.0,True,False,2020,0,11737.0,11978.5,long
2020-10-20,0.883,True,False,2020,0,11592.0,11697.125,long
2020-10-23,-1.0,True,False,2020,0,11511.0,11593.375,long
2020-10-30,-1.0,True,False,2020,0,11145.0,11152.875,long
2020-11-03,0.9308,True,False,2020,0,10942.25,11216.0,long
2020-11-04,0.9515,True,False,2020,0,11065.0,11662.0,long
2020-11-05,-1.0,True,False,2020,0,11230.0,12080.75,long
2020-11-06,0.926,True,False,2020,0,11771.25,11906.875,long
2020-11-09,-1.0,True,False,2020,0,11869.5,12162.375,long
2020-11-11,-1.0,True,False,2020,0,11503.0,11795.0,long
2020-11-12,0.9165,True,False,2020,0,11575.0,11923.875,long
2020-11-16,0.91,True,False,2020,0,11801.75,11970.375,long
2020-11-17,0.8974,True,False,2020,0,11853.25,11976.625,long
2020-11-18,0.883,True,False,2020,1,11954.25,11921.875,long
2020-11-20,0.8226,True,False,2020,0,11804.5,11964.375,long
2020-11-24,-1.0,True,False,2020,0,11808.25,11921.75,long
2020-11-27,0.8537,True,False,2020,0,12126.5,12250.125,long
2020-12-01,-1.0,True,False,2020,0,12085.75,12401.375,long
2020-12-02,0.8555,True,False,2020,0,12312.0,12376.5,long
2020-12-03,-1.0,True,False,2020,0,12313.75,12504.875,long
2020-12-04,-1.0,True,False,2020,0,12443.5,12504.125,long
2020-12-07,-1.0,True,False,2020,0,12448.5,12588.375,long
2020-12-08,-1.0,True,False,2020,0,12475.0,12546.75,long
2020-12-11,-1.0,True,False,2020,0,12218.0,12324.5,long
2020-12-16,-1.0,True,False,2020,0,12423.5,12606.5,long
2020-12-18,-1.0,True,False,2020,0,12672.0,12704.125,long
2020-12-23,-1.0,True,False,2020,0,12593.75,12683.25,long
2020-12-24,-1.0,True,False,2020,0,12621.5,12702.0,long
2021-01-05,-1.0,True,False,2021,0,12522.0,12754.625,long
2021-01-06,0.9,True,False,2021,0,12611.75,12627.5,long
2021-01-07,0.9304,True,False,2021,0,12491.25,12851.875,long
2021-01-08,-1.0,True,False,2021,0,12646.25,13033.625,long
2021-01-11,0.8983,True,False,2021,0,12919.25,12955.25,long
2021-01-12,0.8956,True,False,2021,0,12872.0,12878.625,long
2021-01-13,0.9503,True,False,2021,0,12767.0,12900.75,long
2021-01-19,-1.0,True,False,2021,0,12727.0,12874.375,long
2021-01-20,0.8253,True,False,2021,0,12810.25,13171.25,long
2021-01-21,0.8927,True,False,2021,0,13018.0,13321.0,long
2021-01-26,-1.0,True,False,2021,0,13189.0,13487.25,long
2021-01-27,-1.0,True,False,2021,1,13380.75,13294.875,long
2021-01-28,0.9372,True,False,2021,0,12882.5,13202.625,long
2021-02-01,0.9483,True,False,2021,0,12830.0,13014.125,long
2021-02-04,0.9407,True,False,2021,0,13387.0,13415.5,long
2021-02-05,-1.0,True,False,2021,0,13345.75,13541.875,long
2021-02-08,-1.0,True,False,2021,0,13519.25,13665.0,long
2021-02-09,-1.0,True,False,2021,0,13596.0,13707.5,long
2021-02-11,0.8794,True,False,2021,0,13517.25,13694.25,long
2021-02-23,0.9646,True,False,2021,1,13215.0,12901.125,long
2021-02-26,-1.0,True,False,2021,0,12764.0,12864.75,long
2021-03-01,0.9351,True,False,2021,0,12663.25,13098.375,long
2021-03-02,-1.0,True,False,2021,0,12946.75,13224.75,long
2021-03-05,-1.0,True,False,2021,0,12306.25,12418.375,long
2021-03-08,0.9562,True,False,2021,0,12207.5,12567.75,long
2021-03-09,-1.0,True,False,2021,0,12283.75,12712.75,long
2021-03-10,-1.0,True,False,2021,0,12325.5,12916.25,long
2021-03-15,-1.0,True,False,2021,0,12914.75,12963.625,long
2021-03-16,0.9033,True,False,2021,0,12863.25,13226.5,long
2021-03-23,-1.0,True,False,2021,0,12819.5,13083.75,long
2021-03-24,-1.0,True,False,2021,1,12978.75,12954.875,long
2021-03-29,0.926,True,False,2021,1,12929.0,12846.125,long
2021-03-30,-1.0,True,False,2021,0,12807.0,12826.0,long
2021-03-31,0.9,True,False,2021,0,12776.75,13065.0,long
2021-04-01,-1.0,True,False,2021,0,12860.25,13283.0,long
2021-04-05,0.8992,True,False,2021,0,13304.25,13470.875,long
2021-04-07,0.9057,True,False,2021,0,13524.5,13580.875,long
2021-04-09,-1.0,True,False,2021,0,13614.75,13730.0,long
2021-04-12,-1.0,True,False,2021,1,13792.25,13779.375,long
2021-04-15,0.883,True,False,2021,0,13772.75,13946.125,long
2021-04-16,0.9199,True,False,2021,0,13789.5,13973.875,long
2021-04-22,0.8896,True,False,2021,0,13700.25,13869.375,long
2021-04-23,0.8728,True,False,2021,0,13701.75,13830.625,long
2021-04-26,0.8728,True,False,2021,0,13908.75,13942.875,long
2021-04-27,-1.0,True,False,2021,0,13865.75,13940.75,long
2021-04-28,-1.0,True,False,2021,0,13912.75,13969.125,long
2021-05-03,0.9182,True,False,2021,0,13867.5,13875.25,long
2021-05-05,-1.0,True,False,2021,0,13380.75,13570.0,long
2021-05-07,0.941,True,False,2021,0,13389.0,13722.875,long
2021-05-13,-1.0,True,False,2021,0,12959.75,13177.875,long
2021-05-17,-1.0,True,False,2021,1,13376.25,13263.375,long
2021-05-18,0.9177,True,False,2021,0,13182.5,13327.625,long
2021-05-19,0.9507,True,False,2021,1,13178.0,13037.25,long
2021-05-20,0.9107,True,False,2021,0,12954.25,13396.75,long
2021-05-24,0.8396,True,False,2021,0,13356.25,13587.25,long
2021-05-25,-1.0,True,False,2021,0,13362.0,13658.5,long
2021-05-26,0.8853,True,False,2021,0,13606.5,13667.875,long
2021-05-27,0.9093,True,False,2021,0,13656.0,13661.75,long
2021-05-28,-1.0,True,False,2021,0,13620.25,13717.375,long
2021-06-02,-1.0,True,False,2021,0,13592.75,13671.875,long
2021-06-03,0.9127,True,False,2021,1,13603.0,13502.125,long
2021-06-08,-1.0,True,False,2021,0,13691.5,13831.5,long
2021-06-16,-1.0,True,False,2021,0,14000.5,14078.75,long
2021-06-17,-1.0,True,False,2021,0,13830.0,14031.25,long
2021-06-18,-1.0,True,False,2021,0,13842.0,14088.625,long
2021-06-21,-1.0,True,False,2021,0,14013.25,14058.5,long
2021-06-22,0.9287,True,False,2021,0,13958.75,14140.625,long
2021-06-24,0.8111,True,False,2021,0,14231.75,14378.125,long
2021-06-25,-1.0,True,False,2021,0,14273.25,14336.375,long
2021-06-28,0.8253,True,False,2021,0,14337.0,14458.75,long
2021-06-30,-1.0,True,False,2021,0,14468.75,14537.125,long
2021-07-05,-1.0,True,False,2021,0,14698.0,14698.0,long
2021-07-06,0.817,True,False,2021,0,14674.75,14759.125,long
2021-07-09,0.8418,True,False,2021,0,14540.0,14708.875,long
2021-07-12,0.8907,True,False,2021,1,14823.75,14817.0,long
2021-07-13,0.8946,True,False,2021,0,14785.25,14927.25,long
2021-07-19,-1.0,True,False,2021,1,14652.0,14476.875,long
2021-07-23,-1.0,True,False,2021,0,14829.0,14982.875,long
2021-07-28,0.8956,True,False,2021,0,14774.5,14986.625,long
2021-08-06,-1.0,True,False,2021,0,15069.5,15106.0,long
2021-08-09,0.8875,True,False,2021,0,15051.5,15101.375,long
2021-08-11,-1.0,True,False,2021,0,14994.75,15065.875,long
2021-08-12,0.9215,True,False,2021,1,14963.0,14958.75,long
2021-08-13,0.9041,True,False,2021,0,14941.0,15096.875,long
2021-08-17,0.9304,True,False,2021,0,14917.0,14968.875,long
2021-08-18,-1.0,True,False,2021,0,14897.0,15012.0,long
2021-08-19,0.9466,True,False,2021,0,14806.5,14827.0,long
2021-08-20,0.8965,True,False,2021,0,14711.0,15050.0,long
2021-08-23,0.926,True,False,2021,0,15087.5,15211.625,long
2021-08-26,-1.0,True,False,2021,0,15333.0,15343.75,long
2021-08-30,0.9107,True,False,2021,0,15426.0,15534.75,long
2021-08-31,0.9041,True,False,2021,0,15420.0,15528.375,long
2021-09-01,-1.0,True,False,2021,0,15514.0,15674.0,long
2021-09-06,-1.0,True,False,2021,0,15653.75,15704.25,long
2021-09-08,0.8418,True,False,2021,0,15607.0,15629.625,long
2021-09-09,-1.0,True,False,2021,0,15523.5,15660.25,long
2021-09-14,-1.0,True,False,2021,0,15343.25,15418.75,long
2021-09-16,-1.0,True,False,2021,0,15308.0,15392.625,long
2021-09-22,0.9114,True,False,2021,0,14963.75,15089.875,long
2021-09-23,-1.0,True,False,2021,0,14929.25,15300.25,long
2021-09-27,0.8818,True,False,2021,1,15304.0,15112.25,long
2021-10-05,0.9328,True,False,2021,0,14367.75,14595.375,long
2021-10-06,0.9483,True,False,2021,0,14410.0,14510.875,long
2021-10-07,-1.0,True,False,2021,0,14422.25,14960.5,long
2021-10-08,-1.0,True,False,2021,0,14796.25,14872.0,long
2021-10-11,-1.0,True,False,2021,0,14751.0,14869.25,long
2021-10-14,0.9291,True,False,2021,0,14591.5,14957.25,long
2021-10-18,0.8048,True,False,2021,0,15103.75,15135.375,long
2021-10-19,0.8853,True,False,2021,0,15038.5,15323.375,long
2021-10-20,0.8965,True,False,2021,0,15272.75,15393.25,long
2021-10-21,0.8374,True,False,2021,0,15319.25,15382.875,long
2021-10-22,-1.0,True,False,2021,0,15300.75,15421.25,long
2021-10-25,-1.0,True,False,2021,0,15298.0,15393.25,long
2021-10-26,0.9072,True,False,2021,0,15296.5,15648.875,long
2021-10-28,0.8864,True,False,2021,0,15507.25,15667.25,long
2021-10-29,0.8519,True,False,2021,0,15591.25,15676.25,long
2021-11-01,0.9308,True,False,2021,1,15863.75,15789.0,long
2021-11-03,0.9304,True,False,2021,0,15849.5,15955.125,long
2021-11-04,0.8886,True,False,2021,0,15935.0,16248.5,long
2021-11-08,-1.0,True,False,2021,0,16292.25,16329.75,long
2021-11-09,-1.0,True,False,2021,1,16265.0,16217.875,long
2021-11-10,0.91,True,False,2021,0,16160.0,16169.125,long
2021-11-12,0.9246,True,False,2021,0,15976.0,16034.5,long
2021-11-16,-1.0,True,False,2021,0,16082.75,16235.5,long
2021-11-17,0.8755,True,False,2021,0,16142.5,16293.875,long
2021-11-18,-1.0,True,False,2021,0,16269.75,16395.625,long
2021-11-24,0.9674,True,False,2021,0,16118.5,16195.375,long
2021-11-30,-1.0,True,False,2021,0,16037.0,16417.875,long
2021-12-01,-1.0,True,False,2021,0,16068.25,16347.25,long
2021-12-06,0.961,True,False,2021,0,15538.0,15645.625,long
2021-12-08,-1.0,True,False,2021,0,15825.0,16291.75,long
2021-12-10,0.9388,True,False,2021,0,16120.25,16235.25,long
2021-12-13,0.8983,True,False,2021,0,16135.75,16265.75,long
2021-12-15,-1.0,True,False,2021,0,15734.5,15836.875,long
2021-12-21,-1.0,True,False,2021,0,15491.75,15673.5,long
2021-12-23,0.8937,True,False,2021,0,15882.25,16240.375,long
2021-12-27,0.9171,True,False,2021,0,16145.25,16445.5,long
2021-12-30,0.8537,True,False,2021,0,16387.75,16507.375,long
2021-12-31,-1.0,True,False,2021,1,16411.25,16377.25,long
2022-01-03,0.9587,True,False,2022,0,16313.25,16339.5,long
2022-01-11,-1.0,True,False,2022,0,15152.5,15575.25,long
2022-01-14,-1.0,True,False,2022,0,15458.25,15534.5,long
2022-01-17,-1.0,True,False,2022,0,15312.25,15572.25,long
2022-01-18,0.93,True,False,2022,1,15507.5,15320.5,long
2022-01-25,0.9712,True,False,2022,0,13706.25,14086.375,long
2022-01-27,-1.0,True,False,2022,0,13943.75,14328.5,long
2022-01-28,0.9513,True,False,2022,0,13845.25,13889.625,long
2022-01-31,0.9236,True,False,2022,0,13830.75,14644.5,long
2022-02-02,-1.0,True,False,2022,0,14729.25,15124.125,long
2022-02-03,0.9566,True,False,2022,1,14825.25,14713.25,long
2022-02-08,0.949,True,False,2022,1,14511.25,14495.5,long
2022-02-09,-1.0,True,False,2022,0,14467.75,14898.375,long
2022-02-10,-1.0,True,False,2022,0,14740.0,14929.125,long
2022-02-11,-1.0,True,False,2022,0,14622.0,14658.75,long
2022-02-14,-1.0,True,False,2022,0,14181.0,14249.5,long
2022-02-16,-1.0,True,False,2022,0,14223.25,14410.125,long
2022-02-21,-1.0,True,False,2022,1,13906.0,13828.5,long
2022-02-25,0.9446,True,False,2022,0,13025.75,13857.5,long
2022-03-09,0.9654,True,False,2022,0,13105.25,13593.875,long
2022-03-14,-1.0,True,False,2022,1,13330.25,13274.375,long
2022-03-15,-1.0,True,False,2022,0,13013.5,13194.25,long
2022-03-17,-1.0,True,False,2022,0,13417.0,13976.25,long
2022-03-18,-1.0,True,False,2022,0,13819.0,14168.0,long
2022-03-22,0.9552,True,False,2022,0,14183.75,14499.75,long
2022-03-23,0.9375,True,False,2022,0,14292.5,14486.25,long
2022-03-24,-1.0,True,False,2022,0,14441.5,14513.375,long
2022-03-25,0.9274,True,False,2022,0,14433.25,14713.75,long
2022-03-31,0.9529,True,False,2022,1,15012.0,14996.125,long
2022-04-01,0.9221,True,False,2022,1,14855.5,14823.875,long
2022-04-08,0.9454,True,False,2022,0,14318.25,14342.875,long
2022-04-13,0.9336,True,False,2022,0,13880.0,14014.625,long
2022-04-18,-1.0,True,False,2022,0,13792.25,13879.75,long
2022-04-19,0.9127,True,False,2022,0,13729.25,14015.625,long
2022-04-25,0.9236,True,False,2022,1,13289.0,13263.5,long
2022-04-28,-1.0,True,False,2022,0,12930.5,13109.0,long
2022-05-06,0.9591,True,False,2022,1,12704.0,12577.125,long
2022-05-10,-1.0,True,False,2022,0,12131.5,12471.25,long
2022-05-12,0.9637,True,False,2022,1,11938.5,11781.625,long
2022-05-13,0.9577,True,False,2022,0,11689.25,12271.875,long
2022-05-16,0.9529,True,False,2022,1,12392.0,12233.375,long
2022-05-18,-1.0,True,False,2022,0,12245.75,12319.0,long
2022-05-19,-1.0,True,False,2022,0,11863.25,11935.25,long
2022-05-23,0.9622,True,False,2022,1,11857.0,11821.5,long
2022-05-26,0.9332,True,False,2022,0,11671.0,12118.5,long
2022-05-27,0.9361,True,False,2022,0,11848.5,12525.0,long
2022-06-02,-1.0,True,False,2022,0,12454.75,12549.75,long
2022-06-06,-1.0,True,False,2022,0,12527.0,12772.375,long
2022-06-15,-1.0,True,False,2022,0,11236.0,11525.25,long
2022-06-20,0.8499,True,False,2022,0,11320.0,11371.375,long
2022-06-21,-1.0,True,False,2022,0,11274.0,11632.75,long
2022-06-22,0.9424,True,False,2022,0,11398.5,11582.5,long
2022-06-23,-1.0,True,False,2022,0,11320.5,11655.5,long
2022-07-05,0.9605,True,False,2022,1,11501.0,11441.375,long
2022-07-06,-1.0,True,False,2022,0,11388.75,11819.5,long
2022-07-07,0.9397,True,False,2022,0,11728.25,12013.625,long
2022-07-08,0.9464,True,False,2022,0,11837.25,12010.625,long
2022-07-11,0.9127,True,False,2022,1,12092.25,11868.875,long
2022-07-12,0.9466,True,False,2022,1,11853.0,11831.25,long
2022-07-20,0.8965,True,False,2022,0,11889.5,12289.5,long
2022-07-27,0.9009,True,False,2022,0,12070.0,12386.125,long
2022-07-29,-1.0,True,False,2022,0,12449.25,12872.125,long
2022-08-01,-1.0,True,False,2022,0,12916.0,12999.875,long
2022-08-03,-1.0,True,False,2022,0,12816.25,13116.625,long
2022-08-05,0.9557,True,False,2022,0,13184.5,13199.125,long
2022-08-11,0.9205,True,False,2022,0,12981.75,13511.5,long
2022-08-12,0.9471,True,False,2022,0,13284.75,13391.5,long
2022-08-17,-1.0,True,False,2022,0,13522.75,13523.75,long
