rank,strategy_id,state,primary_blocker,next_action,instrument,session,orb_minutes,entry_model,rr_target,filter_type,confirm_bars,trailing_expr,trailing_n,annual_r_estimate,status,status_reason,chordia_verdict,chordia_audit_age_days,c8_oos_status,family,family_role,family_priority,active_in_profile
428,MNQ_CME_PRECLOSE_E2_RR1.0_CB1_ORB_VOL_2K_S075,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,CME_PRECLOSE,5,E2,1.0,ORB_VOL_2K,1,0.0646,235,14.0,DEPLOY,"Session HOT (+0.0100), ExpR=+0.0646, N=235",MISSING,,,UNSPECIFIED,unknown,5,False
429,MNQ_CME_PRECLOSE_E2_RR1.0_CB1_OVNRNG_10_S075,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,CME_PRECLOSE,5,E2,1.0,OVNRNG_10,1,0.0646,235,14.0,DEPLOY,"Session HOT (+0.0100), ExpR=+0.0646, N=235",MISSING,,,UNSPECIFIED,unknown,5,False
430,MNQ_CME_PRECLOSE_E2_RR1.0_CB1_OVNRNG_25_S075,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,CME_PRECLOSE,5,E2,1.0,OVNRNG_25,1,0.0646,235,14.0,DEPLOY,"Session HOT (+0.0100), ExpR=+0.0646, N=235",MISSING,,,UNSPECIFIED,unknown,5,False
431,MNQ_US_DATA_1000_E2_RR1.0_CB1_ORB_G4,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,US_DATA_1000,5,E2,1.0,ORB_G4,1,0.0591,257,14.0,DEPLOY,"Session HOT (+0.0615), ExpR=+0.0591, N=257",MISSING,,,UNSPECIFIED,unknown,5,False
432,MNQ_US_DATA_1000_E2_RR1.0_CB1_ORB_G5,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,US_DATA_1000,5,E2,1.0,ORB_G5,1,0.0591,257,14.0,DEPLOY,"Session HOT (+0.0615), ExpR=+0.0591, N=257",MISSING,,,UNSPECIFIED,unknown,5,False
433,MNQ_US_DATA_1000_E2_RR1.0_CB1_OVNRNG_10,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,US_DATA_1000,5,E2,1.0,OVNRNG_10,1,0.0591,257,14.0,DEPLOY,"Session HOT (+0.0615), ExpR=+0.0591, N=257",MISSING,,,UNSPECIFIED,unknown,5,False
434,MNQ_COMEX_SETTLE_E2_RR1.0_CB1_ORB_VOL_8K,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,COMEX_SETTLE,5,E2,1.0,ORB_VOL_8K,1,0.0976,153,13.8,DEPLOY,"Session HOT (+0.0837), ExpR=+0.0976, N=153",MISSING,,,UNSPECIFIED,unknown,5,False
435,MNQ_NYSE_OPEN_E1_RR1.0_CB3_COST_LT08_FAST10_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,NYSE_OPEN,15,E1,1.0,COST_LT08_FAST10,3,0.1051,141,13.7,DEPLOY,"Session HOT (+0.0916), ExpR=+0.1051, N=141",MISSING,,,UNSPECIFIED,unknown,5,False
436,MNQ_NYSE_OPEN_E1_RR1.0_CB3_COST_LT10_FAST10_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,NYSE_OPEN,15,E1,1.0,COST_LT10_FAST10,3,0.1051,141,13.7,DEPLOY,"Session HOT (+0.0916), ExpR=+0.1051, N=141",MISSING,,,UNSPECIFIED,unknown,5,False
437,MNQ_NYSE_OPEN_E1_RR1.0_CB3_COST_LT12_FAST10_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,NYSE_OPEN,15,E1,1.0,COST_LT12_FAST10,3,0.1051,141,13.7,DEPLOY,"Session HOT (+0.0916), ExpR=+0.1051, N=141",MISSING,,,UNSPECIFIED,unknown,5,False
438,MNQ_NYSE_OPEN_E1_RR1.0_CB3_ORB_G4_FAST10_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,NYSE_OPEN,15,E1,1.0,ORB_G4_FAST10,3,0.1051,141,13.7,DEPLOY,"Session HOT (+0.0916), ExpR=+0.1051, N=141",MISSING,,,UNSPECIFIED,unknown,5,False
439,MNQ_NYSE_OPEN_E1_RR1.0_CB3_ORB_G5_FAST10_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,NYSE_OPEN,15,E1,1.0,ORB_G5_FAST10,3,0.1051,141,13.7,DEPLOY,"Session HOT (+0.0916), ExpR=+0.1051, N=141",MISSING,,,UNSPECIFIED,unknown,5,False
440,MNQ_NYSE_OPEN_E1_RR1.0_CB3_ORB_G8_FAST10_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,NYSE_OPEN,15,E1,1.0,ORB_G8_FAST10,3,0.1051,141,13.7,DEPLOY,"Session HOT (+0.0916), ExpR=+0.1051, N=141",MISSING,,,UNSPECIFIED,unknown,5,False
441,MNQ_LONDON_METALS_E2_RR1.5_CB1_ORB_G4_NOMON_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,LONDON_METALS,15,E2,1.5,ORB_G4_NOMON,1,0.0709,209,13.7,DEPLOY,"Session HOT (+0.0113), ExpR=+0.0709, N=209",MISSING,,,UNSPECIFIED,unknown,5,False
442,MNQ_LONDON_METALS_E2_RR1.5_CB1_ORB_G5_NOMON_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,LONDON_METALS,15,E2,1.5,ORB_G5_NOMON,1,0.0709,209,13.7,DEPLOY,"Session HOT (+0.0113), ExpR=+0.0709, N=209",MISSING,,,UNSPECIFIED,unknown,5,False
443,MNQ_LONDON_METALS_E2_RR1.5_CB1_ORB_G6_NOMON_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,LONDON_METALS,15,E2,1.5,ORB_G6_NOMON,1,0.0709,209,13.7,DEPLOY,"Session HOT (+0.0113), ExpR=+0.0709, N=209",MISSING,,,UNSPECIFIED,unknown,5,False
444,MNQ_LONDON_METALS_E2_RR1.5_CB1_ORB_G8_NOMON_O15,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,LONDON_METALS,15,E2,1.5,ORB_G8_NOMON,1,0.0709,209,13.7,DEPLOY,"Session HOT (+0.0113), ExpR=+0.0709, N=209",MISSING,,,UNSPECIFIED,unknown,5,False
445,MNQ_TOKYO_OPEN_E2_RR1.5_CB1_ORB_G6,EXACT_LANE_READY_FOR_REPLAY,MISSING_CHORDIA,RUN_STRICT_UNLOCK,MNQ,TOKYO_OPEN,5,E2,1.5,ORB_G6,1,0.0574,259,13.7,DEPLOY,"Session HOT (+0.0456), ExpR=+0.0574, N=259",MISSING,,,UNSPECIFIED,unknown,5,False
