symbol,session,entry_model,confirm_bars,rr_target,filter,n_base,n_on,signals_per_year,avg_on,avg_off,uplift,wr_on,wr_off,years_pos,years_total,years_pos_ratio,train_uplift,test_uplift
MGC,CME_OPEN,E1,2,2.5,fast_le_30,1052,627,57.0,-0.3951701754385965,-0.5411341176470589,0.14596394220846237,0.24242424242424243,0.21176470588235294,0,0,,,
M6E,1100,E1,1,3.0,fast30_and_q40,1290,829,138.16666666666666,-0.39521580217129076,-0.5651906724511931,0.16997487027990238,0.24607961399276237,0.23427331887201736,4,5,0.8,0.21001773590624373,0.06575079824561414
M6E,1100,E1,2,2.0,short_fast30,1286,651,108.5,-0.39524485407066057,-0.4349248818897637,0.039680027819103125,0.34101382488479265,0.3228346456692913,4,5,0.8,0.06433447650154239,-0.06095535846267558
MGC,2300,E1,4,4.0,fast30_and_q40,1919,921,83.72727272727273,-0.3952528773072747,-0.5396155310621242,0.14436265375484952,0.1454940282301846,0.13827655310621242,2,5,0.4,0.12853874171805202,
M6E,1100,E1,3,1.0,short_fast30,1277,645,107.5,-0.39536899224806205,-0.3891995253164557,-0.00616946693160636,0.4310077519379845,0.4287974683544304,2,5,0.4,0.009803742781894664,-0.05156041705455228
M2K,0030,E1,3,3.0,short_q60,929,187,31.166666666666668,-0.3953978609625669,-0.3113376010781671,-0.0840602598843998,0.16042780748663102,0.1940700808625337,1,5,0.2,,
M2K,0900,E1,1,4.0,short_fast30,1227,603,100.5,-0.39568208955223877,-0.48161233974358975,0.08593025019135098,0.1791044776119403,0.14903846153846154,4,5,0.8,0.08969841480988805,0.09114868279569888
M6E,1100,E0,1,2.0,long_fast30,1115,536,89.33333333333333,-0.3957328358208955,-0.35991692573402423,-0.035815910086871294,0.3824626865671642,0.41278065630397237,2,5,0.4,-0.049507776560788586,0.01533983622715901
MGC,US_POST_EQUITY,E1,1,3.0,short_fast30,1156,529,75.57142857142857,-0.39594310018903595,-0.30203189792663476,-0.09391120226240118,0.18714555765595464,0.21690590111642744,1,6,0.16666666666666666,-0.09307574416384612,0.03560404775771697
M6E,1100,E1,1,3.0,size_q40_plus,1290,857,142.83333333333334,-0.3959809801633606,-0.5746676674364896,0.17868668727312897,0.24504084014002334,0.23556581986143188,5,5,1.0,0.20387319506702406,0.1292872073101085
MGC,CME_OPEN,E1,5,2.5,fast_le_30,913,533,48.45454545454545,-0.3960050656660413,-0.5004444736842105,0.1044394080181692,0.23452157598499063,0.22105263157894736,0,0,,,
M2K,US_POST_EQUITY,E1,2,4.0,short_fast30,854,430,71.66666666666667,-0.39621883720930234,-0.6038719339622641,0.20765309675296179,0.1325581395348837,0.08962264150943396,4,5,0.8,,
MES,0030,E1,5,3.0,long_q60,1341,244,30.5,-0.39627459016393446,-0.16147319963536919,-0.23480139052856527,0.1598360655737705,0.2324521422060164,2,6,0.3333333333333333,-0.24638523390390976,
M6E,US_POST_EQUITY,E1,3,2.5,long_fast30,904,441,73.5,-0.39633990929705215,-0.3565274298056156,-0.03981247949143657,0.2290249433106576,0.24622030237580994,2,5,0.4,,
M2K,US_POST_EQUITY,E1,4,3.0,long_fast30,805,399,66.5,-0.3963837092731829,-0.2991842364532019,-0.09719947281998098,0.16791979949874686,0.1921182266009852,3,5,0.6,,
M2K,CME_OPEN,E1,1,2.5,short_fast30,537,262,43.666666666666664,-0.39640419847328245,-0.43837236363636367,0.04196816516308122,0.21374045801526717,0.20363636363636364,3,5,0.6,,
M6E,1800,E1,5,4.0,fast30_and_q40,1123,657,109.5,-0.39643226788432273,-0.41895515021459223,0.0225228823302695,0.1537290715372907,0.16952789699570817,3,5,0.6,0.0746855660837078,-0.1942237917555083
M6E,1100,E1,2,2.5,short_fast30,1285,650,108.33333333333333,-0.3964567692307693,-0.4274614173228346,0.031004648092065323,0.2923076923076923,0.28188976377952757,2,5,0.4,0.04591078570132462,-0.017310140880034797
M6E,1100,E1,3,2.0,short_fast30,1276,644,107.33333333333333,-0.3966801242236025,-0.40693354430379747,0.010253420080194975,0.327639751552795,0.3291139240506329,3,5,0.6,0.024698079534115236,-0.04493699186991873
M6E,1000,E1,2,2.5,short_fast30,985,478,79.66666666666667,-0.3967154811715481,-0.37134930966469437,-0.02536617150685372,0.2489539748953975,0.24260355029585798,3,5,0.6,0.05462804068996019,-0.2549056304520222
M6E,1100,E1,2,4.0,long_q60,1282,241,40.166666666666664,-0.3967224066390041,-0.4577586935638809,0.06103628692487678,0.1825726141078838,0.1930835734870317,3,5,0.6,0.01811158688055242,0.22413152920962204
MGC,0900,E1,3,1.5,short_fast30,2427,617,56.09090909090909,-0.39705170178282007,-0.4628982872928177,0.06584658550999761,0.35170178282009723,0.312707182320442,2,6,0.3333333333333333,0.05900825745410143,-0.11809901069518712
M6E,US_DATA_OPEN,E1,3,2.5,long_q60,985,206,34.333333333333336,-0.39710631067961166,-0.3887976893453145,-0.008308621334297162,0.2087378640776699,0.24646983311938384,2,5,0.4,,0.12216645995375242
M6E,1100,E0,1,3.0,long_fast30,1114,535,89.16666666666667,-0.397172523364486,-0.3648234887737478,-0.03234903459073818,0.30280373831775703,0.3160621761658031,2,5,0.4,-0.03381426877470367,0.001593259534460545
M2K,0900,E1,2,1.5,long_fast30,1228,573,95.5,-0.3971767888307156,-0.3313769465648855,-0.06579984226583013,0.33158813263525305,0.3603053435114504,1,5,0.2,-0.048245020578312425,-0.17247863891551407
M2K,US_DATA_OPEN,E1,5,4.0,size_q60_plus,1030,375,62.5,-0.39739973333333334,-0.11195160305343513,-0.28544813027989824,0.13333333333333333,0.216793893129771,1,5,0.2,-0.3690307244179455,0.02984503496503499
M6E,US_POST_EQUITY,E0,1,4.0,fast30_and_q40,1013,590,98.33333333333333,-0.3975577966101695,-0.139248463356974,-0.2583093332531955,0.16101694915254236,0.28841607565011823,0,5,0.0,-0.2644491656139884,-0.301704671679198
M6E,US_POST_EQUITY,E0,1,4.0,size_q40_plus,1013,602,100.33333333333333,-0.39769219269102996,-0.1315097323600973,-0.2661824603309326,0.1611295681063123,0.291970802919708,0,5,0.0,-0.2969397270720449,-0.20673363832630826
MGC,0900,E1,4,4.0,fast_le_30,2377,1349,122.63636363636364,-0.3981485544848036,-0.5491560311284046,0.15100747664360104,0.18680504077094143,0.16731517509727625,0,1,0.0,0.09051621952680605,
M6E,US_POST_EQUITY,E1,5,2.5,fast30_and_q40,830,472,78.66666666666667,-0.3982029661016949,-0.3305304469273743,-0.0676725191743206,0.211864406779661,0.2681564245810056,2,5,0.4,,
M2K,CME_CLOSE,E1,2,1.5,size_q60_plus,550,220,36.666666666666664,-0.3986313636363637,-0.3641048484848485,-0.034526515151515225,0.2727272727272727,0.3181818181818182,2,4,0.5,,
M2K,CME_CLOSE,E1,2,1.5,fast30_and_q60,550,220,36.666666666666664,-0.3986313636363637,-0.3641048484848485,-0.034526515151515225,0.2727272727272727,0.3181818181818182,2,4,0.5,,
M6E,1000,E1,4,1.0,long_fast30,671,305,50.833333333333336,-0.39871409836065574,-0.3167125683060109,-0.08200153005464483,0.35081967213114756,0.4180327868852459,2,5,0.4,,
MGC,0900,E1,5,2.5,short_fast30,2387,605,55.0,-0.398897520661157,-0.4321882154882155,0.03329069482705849,0.25950413223140495,0.2620650953984287,1,6,0.16666666666666666,0.03601259816053265,-0.1989651254303984
M6E,US_DATA_OPEN,E1,1,2.5,long_q60,1080,232,38.666666666666664,-0.3989784482758621,-0.42582004716981137,0.02684159889394927,0.21120689655172414,0.2417452830188679,3,5,0.6,0.0370690343712779,0.049917726373082616
M6E,1000,E1,1,2.5,long_fast30,1290,595,99.16666666666667,-0.3990221848739496,-0.4065322302158273,0.0075100453418777136,0.25882352941176473,0.2474820143884892,3,5,0.6,-0.07082323732862777,0.24267933497536942
M6E,1100,E1,1,1.0,size_q40_plus,1292,859,143.16666666666666,-0.3991371362048894,-0.551287066974596,0.15214993076970657,0.47613504074505236,0.19168591224018475,5,5,1.0,0.17236699800426558,0.04560073884626309
M2K,1100,E1,4,4.0,short_fast30,1273,635,105.83333333333333,-0.39923779527559056,-0.12491081504702195,-0.2743269802285686,0.16692913385826771,0.2413793103448276,0,5,0.0,-0.2692759437462894,-0.17126241094863143
MGC,0900,E1,1,1.0,fast_le_30,2470,1403,127.54545454545455,-0.39939572344975055,-0.5567768509840674,0.15738112753431682,0.35780470420527444,0.19962511715089035,0,1,0.0,0.10202976128809454,
M6E,0030,E1,5,2.0,short_fast30,939,455,75.83333333333333,-0.39941472527472527,-0.36483946280991736,-0.03457526246480791,0.26593406593406593,0.2871900826446281,1,5,0.2,,
M6E,1000,E1,2,1.5,long_fast30,986,449,74.83333333333333,-0.39963697104677065,-0.38986964618249537,-0.009767324864275284,0.32962138084632514,0.3333333333333333,2,5,0.4,-0.0705990014626463,0.168200398724083
MES,US_EQUITY_OPEN,E1,4,3.0,size_q60_plus,1282,516,64.5,-0.39964050387596894,-0.199657180156658,-0.19998332371931093,0.1569767441860465,0.2193211488250653,1,6,0.16666666666666666,-0.16984832259510027,-0.3281711688311687
MES,CME_OPEN,E1,1,4.0,long_fast30,726,286,35.75,-0.399663986013986,-0.3213290909090909,-0.07833489510489511,0.14335664335664336,0.16136363636363638,2,6,0.3333333333333333,,
M6E,1000,E1,2,1.0,long_fast30,987,449,74.83333333333333,-0.3997164810690423,-0.36898847583643124,-0.030728005232611044,0.34966592427616927,0.3736059479553903,2,5,0.4,-0.06662885913591354,0.08561828063241111
M6E,1100,E1,3,1.5,short_fast30,1277,645,107.5,-0.3997265116279069,-0.3908536392405063,-0.008872872387400588,0.3891472868217054,0.3939873417721519,3,5,0.6,0.004986822561384607,-0.06350796872090858
M6E,US_DATA_OPEN,E0,1,4.0,short_q60,1026,187,31.166666666666668,-0.3997679144385026,-0.4012243146603099,0.0014564002218072636,0.15508021390374332,0.19189511323003575,3,5,0.6,0.022411495327102793,
M6E,US_DATA_OPEN,E1,1,2.0,long_q60,1101,236,39.333333333333336,-0.399864406779661,-0.38525491329479766,-0.014609493484863345,0.2457627118644068,0.29826589595375724,2,5,0.4,-0.003346094503375141,-0.03432235237867548
M6E,1100,E1,4,4.0,long_q60,1260,234,39.0,-0.40014017094017096,-0.42022826510721245,0.020088094167041493,0.1752136752136752,0.19395711500974658,4,5,0.8,-0.01046617727507948,0.13997219298245617
M6E,1100,E1,4,3.0,long_q60,1265,236,39.333333333333336,-0.40021991525423734,-0.402353547133139,0.002133631878901643,0.21610169491525424,0.24975704567541301,2,5,0.4,-0.023722305943393418,0.10776251308900525
MES,US_EQUITY_OPEN,E1,5,3.0,size_q60_plus,1210,498,62.25,-0.4002672690763052,-0.22908216292134834,-0.17118510615495688,0.1566265060240964,0.21067415730337077,1,6,0.16666666666666666,,
M6E,1100,E1,4,2.5,short_fast30,1265,637,106.16666666666667,-0.40040062794348513,-0.4346800955414013,0.03427946759791617,0.2778649921507064,0.2627388535031847,4,5,0.8,0.029937114070527238,0.0309188397509213
MES,US_DATA_OPEN,E1,3,4.0,long_q60,1554,309,38.625,-0.4004595469255663,-0.2453138955823293,-0.155145651343237,0.12944983818770225,0.18152610441767067,1,6,0.16666666666666666,-0.16272454896907218,-0.18801321709180924
M6E,1000,E1,2,1.5,short_fast30,986,479,79.83333333333333,-0.4004705636743215,-0.38850414201183436,-0.011966421662487126,0.33820459290187893,0.3254437869822485,3,5,0.6,0.05328838272150971,-0.179881060382916
M6E,0030,E1,1,3.0,short_q60,1152,235,39.166666666666664,-0.40049446808510636,-0.44943249727371865,0.048938029188612286,0.19148936170212766,0.2039258451472192,2,5,0.4,0.09829575616925823,-0.1509069587628865
MES,US_EQUITY_OPEN,E1,4,2.5,long_q60,1354,246,30.75,-0.40056463414634147,-0.14567274368231045,-0.25489189046403105,0.17886178861788618,0.2644404332129964,0,5,0.0,-0.2056939028640897,
M6E,1100,E1,5,1.0,long_fast30,1260,598,99.66666666666667,-0.4006272575250836,-0.3547025679758308,-0.04592468954925283,0.42474916387959866,0.46827794561933533,1,5,0.2,-0.04913157790910461,-0.007056908212560442
M6E,US_EQUITY_OPEN,E1,3,3.0,short_fast30,1009,507,84.5,-0.4008759368836292,-0.3336121513944223,-0.06726378548920692,0.20512820512820512,0.2250996015936255,2,5,0.4,-0.06093907431065698,-0.09478107128867996
M6E,1000,E1,1,2.5,short_fast30,1290,624,104.0,-0.4010775641025641,-0.40493348348348346,0.003855919380919337,0.2564102564102564,0.24924924924924924,3,5,0.6,0.06673613209409518,-0.189893756825628
MGC,US_POST_EQUITY,E0,1,4.0,short_q60,1127,208,29.714285714285715,-0.40112884615384614,-0.2673496191512514,-0.13377922700259476,0.13942307692307693,0.1926006528835691,2,5,0.4,,
MES,US_DATA_OPEN,E1,5,4.0,long_q60,1480,288,36.0,-0.40121736111111106,-0.2527786912751678,-0.14843866983594328,0.1284722222222222,0.17785234899328858,2,6,0.3333333333333333,-0.1489605275756205,-0.22569672364672366
M2K,US_POST_EQUITY,E1,3,3.0,fast30_and_q40,854,485,80.83333333333333,-0.4015150515463918,-0.2241178861788618,-0.17739716536752997,0.16082474226804125,0.2222222222222222,1,5,0.2,,
M6E,0030,E1,4,2.5,short_fast30,945,459,76.5,-0.4016895424836601,-0.42702386831275724,0.025334325829097115,0.23093681917211328,0.22839506172839505,4,5,0.8,,
MES,US_EQUITY_OPEN,E1,2,4.0,size_q40_plus,1336,795,99.375,-0.40172792452830186,-0.353590573012939,-0.04813735151536286,0.1270440251572327,0.14602587800369685,2,5,0.4,-0.07208164353419089,0.13492053813395277
MGC,CME_OPEN,E1,2,4.0,size_q40_plus,1020,634,57.63636363636363,-0.40188817034700314,-0.6908603626943005,0.2889721923472974,0.1640378548895899,0.12176165803108809,7,8,0.875,,
M6E,US_DATA_OPEN,E1,2,3.0,short_q60,1002,178,29.666666666666668,-0.40240000000000004,-0.43980376213592226,0.037403762135922225,0.1853932584269663,0.20266990291262135,2,5,0.4,0.06350386084614029,
MES,US_EQUITY_OPEN,E1,3,3.0,fast30_and_q60,1347,525,65.625,-0.40252152380952383,-0.19056423357664234,-0.21195729023288148,0.15619047619047619,0.22262773722627738,0,6,0.0,-0.1755439641666332,-0.15793201340237584
MGC,0900,E1,2,2.0,short_fast30,2441,621,56.45454545454545,-0.4026083735909823,-0.4540459340659341,0.05143756047495179,0.2962962962962963,0.28626373626373625,2,6,0.3333333333333333,0.03323558562874246,-0.08814849452554743
M6E,1100,E1,1,1.0,fast30_and_q40,1292,831,138.5,-0.4026385078219013,-0.5357342733188719,0.1330957654969706,0.4753309265944645,0.210412147505423,3,5,0.6,0.15844712495377067,-0.0014810159727677297
MES,US_EQUITY_OPEN,E1,4,4.0,fast_le_30,1189,1035,129.375,-0.4026770048309179,-0.6040707792207792,0.20139377438986134,0.1285024154589372,0.09090909090909091,0,0,,,
M6E,US_POST_EQUITY,E1,3,2.5,fast30_and_q40,904,514,85.66666666666667,-0.40269747081712065,-0.34069641025641023,-0.06200106056071042,0.21206225680933852,0.2717948717948718,2,5,0.4,,
M2K,US_POST_EQUITY,E1,3,3.0,size_q40_plus,854,492,82.0,-0.4027044715447155,-0.2190709944751381,-0.18363347706957742,0.16056910569105692,0.22375690607734808,1,5,0.2,,
MES,CME_OPEN,E1,1,3.0,long_fast30,743,293,36.625,-0.40281877133105803,-0.30210311111111116,-0.10071566021994688,0.17747440273037543,0.20666666666666667,2,6,0.3333333333333333,,
M2K,0030,E1,4,3.0,size_q40_plus,867,498,83.0,-0.4029736947791165,-0.33297750677506777,-0.06999618800404872,0.1606425702811245,0.19241192411924118,1,5,0.2,,
M6E,1100,E1,2,3.0,long_q60,1285,241,40.166666666666664,-0.403245643153527,-0.4524218390804598,0.049176195926932786,0.22406639004149378,0.24233716475095785,3,5,0.6,0.044557597113851766,0.07612304123711339
M6E,0030,E1,1,3.0,fast30_and_q60,1152,495,82.5,-0.40328060606060606,-0.46669999999999995,0.06341939393939389,0.1919191919191919,0.2085235920852359,3,5,0.6,0.08443917695989289,-0.04636604609929079
MES,US_POST_EQUITY,E1,3,4.0,fast30_and_q40,1300,732,91.5,-0.40354535519125684,-0.27106989436619716,-0.13247546082505968,0.12704918032786885,0.17077464788732394,2,6,0.3333333333333333,,
M6E,0030,E1,1,3.0,size_q60_plus,1152,501,83.5,-0.4036085828343313,-0.46703210445468507,0.06342352162035375,0.19161676646706588,0.20890937019969277,3,5,0.6,0.09228436782688532,-0.07491805220443082
M6E,US_POST_EQUITY,E1,5,2.5,size_q60_plus,830,317,52.833333333333336,-0.403711356466877,-0.3475734892787525,-0.056137867188124524,0.20504731861198738,0.2553606237816764,2,5,0.4,,
M6E,1100,E0,1,4.0,long_fast30,1113,535,89.16666666666667,-0.4037583177570093,-0.3430588235294118,-0.06069949422759752,0.2411214953271028,0.2629757785467128,2,5,0.4,-0.03586915349143599,-0.11355997706422011
M6E,US_POST_EQUITY,E1,3,2.5,size_q40_plus,904,524,87.33333333333333,-0.4039421755725191,-0.3373484210526316,-0.06659375451988753,0.21183206106870228,0.2736842105263158,2,5,0.4,,
M6E,US_POST_EQUITY,E1,5,2.5,long_fast30,830,406,67.66666666666667,-0.4039714285714286,-0.3355408018867925,-0.06843062668463612,0.22167487684729065,0.25,2,5,0.4,,
M6E,1100,E1,4,4.0,short_fast30,1260,635,105.83333333333333,-0.40400188976377954,-0.42919328000000007,0.025191390236220523,0.19370078740157481,0.1872,3,5,0.6,0.01255462439130689,0.044285373975409825
MGC,2300,E1,4,4.0,size_q60_plus,1919,733,66.63636363636364,-0.40425566166439286,-0.5111676222596965,0.10691196059530361,0.14051841746248295,0.14249578414839797,4,7,0.5714285714285714,0.06282419251806592,0.28451978653530374
M6E,1100,E1,1,4.0,fast30_and_q40,1289,828,138.0,-0.4043136473429952,-0.5432383947939263,0.13892474745093114,0.19444444444444445,0.19956616052060738,4,5,0.8,0.17567087831000172,-0.0021329473684210676
MGC,2300,E1,4,4.0,fast_le_30,1919,1152,104.72727272727273,-0.40455164930555554,-0.5691273794002608,0.16457573009470527,0.14756944444444445,0.13298565840938723,0,0,,0.15444692359462997,
MGC,2300,E1,1,4.0,long_fast30,2330,714,64.9090909090909,-0.4045549019607843,-0.4034324876237623,-0.001122414337021982,0.15266106442577032,0.16955445544554457,0,6,0.0,0.010518958570124248,-0.17425292245370377
M6E,US_DATA_OPEN,E1,5,3.0,short_fast30,884,412,68.66666666666667,-0.40456334951456313,-0.46327076271186435,0.05870741319730122,0.20388349514563106,0.18008474576271186,3,5,0.6,,
MGC,CME_OPEN,E1,3,2.5,fast_le_30,977,574,52.18181818181818,-0.4050090592334495,-0.4895344913151365,0.084525432081687,0.23693379790940766,0.23573200992555832,0,0,,,
M6E,0030,E1,2,2.5,long_fast30,1094,565,94.16666666666667,-0.40506230088495576,-0.3538555765595463,-0.05120672432540946,0.23893805309734514,0.2589792060491493,1,5,0.2,-0.053502179015186446,-0.06610424739761434
M6E,1000,E0,1,4.0,short_fast30,1118,547,91.16666666666667,-0.4056393053016454,-0.28397898423817863,-0.12166032106346675,0.21206581352833637,0.2469352014010508,3,5,0.6,-0.025235480332746918,-0.47839961009174314
M6E,1000,E1,3,4.0,short_fast30,778,379,63.166666666666664,-0.40566226912928754,-0.26306416040100256,-0.142598108728285,0.158311345646438,0.19799498746867167,2,5,0.4,,
M6E,1100,E1,4,1.5,long_fast30,1269,600,100.0,-0.4058835,-0.37157713004484305,-0.03430636995515696,0.38333333333333336,0.3976083707025411,2,5,0.4,-0.03184024470158847,-0.02172881953183986
M6E,1100,E1,3,2.5,long_q60,1276,238,39.666666666666664,-0.4058920168067227,-0.43146059730250486,0.025568580495782145,0.24789915966386555,0.27552986512524086,3,5,0.6,0.007853039076909873,0.08049297927461141
M2K,0900,E1,5,1.5,long_fast30,1212,567,94.5,-0.40596208112874776,-0.25054542635658916,-0.1554166547721586,0.30864197530864196,0.3953488372093023,0,5,0.0,-0.16875142715505875,-0.18189742015589425
M2K,CME_OPEN,E1,1,4.0,size_q40_plus,520,309,51.5,-0.40613754045307443,-0.6229450236966824,0.21680748324360793,0.13915857605177995,0.10426540284360189,4,5,0.8,,
M6E,US_DATA_OPEN,E1,4,2.5,long_fast30,944,480,80.0,-0.406138125,-0.3449849137931035,-0.06115321120689654,0.22916666666666666,0.2521551724137931,0,5,0.0,-0.041692759051186024,-0.06067471571906355
M2K,0900,E1,3,1.5,long_fast30,1221,570,95.0,-0.4061542105263158,-0.32101536098310296,-0.08513884954321282,0.3192982456140351,0.3655913978494624,0,5,0.0,-0.06569731607142854,-0.18757572282457602
M6E,1000,E1,1,1.5,short_fast30,1291,625,104.16666666666667,-0.40627968000000003,-0.42503243243243244,0.018752752432432407,0.3504,0.3228228228228228,3,5,0.6,0.061019734748224363,-0.11296390243902438
M6E,0030,E1,1,3.0,long_q60,1152,266,44.333333333333336,-0.40635977443609017,-0.44938386004514674,0.04302408560905657,0.19172932330827067,0.20428893905191872,3,5,0.6,0.03583684645810847,0.026872779194288654
M6E,1100,E1,5,4.0,size_q40_plus,1246,823,137.16666666666666,-0.4064748481166464,-0.5083475177304965,0.10187266961385005,0.17739975698663427,0.18912529550827423,3,5,0.6,0.16148329815879486,-0.17711
MGC,CME_OPEN,E1,1,3.0,size_q40_plus,1139,695,63.18181818181818,-0.40647553956834537,-0.7294421171171172,0.3229665775487718,0.20287769784172663,0.13963963963963963,8,8,1.0,,
M6E,US_POST_EQUITY,E1,5,3.0,short_fast30,776,387,64.5,-0.40656666666666663,-0.5273002570694088,0.12073359040274212,0.19638242894056848,0.15681233933161953,3,5,0.6,,
MGC,0900,E0,1,4.0,short_fast30,2223,559,50.81818181818182,-0.40678944543828266,-0.4204001802884616,0.01361073485017894,0.2075134168157424,0.21213942307692307,0,6,0.0,-0.0010654327841187472,-0.13450080045740423
M2K,US_EQUITY_OPEN,E1,2,2.5,fast30_and_q60,840,321,53.5,-0.4067947040498442,-0.20230211946050097,-0.20449258458934322,0.17757009345794392,0.2466281310211946,0,5,0.0,,
MES,US_EQUITY_OPEN,E1,3,3.0,size_q60_plus,1347,542,67.75,-0.4072861623616236,-0.1828801242236025,-0.22440603813802112,0.15498154981549817,0.2248447204968944,0,6,0.0,-0.21316348184393513,-0.1843408295852073
M2K,CME_OPEN,E1,1,3.0,short_fast30,525,258,43.0,-0.40739302325581395,-0.5046812734082398,0.09728825015242581,0.1821705426356589,0.15355805243445692,3,5,0.6,,
M6E,US_DATA_OPEN,E0,1,4.0,size_q60_plus,1026,407,67.83333333333333,-0.4074911547911548,-0.3966638126009693,-0.010827342190185496,0.15233415233415235,0.20678513731825526,2,5,0.4,0.007490832787665935,-0.04484243994817111
M6E,US_DATA_OPEN,E1,1,3.0,size_q40_plus,1061,634,105.66666666666667,-0.4076588328075709,-0.5006587822014051,0.09299994939383421,0.19242902208201892,0.2107728337236534,2,5,0.4,0.14488509776048675,-0.06782289167575423
M6E,1100,E1,1,4.0,size_q40_plus,1289,856,142.66666666666666,-0.4077086448598131,-0.5455103926096998,0.13780174774988668,0.1927570093457944,0.20323325635103925,5,5,1.0,0.17714382260947276,0.00886687607081671
M2K,0900,E1,2,4.0,long_q60,1218,239,39.833333333333336,-0.40774142259414226,-0.430708886618999,0.02296746402485672,0.14225941422594143,0.16547497446373852,1,5,0.2,0.06236132867132871,-0.024683506251662657
MGC,0900,E1,1,2.5,fast_le_30,2466,1399,127.18181818181819,-0.4077507505360972,-0.5753799437675727,0.16762919323147552,0.26590421729807007,0.22211808809746955,0,1,0.0,0.1002419381043102,
MES,US_POST_EQUITY,E1,2,4.0,long_fast30,1401,591,73.875,-0.40781184433164125,-0.21640259259259256,-0.19140925173904869,0.1319796954314721,0.17530864197530865,0,6,0.0,-0.15099954566223822,-0.16525890083632017
M6E,1000,E1,2,2.0,short_fast30,986,479,79.83333333333333,-0.40793256784968684,-0.37696666666666667,-0.030965901183020172,0.2839248434237996,0.28205128205128205,3,5,0.6,0.036113961374023396,-0.2295099852724595
M2K,0030,E1,4,2.0,long_q60,967,177,29.5,-0.40793728813559327,-0.19262177215189874,-0.21531551598369453,0.20903954802259886,0.29873417721518986,1,5,0.2,,-0.18026388185654013
MES,US_DATA_OPEN,E1,1,4.0,short_q60,1649,308,38.5,-0.4079662337662338,-0.2362716629381059,-0.17169457082812792,0.12987012987012986,0.18866517524235646,2,6,0.3333333333333333,-0.2457127109053873,0.21930659340659348
M6E,0030,E1,3,2.5,fast30_and_q40,1018,608,101.33333333333333,-0.4079870065789474,-0.4496448780487805,0.04165787146983313,0.21710526315789475,0.23902439024390243,2,5,0.4,0.07017930694290297,-0.07980452091767876
M2K,1100,E1,3,4.0,short_fast30,1276,637,106.16666666666667,-0.40801271585557297,-0.19187965571205007,-0.2161330601435229,0.1664050235478807,0.2269170579029734,1,5,0.2,-0.219571718884737,-0.16805393700787397
MES,CME_CLOSE,E1,3,2.0,fast30_and_q60,518,203,25.375,-0.40820443349753693,-0.4217825396825396,0.013578106185002659,0.21182266009852216,0.22857142857142856,2,4,0.5,,
MES,US_EQUITY_OPEN,E1,4,4.0,fast30_and_q40,1189,679,84.875,-0.4083134020618557,-0.4559858823529412,0.047672480291085506,0.1251840942562592,0.12156862745098039,2,5,0.4,,
M6E,1000,E1,1,2.0,short_fast30,1290,624,104.0,-0.40855865384615386,-0.40597057057057057,-0.002588083275583297,0.296474358974359,0.2882882882882883,2,5,0.4,0.06107157003750746,-0.1976046414270113
M6E,US_DATA_OPEN,E1,5,2.5,long_q60,911,187,31.166666666666668,-0.408575935828877,-0.3522625690607735,-0.0563133667681035,0.20320855614973263,0.2569060773480663,2,5,0.4,,0.10227427898103464
MES,US_DATA_OPEN,E1,5,4.0,size_q60_plus,1480,558,69.75,-0.4086163082437276,-0.20483177874186553,-0.20378452950186204,0.12724014336917563,0.19305856832971802,1,6,0.16666666666666666,-0.2568981858032037,0.16791899999999993
MES,US_DATA_OPEN,E1,2,4.0,size_q60_plus,1602,622,77.75,-0.4086308681672026,-0.18599244897959186,-0.22263841918761076,0.12861736334405144,0.20204081632653062,1,6,0.16666666666666666,-0.2658995037762937,0.0923307806401249
MGC,0900,E1,2,2.5,short_fast30,2438,621,56.45454545454545,-0.4087561996779388,-0.46154276279581735,0.05278656311787855,0.26247987117552335,0.25591634562465604,1,6,0.16666666666666666,0.05211167306538694,-0.2083559893117831
MGC,2300,E1,5,3.0,long_fast30,1928,606,55.09090909090909,-0.4089148514851485,-0.38270446293494703,-0.02621038855020147,0.18316831683168316,0.2087745839636914,2,6,0.3333333333333333,0.03273034138357511,-0.16649127816627815
MGC,US_POST_EQUITY,E1,1,3.0,short_q60,1156,214,30.571428571428573,-0.4092420560747663,-0.330414118895966,-0.07882793717880032,0.16822429906542055,0.21125265392781317,2,5,0.4,,
MGC,0900,E1,1,2.0,fast_le_30,2469,1402,127.45454545454545,-0.4092497146932953,-0.5836858481724461,0.17443613347915077,0.29885877318116977,0.21836925960637302,1,1,1.0,0.11136308634497616,
M2K,0900,E1,2,2.0,long_fast30,1225,571,95.16666666666667,-0.40925639229422067,-0.3166590214067278,-0.09259737088749287,0.27495621716287216,0.3119266055045872,1,5,0.2,-0.07124470925112081,-0.2330971097468441
MGC,CME_OPEN,E0,1,3.0,fast_le_30,1089,649,59.0,-0.40931510015408323,-0.5360343181818181,0.1267192180277349,0.22033898305084745,0.21136363636363636,0,0,,,
M6E,US_POST_EQUITY,E1,5,2.5,size_q40_plus,830,481,80.16666666666667,-0.40946320166320166,-0.31326618911174786,-0.0961970125514538,0.2079002079002079,0.27507163323782235,1,5,0.2,,
M6E,1100,E1,5,1.5,long_fast30,1259,598,99.66666666666667,-0.4097640468227425,-0.3549948562783661,-0.0547691905443764,0.3762541806020067,0.405446293494705,2,5,0.4,-0.052161826553397184,-0.04074356911096688
