label,n,avg_r,wr,total_r,sharpe,median_mfe,mfe_gte_0.5R,mfe_gte_1.0R,mfe_gte_1.5R,mfe_gte_2.0R,mfe_gte_2.5R,mfe_gte_3.0R,instrument,session,lookback,test,threshold
EXPAND>=1.5x (N=121),121,-0.3845355371900826,0.09090909090909091,-46.5288,-0.3190075153971676,0.4376,0.4628099173553719,0.3140495867768595,0.23140495867768596,0.18181818181818182,0.14049586776859505,0.09917355371900827,MES,0900,10,expansion_ratio,>=1.5
CONTRACT<1.5x (N=356),356,-0.178460393258427,0.17134831460674158,-63.53190000000001,-0.12597935900555987,0.41455,0.4747191011235955,0.3258426966292135,0.2640449438202247,0.21910112359550563,0.1797752808988764,0.1404494382022472,MES,0900,10,expansion_ratio,<1.5
EXPAND>=2.0x (N=62),62,-0.4715935483870968,0.06451612903225806,-29.2388,-0.42012680985934114,0.39744999999999997,0.4838709677419355,0.3548387096774194,0.24193548387096775,0.1774193548387097,0.14516129032258066,0.08064516129032258,MES,0900,10,expansion_ratio,>=2.0
CONTRACT<2.0x (N=415),415,-0.19475156626506024,0.163855421686747,-80.8219,-0.13924660410471995,0.4232,0.46987951807228917,0.3180722891566265,0.25783132530120484,0.21445783132530122,0.17349397590361446,0.13734939759036144,MES,0900,10,expansion_ratio,<2.0
EXPAND>=3.0x (N=19),19,-0.4808578947368421,0.05263157894736842,-9.1363,-0.46327084955642955,0.5485,0.5263157894736842,0.3684210526315789,0.3157894736842105,0.21052631578947367,0.15789473684210525,0.05263157894736842,MES,0900,10,expansion_ratio,>=3.0
CONTRACT<3.0x (N=458),458,-0.22035895196506552,0.15502183406113537,-100.9244,-0.15966975081136678,0.4222,0.46943231441048033,0.32096069868995636,0.25327510917030566,0.2096069868995633,0.1703056768558952,0.1331877729257642,MES,0900,10,expansion_ratio,<3.0
"r(expansion,pnl)=-0.037 p=0.4201 | r(expansion,mfe)=-0.005 p=0.9211",477,-0.0370016546024945,0.42007901366910005,,,-0.00454619434840145,,,,,,,MES,0900,10,expansion_ratio_correlation,continuous
POST-NR10 (N=70),70,-0.34366857142857143,0.15714285714285714,-24.0568,-0.2754304247182109,0.5639000000000001,0.6,0.32857142857142857,0.24285714285714285,0.18571428571428572,0.15714285714285714,0.08571428571428572,MES,0900,10,post_nr,post_nr=True
NOT-NR10 (N=417),417,-0.2054095923261391,0.1510791366906475,-85.6558,-0.14754775528660755,0.3849,0.44844124700239807,0.3213429256594724,0.2565947242206235,0.21342925659472423,0.17266187050359713,0.13908872901678657,MES,0900,10,post_nr,post_nr=False
pnl t=-0.84 p=0.4040 | mfe t=-0.23 p=0.8222,70,-0.13825897910243234,,,,,,,,,,,MES,0900,10,post_nr_significance,t-test
"r(expansion_ratio, abs_size)=0.615 p=0.0000",477,0.6149962174419366,,,,,,,,,,,MES,0900,10,confound_check,ratio_vs_abs_size
SIZE=small (0.0-2.0pt): expanding=-0.451R(N=74) contracting=-0.323R(N=72) diff=-0.127R p=0.5221,146,-0.127482957957958,0.5220879773457061,,,-0.01709939939939953,,,,,,,MES,0900,10,expansion_within_size_band,small
SIZE=medium (2.0-4.2pt): expanding=-0.387R(N=87) contracting=-0.017R(N=85) diff=-0.370R p=0.0838,172,-0.3704405544286679,0.08376399506033805,,,-0.3651343475321165,,,,,,,MES,0900,10,expansion_within_size_band,medium
SIZE=large (4.2-30.0pt): expanding=-0.219R(N=80) contracting=-0.010R(N=79) diff=-0.208R p=0.3770,159,-0.20823006329113922,0.37697062020020855,,,-0.17663632911392368,,,,,,,MES,0900,10,expansion_within_size_band,large
ALL (N=511),511,-0.1519536203522505,0.17416829745596868,-77.6483,-0.09885679614598468,0.6158,0.5499021526418787,0.40117416829745595,0.32093933463796476,0.2563600782778865,0.22504892367906065,0.1761252446183953,MES,1000,5,expansion_ratio,ALL
EXPAND>=1.0x (N=280),280,-0.01912892857142859,0.19642857142857142,-5.356100000000005,-0.011662322090782547,0.7298,0.55,0.4357142857142857,0.3392857142857143,0.2857142857142857,0.2571428571428571,0.21785714285714286,MES,1000,5,expansion_ratio,>=1.0
CONTRACT<1.0x (N=231),231,-0.3129532467532468,0.1471861471861472,-72.29220000000001,-0.2259587252107379,0.5716,0.5497835497835498,0.3593073593073593,0.2987012987012987,0.22077922077922077,0.18614718614718614,0.12554112554112554,MES,1000,5,expansion_ratio,<1.0
EXPAND>=1.25x (N=174),174,-0.05925919540229885,0.1781609195402299,-10.3111,-0.03656493512708953,0.7011000000000001,0.5344827586206896,0.41954022988505746,0.3160919540229885,0.26436781609195403,0.23563218390804597,0.21839080459770116,MES,1000,5,expansion_ratio,>=1.25
CONTRACT<1.25x (N=337),337,-0.19981364985163202,0.17210682492581603,-67.3372,-0.1341134655943548,0.6005,0.5578635014836796,0.3916913946587537,0.32344213649851633,0.2522255192878338,0.2195845697329377,0.1543026706231454,MES,1000,5,expansion_ratio,<1.25
EXPAND>=1.5x (N=112),112,-0.09297321428571426,0.16071428571428573,-10.412999999999997,-0.05896261008588836,0.48525,0.49107142857142855,0.41964285714285715,0.30357142857142855,0.25,0.22321428571428573,0.19642857142857142,MES,1000,5,expansion_ratio,>=1.5
CONTRACT<1.5x (N=399),399,-0.1685095238095238,0.17794486215538846,-67.2353,-0.11047147871598059,0.6158,0.5664160401002506,0.39598997493734334,0.3258145363408521,0.2581453634085213,0.22556390977443608,0.17042606516290726,MES,1000,5,expansion_ratio,<1.5
EXPAND>=2.0x (N=63),63,-0.2483460317460317,0.12698412698412698,-15.645799999999998,-0.1710778948645159,0.8224,0.5396825396825397,0.47619047619047616,0.31746031746031744,0.23809523809523808,0.20634920634920634,0.19047619047619047,MES,1000,5,expansion_ratio,>=2.0
CONTRACT<2.0x (N=448),448,-0.1383984375,0.18080357142857142,-62.0025,-0.08938930933980968,0.6144499999999999,0.5513392857142857,0.390625,0.32142857142857145,0.25892857142857145,0.22767857142857142,0.17410714285714285,MES,1000,5,expansion_ratio,<2.0
EXPAND>=3.0x (N=20),20,-0.523525,0.05,-10.4705,-0.518767173018453,0.7724,0.55,0.45,0.15,0.15,0.15,0.15,MES,1000,5,expansion_ratio,>=3.0
CONTRACT<3.0x (N=491),491,-0.13681832993890022,0.17922606924643583,-67.1778,-0.0881030791113311,0.6158,0.5498981670061099,0.39918533604887985,0.32790224032586557,0.2606924643584521,0.22810590631364563,0.17718940936863545,MES,1000,5,expansion_ratio,<3.0
"r(expansion,pnl)=-0.003 p=0.9408 | r(expansion,mfe)=0.014 p=0.7437",511,-0.003291059438667538,0.9408405622442841,,,0.014497723692544283,,,,,,,MES,1000,5,expansion_ratio_correlation,continuous
POST-NR5 (N=118),118,-0.13100338983050847,0.17796610169491525,-15.4584,-0.08577327470073183,0.69075,0.5847457627118644,0.4322033898305085,0.3305084745762712,0.288135593220339,0.2288135593220339,0.1694915254237288,MES,1000,5,post_nr,post_nr=True
NOT-NR5 (N=398),398,-0.16881884422110555,0.1708542713567839,-67.18990000000001,-0.11011279841323023,0.6158,0.542713567839196,0.3944723618090452,0.31909547738693467,0.24874371859296482,0.22110552763819097,0.17587939698492464,MES,1000,5,post_nr,post_nr=False
pnl t=0.24 p=0.8143 | mfe t=0.53 p=0.5987,118,0.03781545439059708,,,,,,,,,,,MES,1000,5,post_nr_significance,t-test
"r(expansion_ratio, abs_size)=0.674 p=0.0000",511,0.674099372221676,,,,,,,,,,,MES,1000,5,confound_check,ratio_vs_abs_size
SIZE=small (0.0-2.2pt): expanding=-0.317R(N=69) contracting=-0.511R(N=68) diff=+0.194R p=0.3718,137,0.1936624893435634,0.37182120023439047,,,0.216711061381074,,,,,,,MES,1000,5,expansion_within_size_band,small
SIZE=medium (2.2-4.0pt): expanding=-0.089R(N=111) contracting=-0.270R(N=93) diff=+0.181R p=0.3919,204,0.18084527753560015,0.39191992025181954,,,0.022961348445219354,,,,,,,MES,1000,5,expansion_within_size_band,medium
SIZE=large (4.0-59.8pt): expanding=-0.075R(N=87) contracting=0.246R(N=83) diff=-0.321R p=0.2296,170,-0.32112628444813734,0.22963663217440694,,,-0.25965778977980847,,,,,,,MES,1000,5,expansion_within_size_band,large
ALL (N=509),509,-0.14862141453831043,0.17485265225933203,-75.6483,-0.09655731514391104,0.6158,0.5481335952848723,0.40078585461689586,0.32023575638506874,0.25736738703339884,0.22593320235756384,0.17681728880157171,MES,1000,7,expansion_ratio,ALL
EXPAND>=1.0x (N=278),278,0.0032633093525179587,0.19784172661870503,0.9071999999999925,0.0019686794300683083,0.7298,0.5539568345323741,0.4460431654676259,0.3489208633093525,0.29136690647482016,0.2589928057553957,0.22302158273381295,MES,1000,7,expansion_ratio,>=1.0
CONTRACT<1.0x (N=231),231,-0.3314090909090909,0.1471861471861472,-76.5555,-0.24349728065978282,0.5459,0.5411255411255411,0.3463203463203463,0.2857142857142857,0.21645021645021645,0.18614718614718614,0.12121212121212122,MES,1000,7,expansion_ratio,<1.0
EXPAND>=1.25x (N=171),171,-0.05413801169590646,0.17543859649122806,-9.257600000000004,-0.03341451608172873,0.6878,0.52046783625731,0.4327485380116959,0.3216374269005848,0.27485380116959063,0.23976608187134502,0.2222222222222222,MES,1000,7,expansion_ratio,>=1.25
CONTRACT<1.25x (N=338),338,-0.1964221893491124,0.17455621301775148,-66.3907,-0.13144877390422388,0.6144499999999999,0.5621301775147929,0.38461538461538464,0.31952662721893493,0.2485207100591716,0.21893491124260356,0.15384615384615385,MES,1000,7,expansion_ratio,<1.25
EXPAND>=1.5x (N=116),116,-0.057114655172413806,0.1724137931034483,-6.625300000000001,-0.03523194193073965,0.48525,0.49137931034482757,0.4224137931034483,0.3017241379310345,0.25862068965517243,0.2413793103448276,0.21551724137931033,MES,1000,7,expansion_ratio,>=1.5
CONTRACT<1.5x (N=393),393,-0.17563104325699744,0.17557251908396945,-69.023,-0.11607165386216454,0.6158,0.5648854961832062,0.3944020356234097,0.3256997455470738,0.25699745547073793,0.22137404580152673,0.16539440203562342,MES,1000,7,expansion_ratio,<1.5
EXPAND>=2.0x (N=63),63,-0.17176031746031742,0.14285714285714285,-10.820899999999998,-0.11279837232915826,0.4903,0.49206349206349204,0.42857142857142855,0.30158730158730157,0.25396825396825395,0.23809523809523808,0.2222222222222222,MES,1000,7,expansion_ratio,>=2.0
CONTRACT<2.0x (N=446),446,-0.1453529147982063,0.17937219730941703,-64.82740000000001,-0.09429375393266566,0.6158,0.5560538116591929,0.3968609865470852,0.32286995515695066,0.257847533632287,0.2242152466367713,0.17040358744394618,MES,1000,7,expansion_ratio,<2.0
EXPAND>=3.0x (N=19),19,-0.7288473684210527,0.0,-13.8481,-2.3610061773295388,0.4903,0.47368421052631576,0.47368421052631576,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.15789473684210525,MES,1000,7,expansion_ratio,>=3.0
CONTRACT<3.0x (N=490),490,-0.12612285714285715,0.1816326530612245,-61.800200000000004,-0.08067976976340162,0.6158,0.5510204081632653,0.3979591836734694,0.32653061224489793,0.2612244897959184,0.22857142857142856,0.17755102040816326,MES,1000,7,expansion_ratio,<3.0
"r(expansion,pnl)=0.002 p=0.9623 | r(expansion,mfe)=0.018 p=0.6838",509,0.002100877372418125,0.9622888926330355,,,0.018093703994671532,,,,,,,MES,1000,7,expansion_ratio_correlation,continuous
POST-NR7 (N=90),90,-0.2577022222222223,0.14444444444444443,-23.193200000000004,-0.18166043105271837,0.5779000000000001,0.5777777777777777,0.4222222222222222,0.32222222222222224,0.26666666666666666,0.18888888888888888,0.12222222222222222,MES,1000,7,post_nr,post_nr=True
NOT-NR7 (N=426),426,-0.13956596244131458,0.1784037558685446,-59.45510000000001,-0.0898110355865301,0.6333,0.5469483568075117,0.39906103286384975,0.3215962441314554,0.25586854460093894,0.2300469483568075,0.18544600938967137,MES,1000,7,post_nr,post_nr=False
pnl t=-0.70 p=0.4837 | mfe t=-0.52 p=0.6051,90,-0.1181362597809077,,,,,,,,,,,MES,1000,7,post_nr_significance,t-test
"r(expansion_ratio, abs_size)=0.725 p=0.0000",509,0.7249183118323287,,,,,,,,,,,MES,1000,7,confound_check,ratio_vs_abs_size
SIZE=small (0.0-2.2pt): expanding=-0.304R(N=69) contracting=-0.509R(N=66) diff=+0.204R p=0.3514,135,0.2042376152832674,0.3514340841473532,,,0.23343083003952536,,,,,,,MES,1000,7,expansion_within_size_band,small
SIZE=medium (2.2-4.0pt): expanding=-0.069R(N=110) contracting=-0.291R(N=94) diff=+0.222R p=0.2935,204,0.22151651837524178,0.29347364639143103,,,0.03434897485493238,,,,,,,MES,1000,7,expansion_within_size_band,medium
SIZE=large (4.0-59.8pt): expanding=-0.129R(N=85) contracting=0.293R(N=85) diff=-0.422R p=0.1128,170,-0.4216529411764707,0.1128455984727717,,,-0.2751635294117645,,,,,,,MES,1000,7,expansion_within_size_band,large
ALL (N=506),506,-0.15321185770750992,0.17391304347826086,-77.52520000000001,-0.09979713840050898,0.6144499999999999,0.5454545454545454,0.39920948616600793,0.3201581027667984,0.25691699604743085,0.22529644268774704,0.17588932806324112,MES,1000,10,expansion_ratio,ALL
EXPAND>=1.0x (N=262),262,-0.026241984732824433,0.19083969465648856,-6.875400000000002,-0.015952169611835165,0.65185,0.5305343511450382,0.42748091603053434,0.33969465648854963,0.2862595419847328,0.2480916030534351,0.21374045801526717,MES,1000,10,expansion_ratio,>=1.0
CONTRACT<1.0x (N=244),244,-0.2895483606557377,0.1557377049180328,-70.6498,-0.20755980365218885,0.57565,0.5614754098360656,0.36885245901639346,0.29918032786885246,0.22540983606557377,0.20081967213114754,0.13524590163934427,MES,1000,10,expansion_ratio,<1.0
EXPAND>=1.25x (N=173),173,-0.0621156069364162,0.17341040462427745,-10.746000000000002,-0.03847052262246294,0.6669,0.5260115606936416,0.43352601156069365,0.32947976878612717,0.2774566473988439,0.23699421965317918,0.21965317919075145,MES,1000,10,expansion_ratio,>=1.25
CONTRACT<1.25x (N=333),333,-0.20053813813813814,0.17417417417417416,-66.7792,-0.13457828997440038,0.6003,0.5555555555555556,0.3813813813813814,0.3153153153153153,0.24624624624624625,0.21921921921921922,0.15315315315315314,MES,1000,10,expansion_ratio,<1.25
EXPAND>=1.5x (N=124),124,-0.15998951612903228,0.14516129032258066,-19.838700000000003,-0.10523832902057247,0.4784,0.47580645161290325,0.41935483870967744,0.29838709677419356,0.25,0.21774193548387097,0.1935483870967742,MES,1000,10,expansion_ratio,>=1.5
CONTRACT<1.5x (N=382),382,-0.15101178010471203,0.18324607329842932,-57.686499999999995,-0.09805603646461641,0.6158,0.5680628272251309,0.39267015706806285,0.32722513089005234,0.2591623036649215,0.22774869109947643,0.17015706806282724,MES,1000,10,expansion_ratio,<1.5
EXPAND>=2.0x (N=65),65,-0.0425938461538462,0.16923076923076924,-2.768600000000003,-0.026143449057465826,0.8224,0.5384615384615384,0.46153846153846156,0.3076923076923077,0.26153846153846155,0.24615384615384617,0.23076923076923078,MES,1000,10,expansion_ratio,>=2.0
CONTRACT<2.0x (N=441),441,-0.16951609977324264,0.1746031746031746,-74.7566,-0.11150863890514838,0.6003,0.546485260770975,0.3900226757369615,0.3219954648526077,0.2562358276643991,0.2222222222222222,0.16780045351473924,MES,1000,10,expansion_ratio,<2.0
EXPAND>=3.0x (N=18),18,-0.7628444444444445,0.0,-13.731200000000001,-2.3749462786498796,0.76985,0.5,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,MES,1000,10,expansion_ratio,>=3.0
CONTRACT<3.0x (N=488),488,-0.13072540983606556,0.18032786885245902,-63.794,-0.08393197028038164,0.6144499999999999,0.5471311475409836,0.39549180327868855,0.32581967213114754,0.26024590163934425,0.22745901639344263,0.1762295081967213,MES,1000,10,expansion_ratio,<3.0
"r(expansion,pnl)=0.001 p=0.9776 | r(expansion,mfe)=0.020 p=0.6487",506,0.001250043603840162,0.9776226686703625,,,0.02029852754298917,,,,,,,MES,1000,10,expansion_ratio_correlation,continuous
POST-NR10 (N=67),67,-0.24013880597014922,0.14925373134328357,-16.089299999999998,-0.17036507676806031,0.5628,0.5522388059701493,0.40298507462686567,0.31343283582089554,0.26865671641791045,0.19402985074626866,0.11940298507462686,MES,1000,10,post_nr,post_nr=True
NOT-NR10 (N=449),449,-0.14823830734966595,0.1759465478841871,-66.55900000000001,-0.09570113002337731,0.6503,0.5523385300668151,0.40311804008908686,0.32293986636971045,0.2561247216035635,0.22717149220489977,0.18262806236080179,MES,1000,10,post_nr,post_nr=False
pnl t=-0.49 p=0.6267 | mfe t=-0.64 p=0.5252,67,-0.09190049862048327,,,,,,,,,,,MES,1000,10,post_nr_significance,t-test
"r(expansion_ratio, abs_size)=0.762 p=0.0000",506,0.761789475535342,,,,,,,,,,,MES,1000,10,confound_check,ratio_vs_abs_size
SIZE=small (0.0-2.2pt): expanding=-0.319R(N=76) contracting=-0.514R(N=58) diff=+0.195R p=0.3714,134,0.19548833938294002,0.3714340111031914,,,0.30121692377495457,,,,,,,MES,1000,10,expansion_within_size_band,small
SIZE=medium (2.2-4.0pt): expanding=-0.118R(N=103) contracting=-0.218R(N=100) diff=+0.101R p=0.6368,203,0.10057193203883494,0.6368149046519609,,,-0.0026395048543685906,,,,,,,MES,1000,10,expansion_within_size_band,medium
SIZE=large (4.0-59.8pt): expanding=-0.161R(N=85) contracting=0.288R(N=84) diff=-0.450R p=0.0893,169,-0.4498948599439776,0.089314902529313,,,-0.34318588235294145,,,,,,,MES,1000,10,expansion_within_size_band,large
ALL (N=434),434,-0.10743940092165899,0.19815668202764977,-46.6287,-0.05975892300216441,0.77995,0.6267281105990783,0.4377880184331797,0.3387096774193548,0.2672811059907834,0.22580645161290322,0.2119815668202765,MES,0030,5,expansion_ratio,ALL
EXPAND>=1.0x (N=217),217,-0.1113258064516129,0.1935483870967742,-24.1577,-0.06133927297560829,0.8849,0.6221198156682027,0.4608294930875576,0.35944700460829493,0.2764976958525346,0.2350230414746544,0.22119815668202766,MES,0030,5,expansion_ratio,>=1.0
CONTRACT<1.0x (N=217),217,-0.10355299539170505,0.20276497695852536,-22.470999999999997,-0.05815393324411323,0.737,0.631336405529954,0.4147465437788018,0.31797235023041476,0.25806451612903225,0.21658986175115208,0.20276497695852536,MES,0030,5,expansion_ratio,<1.0
EXPAND>=1.25x (N=142),142,-0.18555774647887324,0.176056338028169,-26.3492,-0.10527274683389452,0.8628,0.6126760563380281,0.45774647887323944,0.3591549295774648,0.24647887323943662,0.2112676056338028,0.19718309859154928,MES,0030,5,expansion_ratio,>=1.25
CONTRACT<1.25x (N=292),292,-0.06945034246575345,0.2089041095890411,-20.279500000000006,-0.03829511992406652,0.75395,0.6335616438356164,0.4280821917808219,0.3287671232876712,0.2773972602739726,0.2328767123287671,0.2191780821917808,MES,0030,5,expansion_ratio,<1.25
EXPAND>=1.5x (N=88),88,-0.2576227272727273,0.1590909090909091,-22.6708,-0.1509109671651768,0.86955,0.6136363636363636,0.4659090909090909,0.3409090909090909,0.25,0.20454545454545456,0.19318181818181818,MES,0030,5,expansion_ratio,>=1.5
CONTRACT<1.5x (N=346),346,-0.06924248554913295,0.20809248554913296,-23.957900000000002,-0.038081616978897545,0.7583,0.630057803468208,0.430635838150289,0.33815028901734107,0.27167630057803466,0.23121387283236994,0.21676300578034682,MES,0030,5,expansion_ratio,<1.5
EXPAND>=2.0x (N=42),42,-0.4482714285714286,0.11904761904761904,-18.8274,-0.29858547161505755,0.6965,0.5714285714285714,0.35714285714285715,0.2619047619047619,0.19047619047619047,0.14285714285714285,0.11904761904761904,MES,0030,5,expansion_ratio,>=2.0
CONTRACT<2.0x (N=392),392,-0.0709216836734694,0.2066326530612245,-27.801300000000005,-0.03890326814177366,0.79645,0.6326530612244898,0.44642857142857145,0.3469387755102041,0.2755102040816326,0.23469387755102042,0.22193877551020408,MES,0030,5,expansion_ratio,<2.0
CONTRACT<3.0x (N=426),426,-0.09067769953051644,0.20187793427230047,-38.6287,-0.05008492148307223,0.78725,0.6314553990610329,0.4413145539906103,0.34507042253521125,0.27230046948356806,0.2300469483568075,0.215962441314554,MES,0030,5,expansion_ratio,<3.0
"r(expansion,pnl)=-0.054 p=0.2660 | r(expansion,mfe)=-0.042 p=0.3800",434,-0.053503909283212504,0.2660473110961232,,,-0.042241556404316635,,,,,,,MES,0030,5,expansion_ratio_correlation,continuous
POST-NR5 (N=106),106,-0.28212358490566036,0.16037735849056603,-29.905099999999997,-0.1715704807881512,0.60685,0.5754716981132075,0.36792452830188677,0.2830188679245283,0.2169811320754717,0.16981132075471697,0.16037735849056603,MES,0030,5,post_nr,post_nr=True
NOT-NR5 (N=333),333,-0.06523603603603605,0.2072072072072072,-21.723600000000005,-0.03562883164537994,0.8487,0.6426426426426426,0.45645645645645644,0.35435435435435436,0.2822822822822823,0.24024024024024024,0.22522522522522523,MES,0030,5,post_nr,post_nr=False
pnl t=-1.15 p=0.2534 | mfe t=-1.71 p=0.0893,106,-0.2168875488696243,,,,,,,,,,,MES,0030,5,post_nr_significance,t-test
"r(expansion_ratio, abs_size)=0.746 p=0.0000",434,0.7460725723385582,,,,,,,,,,,MES,0030,5,confound_check,ratio_vs_abs_size
SIZE=small (0.0-5.5pt): expanding=0.126R(N=70) contracting=-0.346R(N=70) diff=+0.472R p=0.1110,140,0.4717942857142857,0.11098388978509646,,,0.3909814285714288,,,,,,,MES,0030,5,expansion_within_size_band,small
SIZE=medium (5.5-8.5pt): expanding=0.124R(N=81) contracting=0.154R(N=67) diff=-0.029R p=0.9291,148,-0.029250101345126248,0.9290603490343827,,,0.2361202874516306,,,,,,,MES,0030,5,expansion_within_size_band,medium
SIZE=large (8.5-94.0pt): expanding=-0.418R(N=73) contracting=-0.288R(N=73) diff=-0.130R p=0.6305,146,-0.1303506849315068,0.6304903012686897,,,-0.015221917808219354,,,,,,,MES,0030,5,expansion_within_size_band,large
ALL (N=432),432,-0.10330717592592593,0.19907407407407407,-44.6287,-0.057360720350951085,0.78725,0.6296296296296297,0.4398148148148148,0.3402777777777778,0.26851851851851855,0.22685185185185186,0.21296296296296297,MES,0030,7,expansion_ratio,ALL
EXPAND>=1.0x (N=219),219,-0.016768493150684932,0.2146118721461187,-3.6723,-0.008909247889501868,0.8849,0.6301369863013698,0.4657534246575342,0.3698630136986301,0.2876712328767123,0.2465753424657534,0.2328767123287671,MES,0030,7,expansion_ratio,>=1.0
CONTRACT<1.0x (N=213),213,-0.19228356807511734,0.18309859154929578,-40.956399999999995,-0.11251072703903787,0.7394,0.6291079812206573,0.4131455399061033,0.30985915492957744,0.24882629107981222,0.20657276995305165,0.19248826291079812,MES,0030,7,expansion_ratio,<1.0
EXPAND>=1.25x (N=140),140,0.02559214285714288,0.22142857142857142,3.582900000000003,0.01330263459042151,0.86955,0.6357142857142857,0.4714285714285714,0.37857142857142856,0.29285714285714287,0.2642857142857143,0.25,MES,0030,7,expansion_ratio,>=1.25
CONTRACT<1.25x (N=292),292,-0.16510821917808222,0.18835616438356165,-48.211600000000004,-0.09512752620890096,0.7583,0.6267123287671232,0.4246575342465753,0.3219178082191781,0.2568493150684932,0.2089041095890411,0.1952054794520548,MES,0030,7,expansion_ratio,<1.25
EXPAND>=1.5x (N=90),90,-0.21876222222222225,0.16666666666666666,-19.6886,-0.12521020165164434,0.86955,0.6444444444444445,0.4666666666666667,0.35555555555555557,0.25555555555555554,0.2111111111111111,0.2,MES,0030,7,expansion_ratio,>=1.5
CONTRACT<1.5x (N=342),342,-0.07292426900584796,0.20760233918128654,-24.9401,-0.04020760885776472,0.7612,0.6257309941520468,0.4327485380116959,0.3362573099415205,0.2719298245614035,0.2309941520467836,0.21637426900584794,MES,0030,7,expansion_ratio,<1.5
EXPAND>=2.0x (N=42),42,-0.32823809523809516,0.14285714285714285,-13.785999999999998,-0.19945493203297796,0.86955,0.6666666666666666,0.4523809523809524,0.3333333333333333,0.23809523809523808,0.19047619047619047,0.16666666666666666,MES,0030,7,expansion_ratio,>=2.0
CONTRACT<2.0x (N=390),390,-0.07908384615384614,0.20512820512820512,-30.842699999999997,-0.04356555583975477,0.7612,0.6256410256410256,0.43846153846153846,0.34102564102564104,0.2717948717948718,0.23076923076923078,0.21794871794871795,MES,0030,7,expansion_ratio,<2.0
CONTRACT<3.0x (N=423),423,-0.08422860520094563,0.2033096926713948,-35.6287,-0.04640025190091684,0.7819,0.6312056737588653,0.4397163120567376,0.34278959810874704,0.27423167848699764,0.23167848699763594,0.21749408983451538,MES,0030,7,expansion_ratio,<3.0
"r(expansion,pnl)=-0.030 p=0.5361 | r(expansion,mfe)=-0.021 p=0.6660",432,-0.029850634877219628,0.5360652085690671,,,-0.02082653138929324,,,,,,,MES,0030,7,expansion_ratio_correlation,continuous
POST-NR7 (N=83),83,-0.2970518072289156,0.1566265060240964,-24.655299999999997,-0.18192463734668946,0.737,0.6024096385542169,0.3855421686746988,0.30120481927710846,0.21686746987951808,0.1686746987951807,0.1566265060240964,MES,0030,7,post_nr,post_nr=True
NOT-NR7 (N=356),356,-0.07576797752808988,0.2050561797752809,-26.973399999999998,-0.04157808958488015,0.79965,0.6320224719101124,0.44662921348314605,0.3455056179775281,0.27808988764044945,0.23595505617977527,0.22191011235955055,MES,0030,7,post_nr,post_nr=False
pnl t=-1.08 p=0.2814 | mfe t=-1.22 p=0.2261,83,-0.22128382970082572,,,,,,,,,,,MES,0030,7,post_nr_significance,t-test
"r(expansion_ratio, abs_size)=0.800 p=0.0000",432,0.799664227440617,,,,,,,,,,,MES,0030,7,confound_check,ratio_vs_abs_size
SIZE=small (0.0-5.5pt): expanding=-0.189R(N=70) contracting=-0.017R(N=69) diff=-0.172R p=0.5660,139,-0.1716933333333333,0.565966414688624,,,-0.08756207039337438,,,,,,,MES,0030,7,expansion_within_size_band,small
SIZE=medium (5.5-8.5pt): expanding=0.537R(N=74) contracting=-0.252R(N=73) diff=+0.790R p=0.0151,147,0.7895123472787857,0.015132783571517506,,,0.5699848389485378,,,,,,,MES,0030,7,expansion_within_size_band,medium
SIZE=large (8.5-94.0pt): expanding=-0.287R(N=73) contracting=-0.419R(N=73) diff=+0.132R p=0.6256,146,0.13223561643835618,0.6255512326399026,,,0.09643561643835596,,,,,,,MES,0030,7,expansion_within_size_band,large
ALL (N=429),429,-0.10739976689976691,0.19813519813519814,-46.0745,-0.059729347187033106,0.7819,0.6293706293706294,0.4382284382284382,0.337995337995338,0.26573426573426573,0.2261072261072261,0.21212121212121213,MES,0030,10,expansion_ratio,ALL
EXPAND>=1.0x (N=211),211,-0.08258056872037912,0.1990521327014218,-17.424499999999995,-0.04485611709508496,0.7926,0.6303317535545023,0.45023696682464454,0.35071090047393366,0.27014218009478674,0.23696682464454977,0.22274881516587677,MES,0030,10,expansion_ratio,>=1.0
CONTRACT<1.0x (N=218),218,-0.13142201834862383,0.19724770642201836,-28.64999999999999,-0.0748737033930894,0.7701,0.6284403669724771,0.42660550458715596,0.3256880733944954,0.26146788990825687,0.21559633027522937,0.2018348623853211,MES,0030,10,expansion_ratio,<1.0
EXPAND>=1.25x (N=130),130,-0.06950999999999997,0.2,-9.036299999999997,-0.03733909014362483,0.8278,0.6307692307692307,0.46153846153846156,0.36153846153846153,0.27692307692307694,0.24615384615384617,0.23076923076923078,MES,0030,10,expansion_ratio,>=1.25
CONTRACT<1.25x (N=299),299,-0.12387357859531771,0.19732441471571907,-37.038199999999996,-0.07000311863394296,0.7588,0.6287625418060201,0.4280936454849498,0.3277591973244147,0.2608695652173913,0.21739130434782608,0.2040133779264214,MES,0030,10,expansion_ratio,<1.25
EXPAND>=1.5x (N=90),90,-0.11577555555555558,0.18888888888888888,-10.419800000000002,-0.0631752207003879,0.90065,0.6444444444444445,0.4777777777777778,0.37777777777777777,0.2777777777777778,0.23333333333333334,0.2222222222222222,MES,0030,10,expansion_ratio,>=1.5
