symbol,session,rr_target,confirm_bars,t80_minutes,n_before,n_after,avg_r_before,avg_r_after,wr_before,wr_after,t_stat,p_val,p_bh,verdict
MGC,LONDON_OPEN,2.0,1,122.0,6370,1063,-0.3586,-0.074,0.34,0.444,-2.2696,0.023434,0.037394,SURVIVES — time-stop recommended
MGC,LONDON_OPEN,2.0,2,182.0,2955,442,-0.3179,-0.0348,0.3428,0.4434,-0.662,0.508324,0.567183,DIRECTIONAL (not significant)
MGC,LONDON_OPEN,2.0,3,203.0,2554,403,-0.3154,-0.0217,0.3375,0.4417,-0.3892,0.697341,0.736256,DIRECTIONAL (not significant)
MGC,LONDON_OPEN,2.0,4,228.0,2395,380,-0.3065,0.0401,0.3357,0.4632,0.6854,0.493537,0.554016,NO-BENEFIT (avg_r_after >= 0)
MGC,LONDON_OPEN,2.0,5,242.0,2276,368,-0.2884,0.0946,0.3374,0.4783,1.5601,0.11959,0.16252,NO-BENEFIT (avg_r_after >= 0)
MGC,LONDON_OPEN,2.5,1,183.0,6496,933,-0.3628,0.0339,0.2885,0.4287,0.8474,0.396968,0.462402,NO-BENEFIT (avg_r_after >= 0)
MGC,LONDON_OPEN,2.5,2,255.0,3032,356,-0.3433,0.2319,0.2846,0.4775,3.3187,0.000998,0.002314,NO-BENEFIT (avg_r_after >= 0)
MGC,LONDON_OPEN,2.5,3,272.0,2610,333,-0.3426,0.1686,0.2789,0.4505,2.3348,0.020151,0.032934,NO-BENEFIT (avg_r_after >= 0)
MGC,LONDON_OPEN,2.5,4,285.0,2435,322,-0.3247,0.1986,0.2813,0.4503,2.6397,0.008703,0.015984,NO-BENEFIT (avg_r_after >= 0)
MGC,LONDON_OPEN,2.5,5,298.0,2331,295,-0.3139,0.3592,0.2801,0.5051,4.5069,1e-05,3.9e-05,NO-BENEFIT (avg_r_after >= 0)
MGC,LONDON_OPEN,3.0,1,253.0,6672,748,-0.3804,0.2783,0.2469,0.4586,5.3339,0.0,0.0,NO-BENEFIT (avg_r_after >= 0)
MGC,LONDON_OPEN,3.0,2,295.0,3047,335,-0.3627,0.3084,0.2425,0.4448,3.7712,0.000192,0.000554,NO-BENEFIT (avg_r_after >= 0)
MGC,LONDON_OPEN,3.0,3,306.0,2644,283,-0.3571,0.3845,0.2383,0.4629,4.2515,2.9e-05,0.0001,NO-BENEFIT (avg_r_after >= 0)
MGC,LONDON_OPEN,3.0,4,313.0,2477,260,-0.3525,0.5157,0.237,0.4962,5.3366,0.0,0.0,NO-BENEFIT (avg_r_after >= 0)
MGC,LONDON_OPEN,3.0,5,318.0,2350,251,-0.3289,0.5349,0.2409,0.498,5.3957,0.0,0.0,NO-BENEFIT (avg_r_after >= 0)
MGC,LONDON_OPEN,4.0,1,311.0,6773,605,-0.4041,0.663,0.1927,0.4727,9.0202,0.0,0.0,NO-BENEFIT (avg_r_after >= 0)
MGC,LONDON_OPEN,4.0,2,328.0,3070,270,-0.3797,0.6397,0.1909,0.437,5.5265,0.0,0.0,NO-BENEFIT (avg_r_after >= 0)
MGC,LONDON_OPEN,4.0,3,343.0,2652,231,-0.4082,0.686,0.1768,0.4502,5.4879,0.0,0.0,NO-BENEFIT (avg_r_after >= 0)
MGC,LONDON_OPEN,4.0,4,355.0,2483,205,-0.3942,0.8268,0.1784,0.4829,6.1348,0.0,0.0,NO-BENEFIT (avg_r_after >= 0)
MGC,LONDON_OPEN,4.0,5,361.0,2330,198,-0.3989,0.8317,0.1751,0.4747,5.9678,0.0,0.0,NO-BENEFIT (avg_r_after >= 0)
MGC,US_DATA_OPEN,1.0,1,48.0,1555,419,-0.3482,-0.3002,0.5138,0.4582,-7.9466,0.0,0.0,SURVIVES — time-stop recommended
MGC,US_DATA_OPEN,1.0,2,56.0,747,222,-0.3142,-0.3271,0.5127,0.4279,-6.1881,0.0,0.0,SURVIVES — time-stop recommended
MGC,US_DATA_OPEN,1.0,3,60.0,727,213,-0.2832,-0.2945,0.5241,0.446,-5.4007,0.0,0.0,SURVIVES — time-stop recommended
MGC,US_DATA_OPEN,1.0,4,64.0,715,202,-0.2868,-0.2861,0.5147,0.4554,-5.1514,1e-06,5e-06,SURVIVES — time-stop recommended
MGC,US_DATA_OPEN,1.0,5,72.0,710,185,-0.2901,-0.2371,0.5056,0.4757,-3.9787,0.0001,0.000304,SURVIVES — time-stop recommended
MGC,US_DATA_OPEN,1.5,1,65.0,1557,387,-0.4036,-0.2779,0.3847,0.3824,-5.8872,0.0,0.0,SURVIVES — time-stop recommended
MGC,US_DATA_OPEN,1.5,2,83.0,764,171,-0.3763,-0.2163,0.3757,0.4152,-2.998,0.003126,0.006355,SURVIVES — time-stop recommended
MGC,US_DATA_OPEN,1.5,3,87.0,726,168,-0.3867,-0.2502,0.365,0.3929,-3.431,0.000758,0.001814,SURVIVES — time-stop recommended
MGC,US_DATA_OPEN,1.5,4,86.0,701,173,-0.3642,-0.2783,0.3738,0.3757,-3.8881,0.000144,0.000429,SURVIVES — time-stop recommended
MGC,US_DATA_OPEN,1.5,5,93.0,680,159,-0.3586,-0.2357,0.3706,0.3899,-3.0655,0.002556,0.005283,SURVIVES — time-stop recommended
MGC,US_DATA_OPEN,2.0,1,81.0,1572,326,-0.4462,-0.2102,0.3009,0.3528,-3.5032,0.000524,0.001341,SURVIVES — time-stop recommended
MGC,US_DATA_OPEN,2.0,2,104.0,763,147,-0.4208,-0.1487,0.2936,0.381,-1.6366,0.103873,0.143527,DIRECTIONAL (not significant)
MGC,US_DATA_OPEN,2.0,3,111.0,726,138,-0.4306,-0.1786,0.2837,0.3696,-1.9247,0.056345,0.083784,SURVIVES — time-stop recommended
MGC,US_DATA_OPEN,2.0,4,109.0,693,143,-0.4082,-0.2103,0.2929,0.3497,-2.3007,0.022865,0.036882,SURVIVES — time-stop recommended
MGC,US_DATA_OPEN,2.0,5,95.0,644,155,-0.3893,-0.3114,0.2981,0.3032,-3.6667,0.000338,0.000919,SURVIVES — time-stop recommended
MGC,US_DATA_OPEN,2.5,1,96.0,1577,281,-0.4895,-0.1704,0.2384,0.331,-2.3868,0.017662,0.029318,SURVIVES — time-stop recommended
MGC,US_DATA_OPEN,2.5,2,137.0,761,124,-0.4408,-0.0321,0.2444,0.371,-0.2791,0.780624,0.811237,DIRECTIONAL (not significant)
MGC,US_DATA_OPEN,2.5,3,142.0,727,112,-0.4411,-0.0453,0.2407,0.375,-0.3827,0.702641,0.739517,DIRECTIONAL (not significant)
MGC,US_DATA_OPEN,2.5,4,136.0,690,120,-0.4359,-0.1226,0.2406,0.3333,-1.0631,0.289877,0.354347,DIRECTIONAL (not significant)
MGC,US_DATA_OPEN,2.5,5,147.0,658,110,-0.4516,-0.1218,0.231,0.3364,-1.0194,0.310294,0.377425,DIRECTIONAL (not significant)
MGC,US_DATA_OPEN,3.0,1,130.0,1615,215,-0.5182,0.0249,0.1969,0.3674,0.2663,0.790277,0.818779,NO-BENEFIT (avg_r_after >= 0)
MGC,US_DATA_OPEN,3.0,2,181.0,766,94,-0.489,0.1511,0.1958,0.3936,1.0075,0.316293,0.382854,NO-BENEFIT (avg_r_after >= 0)
MGC,US_DATA_OPEN,3.0,3,167.0,720,98,-0.4702,0.0906,0.2028,0.3673,0.6187,0.537584,0.594904,NO-BENEFIT (avg_r_after >= 0)
MGC,US_DATA_OPEN,3.0,4,198.0,698,84,-0.5093,0.114,0.1834,0.381,0.721,0.472963,0.536603,NO-BENEFIT (avg_r_after >= 0)
MGC,US_DATA_OPEN,3.0,5,205.0,665,78,-0.5156,0.1367,0.1805,0.3846,0.8221,0.413555,0.478717,NO-BENEFIT (avg_r_after >= 0)
MGC,US_DATA_OPEN,4.0,1,156.0,1581,184,-0.5552,0.0653,0.1486,0.3152,0.5545,0.579914,0.632523,NO-BENEFIT (avg_r_after >= 0)
MGC,US_DATA_OPEN,4.0,2,200.0,729,80,-0.5996,0.042,0.1276,0.2875,0.2248,0.822697,0.844317,NO-BENEFIT (avg_r_after >= 0)
MGC,US_DATA_OPEN,4.0,3,206.0,687,77,-0.5978,0.0256,0.1281,0.2857,0.135,0.892991,0.904083,NO-BENEFIT (avg_r_after >= 0)
MGC,US_DATA_OPEN,4.0,4,243.0,681,60,-0.5972,0.272,0.1248,0.35,1.186,0.240379,0.298763,NO-BENEFIT (avg_r_after >= 0)
MGC,US_DATA_OPEN,4.0,5,205.0,634,75,-0.5643,-0.0486,0.1325,0.2667,-0.2614,0.794503,0.819692,DIRECTIONAL (not significant)
MGC,US_EQUITY_OPEN,1.0,1,30.0,1568,429,-0.3494,-0.3411,0.5134,0.4685,-9.8673,0.0,0.0,SURVIVES — time-stop recommended
MGC,US_EQUITY_OPEN,1.0,2,49.0,790,199,-0.3036,-0.2464,0.5139,0.5075,-4.6063,7e-06,2.9e-05,SURVIVES — time-stop recommended
MGC,US_EQUITY_OPEN,1.0,3,59.0,754,192,-0.2788,-0.2499,0.5225,0.5052,-4.5837,8e-06,3.2e-05,SURVIVES — time-stop recommended
MGC,US_EQUITY_OPEN,1.0,4,63.0,726,191,-0.2434,-0.2266,0.5455,0.5183,-4.1354,5.3e-05,0.000173,SURVIVES — time-stop recommended
MGC,US_EQUITY_OPEN,1.0,5,65.0,685,200,-0.2358,-0.2911,0.5445,0.465,-5.335,0.0,0.0,SURVIVES — time-stop recommended
MGC,US_EQUITY_OPEN,1.5,1,49.0,1643,354,-0.3689,-0.1752,0.4041,0.4661,-3.6618,0.000289,0.0008,SURVIVES — time-stop recommended
MGC,US_EQUITY_OPEN,1.5,2,89.0,797,164,-0.319,-0.0966,0.4065,0.4817,-1.2967,0.19655,0.250155,DIRECTIONAL (not significant)
MGC,US_EQUITY_OPEN,1.5,3,108.0,751,156,-0.3031,-0.0985,0.4088,0.4872,-1.3048,0.193903,0.247313,DIRECTIONAL (not significant)
MGC,US_EQUITY_OPEN,1.5,4,109.0,715,158,-0.2824,-0.1238,0.4196,0.4684,-1.6432,0.102333,0.14246,DIRECTIONAL (not significant)
MGC,US_EQUITY_OPEN,1.5,5,120.0,701,144,-0.2769,-0.043,0.4165,0.5069,-0.5375,0.591766,0.642885,DIRECTIONAL (not significant)
MGC,US_EQUITY_OPEN,2.0,1,79.0,1671,297,-0.3868,-0.052,0.3285,0.4512,-0.8394,0.401942,0.466731,DIRECTIONAL (not significant)
MGC,US_EQUITY_OPEN,2.0,2,143.0,802,122,-0.36,0.1618,0.3217,0.5246,1.5841,0.115779,0.158502,NO-BENEFIT (avg_r_after >= 0)
MGC,US_EQUITY_OPEN,2.0,3,133.0,729,139,-0.3252,-0.0515,0.3306,0.4317,-0.5491,0.583809,0.63517,DIRECTIONAL (not significant)
MGC,US_EQUITY_OPEN,2.0,4,141.0,695,137,-0.3165,-0.0554,0.3338,0.4234,-0.5791,0.563503,0.617606,DIRECTIONAL (not significant)
MGC,US_EQUITY_OPEN,2.0,5,163.0,687,115,-0.3161,0.093,0.3319,0.487,0.874,0.38393,0.449331,NO-BENEFIT (avg_r_after >= 0)
MGC,US_EQUITY_OPEN,2.5,1,110.0,1653,257,-0.4084,0.0288,0.2747,0.4358,0.3849,0.700659,0.738479,NO-BENEFIT (avg_r_after >= 0)
MGC,US_EQUITY_OPEN,2.5,2,153.0,768,120,-0.3965,0.0354,0.2604,0.4167,0.3105,0.756687,0.790791,NO-BENEFIT (avg_r_after >= 0)
MGC,US_EQUITY_OPEN,2.5,3,178.0,728,107,-0.367,0.1087,0.2651,0.4486,0.8971,0.371711,0.437099,NO-BENEFIT (avg_r_after >= 0)
MGC,US_EQUITY_OPEN,2.5,4,192.0,700,101,-0.3603,0.1248,0.2671,0.4455,0.9804,0.329237,0.394659,NO-BENEFIT (avg_r_after >= 0)
MGC,US_EQUITY_OPEN,2.5,5,213.0,678,81,-0.3791,0.3399,0.2596,0.5185,2.3159,0.023124,0.037182,NO-BENEFIT (avg_r_after >= 0)
MGC,US_EQUITY_OPEN,3.0,1,148.0,1677,197,-0.4375,0.2645,0.2302,0.467,2.6794,0.008001,0.014731,NO-BENEFIT (avg_r_after >= 0)
MGC,US_EQUITY_OPEN,3.0,2,190.0,759,95,-0.4548,0.1395,0.2069,0.4105,0.9774,0.330867,0.395973,NO-BENEFIT (avg_r_after >= 0)
MGC,US_EQUITY_OPEN,3.0,3,210.0,716,85,-0.4334,0.2016,0.2081,0.4353,1.3321,0.186419,0.238868,NO-BENEFIT (avg_r_after >= 0)
MGC,US_EQUITY_OPEN,3.0,4,221.0,691,78,-0.4086,0.2906,0.2185,0.4615,1.8033,0.075258,0.107387,NO-BENEFIT (avg_r_after >= 0)
MGC,US_EQUITY_OPEN,3.0,5,244.0,653,68,-0.4591,0.3378,0.1991,0.4559,1.8577,0.067604,0.098357,NO-BENEFIT (avg_r_after >= 0)
MGC,US_EQUITY_OPEN,4.0,1,195.0,1624,157,-0.5093,0.3403,0.1613,0.414,2.6062,0.010043,0.017885,NO-BENEFIT (avg_r_after >= 0)
MGC,US_EQUITY_OPEN,4.0,2,233.0,731,64,-0.5698,0.2579,0.1327,0.375,1.2472,0.216933,0.273158,NO-BENEFIT (avg_r_after >= 0)
MGC,US_EQUITY_OPEN,4.0,3,262.0,692,51,-0.5568,0.4376,0.1329,0.4314,1.8587,0.068967,0.099948,NO-BENEFIT (avg_r_after >= 0)
MGC,US_EQUITY_OPEN,4.0,4,257.0,649,56,-0.5526,0.3596,0.1356,0.375,1.5048,0.138085,0.183948,NO-BENEFIT (avg_r_after >= 0)
MNQ,0030,1.0,1,38.0,1246,233,0.0176,0.1587,0.5289,0.5966,2.5355,0.011886,0.020606,NO-BENEFIT (avg_r_after >= 0)
MNQ,0030,1.0,2,66.0,568,112,0.0441,-0.0408,0.5405,0.4911,-0.44,0.660816,0.706521,DIRECTIONAL (not significant)
MNQ,0030,1.0,3,82.0,468,101,0.0107,0.0466,0.5214,0.5347,0.4772,0.634274,0.682074,NO-BENEFIT (avg_r_after >= 0)
MNQ,0030,1.0,4,92.0,419,95,0.0685,0.0307,0.5513,0.5263,0.3047,0.761249,0.79444,NO-BENEFIT (avg_r_after >= 0)
MNQ,0030,1.0,5,99.0,389,88,0.0625,0.0251,0.5476,0.5227,0.2388,0.811789,0.835433,NO-BENEFIT (avg_r_after >= 0)
MNQ,0030,1.5,1,66.0,1221,235,0.0373,0.1586,0.4316,0.4766,1.9973,0.046954,0.071247,NO-BENEFIT (avg_r_after >= 0)
MNQ,0030,1.5,2,124.0,587,76,0.0079,0.2867,0.4174,0.5263,2.0337,0.045518,0.06921,NO-BENEFIT (avg_r_after >= 0)
MNQ,0030,1.5,3,132.0,466,78,-0.0218,0.2541,0.4034,0.5128,1.8239,0.072049,0.103807,NO-BENEFIT (avg_r_after >= 0)
MNQ,0030,1.5,4,144.0,418,66,-0.0371,0.37,0.3971,0.5606,2.4592,0.016595,0.027733,NO-BENEFIT (avg_r_after >= 0)
MNQ,0030,1.5,5,147.0,387,65,-0.0398,0.314,0.3953,0.5385,2.0644,0.043038,0.065708,NO-BENEFIT (avg_r_after >= 0)
MNQ,0030,2.0,1,122.0,1264,160,-0.0027,0.6938,0.3457,0.5812,6.0832,0.0,0.0,NO-BENEFIT (avg_r_after >= 0)
MNQ,0030,2.0,2,160.0,577,66,-0.0003,0.6385,0.3449,0.5606,3.5483,0.000726,0.001751,NO-BENEFIT (avg_r_after >= 0)
MNQ,0030,2.0,3,206.0,470,48,-0.084,0.7101,0.3149,0.5833,3.3676,0.00152,0.003357,NO-BENEFIT (avg_r_after >= 0)
MNQ,0030,2.0,4,203.0,410,46,-0.1209,0.6552,0.3024,0.5652,3.027,0.004077,0.008067,NO-BENEFIT (avg_r_after >= 0)
MNQ,0030,2.0,5,222.0,385,43,-0.1018,0.7729,0.3091,0.6047,3.4929,0.001139,0.0026,NO-BENEFIT (avg_r_after >= 0)
MNQ,0030,2.5,1,155.0,1251,144,-0.0425,0.8876,0.2846,0.5556,6.2852,0.0,0.0,NO-BENEFIT (avg_r_after >= 0)
MNQ,0030,2.5,2,238.0,578,41,-0.0348,1.3291,0.2855,0.6829,5.2955,5e-06,2.1e-05,NO-BENEFIT (avg_r_after >= 0)
MNQ,0030,2.5,3,239.0,451,38,-0.1578,0.9798,0.2483,0.5789,3.5296,0.001133,0.002595,NO-BENEFIT (avg_r_after >= 0)
MNQ,0030,3.0,1,193.0,1228,119,-0.0898,0.9806,0.237,0.5126,5.5139,0.0,0.0,NO-BENEFIT (avg_r_after >= 0)
MNQ,0030,4.0,1,269.0,1190,85,-0.211,1.8522,0.1647,0.5882,7.1128,0.0,0.0,NO-BENEFIT (avg_r_after >= 0)
MNQ,0900,1.0,1,42.0,746,181,0.1277,0.0774,0.6434,0.5691,1.107,0.26977,0.332507,NO-BENEFIT (avg_r_after >= 0)
MNQ,0900,1.0,2,56.0,366,70,0.0892,0.112,0.612,0.5857,0.9931,0.32413,0.389166,NO-BENEFIT (avg_r_after >= 0)
MNQ,0900,1.0,3,62.0,280,58,0.0785,0.281,0.6,0.6724,2.3709,0.021148,0.034412,NO-BENEFIT (avg_r_after >= 0)
MNQ,0900,1.0,4,57.0,271,74,0.1147,-0.0023,0.6162,0.527,-0.0208,0.98349,0.984817,DIRECTIONAL (not significant)
MNQ,0900,1.0,5,68.0,267,64,0.0722,0.2205,0.588,0.6406,1.9126,0.060341,0.088835,NO-BENEFIT (avg_r_after >= 0)
MNQ,0900,1.5,1,74.0,778,158,0.1059,0.3401,0.5039,0.5696,3.6541,0.000351,0.000947,NO-BENEFIT (avg_r_after >= 0)
MNQ,0900,1.5,2,112.0,383,53,0.0882,0.3061,0.4856,0.5472,1.8561,0.069104,0.099952,NO-BENEFIT (avg_r_after >= 0)
MNQ,0900,1.5,3,108.0,273,59,0.0422,0.3295,0.4615,0.5593,2.1246,0.037897,0.058098,NO-BENEFIT (avg_r_after >= 0)
MNQ,0900,1.5,4,106.0,282,64,0.1239,0.109,0.4965,0.4688,0.732,0.466886,0.533535,NO-BENEFIT (avg_r_after >= 0)
MNQ,0900,1.5,5,117.0,268,62,0.1175,0.2238,0.4888,0.5161,1.4736,0.145723,0.193428,NO-BENEFIT (avg_r_after >= 0)
MNQ,0900,2.0,1,117.0,797,137,0.0857,0.55,0.4115,0.5474,4.5469,1.2e-05,4.6e-05,NO-BENEFIT (avg_r_after >= 0)
MNQ,0900,2.0,2,146.0,367,68,0.0908,0.2509,0.406,0.4412,1.457,0.149801,0.197429,NO-BENEFIT (avg_r_after >= 0)
MNQ,0900,2.0,3,159.0,274,58,0.0567,0.3191,0.3905,0.4655,1.7025,0.094112,0.132006,NO-BENEFIT (avg_r_after >= 0)
MNQ,0900,2.0,4,138.0,279,66,0.1559,0.1165,0.4265,0.3939,0.6775,0.500516,0.559312,NO-BENEFIT (avg_r_after >= 0)
MNQ,0900,2.0,5,175.0,264,66,0.1007,0.2055,0.4015,0.4242,1.1788,0.242772,0.301232,NO-BENEFIT (avg_r_after >= 0)
MNQ,0900,2.5,1,150.0,793,141,0.1095,0.5509,0.3607,0.4752,3.9928,0.000105,0.000318,NO-BENEFIT (avg_r_after >= 0)
MNQ,0900,2.5,2,171.0,359,75,0.1701,0.223,0.3733,0.3733,1.2086,0.230679,0.288155,NO-BENEFIT (avg_r_after >= 0)
MNQ,0900,2.5,4,215.0,284,61,0.2006,0.1925,0.3803,0.3607,0.9386,0.351691,0.415533,NO-BENEFIT (avg_r_after >= 0)
MNQ,0900,2.5,5,338.0,274,56,0.1675,0.4318,0.365,0.4286,1.9351,0.058128,0.086047,NO-BENEFIT (avg_r_after >= 0)
MNQ,0900,3.0,1,189.0,791,140,0.1527,0.553,0.3287,0.4143,3.5261,0.000572,0.001434,NO-BENEFIT (avg_r_after >= 0)
MNQ,0900,3.0,5,394.0,277,51,0.2263,0.5694,0.3357,0.4118,2.1447,0.036856,0.056737,NO-BENEFIT (avg_r_after >= 0)
MNQ,0900,4.0,1,351.0,799,129,0.2052,0.6797,0.2753,0.3566,3.4058,0.000882,0.002071,NO-BENEFIT (avg_r_after >= 0)
MNQ,1000,1.0,1,38.0,985,214,0.0525,0.0102,0.5848,0.5421,0.1605,0.872632,0.889413,NO-BENEFIT (avg_r_after >= 0)
MNQ,1000,1.0,2,48.0,371,70,0.1257,0.094,0.6199,0.5857,0.8471,0.399872,0.465055,NO-BENEFIT (avg_r_after >= 0)
MNQ,1000,1.0,3,54.0,218,45,0.087,0.1209,0.5917,0.6,0.8747,0.386465,0.451586,NO-BENEFIT (avg_r_after >= 0)
MNQ,1000,1.0,4,55.0,191,37,0.2526,0.1077,0.6806,0.5946,0.7054,0.485116,0.547046,NO-BENEFIT (avg_r_after >= 0)
MNQ,1000,1.5,1,64.0,964,221,0.1035,0.1232,0.4896,0.4842,1.5735,0.117036,0.159634,NO-BENEFIT (avg_r_after >= 0)
MNQ,1000,1.5,2,86.0,368,70,0.2049,0.1378,0.5299,0.4857,0.9767,0.332113,0.396298,NO-BENEFIT (avg_r_after >= 0)
MNQ,1000,1.5,3,129.0,216,39,0.0649,0.2584,0.463,0.5385,1.3659,0.180008,0.232289,NO-BENEFIT (avg_r_after >= 0)
MNQ,1000,1.5,4,130.0,188,37,0.2552,0.3215,0.5426,0.5676,1.67,0.103592,0.143405,NO-BENEFIT (avg_r_after >= 0)
MNQ,1000,2.0,1,117.0,998,179,0.0722,0.3588,0.3958,0.486,3.4207,0.000775,0.001849,NO-BENEFIT (avg_r_after >= 0)
MNQ,1000,2.0,2,226.0,384,51,0.1527,0.719,0.4219,0.6078,3.6767,0.000577,0.001442,NO-BENEFIT (avg_r_after >= 0)
MNQ,1000,2.5,1,210.0,1026,151,0.0429,0.4857,0.3294,0.457,3.6683,0.000338,0.000919,NO-BENEFIT (avg_r_after >= 0)
MNQ,1000,2.5,2,322.0,390,44,0.146,1.1524,0.359,0.6591,4.8732,1.5e-05,5.5e-05,NO-BENEFIT (avg_r_after >= 0)
MNQ,1000,3.0,1,335.0,1066,110,0.0214,1.0774,0.2824,0.5545,6.0332,0.0,0.0,NO-BENEFIT (avg_r_after >= 0)
MNQ,1000,3.0,2,395.0,387,46,0.1789,1.1216,0.323,0.5652,4.0373,0.000208,0.000591,NO-BENEFIT (avg_r_after >= 0)
MNQ,1000,3.0,3,412.0,222,33,0.0356,1.2678,0.2793,0.6061,3.9169,0.000442,0.001155,NO-BENEFIT (avg_r_after >= 0)
MNQ,1000,3.0,4,412.0,192,32,0.315,1.1197,0.3542,0.5625,3.3301,0.002251,0.004772,NO-BENEFIT (avg_r_after >= 0)
MNQ,1000,4.0,1,430.0,1065,111,0.066,1.4484,0.2357,0.5225,6.4847,0.0,0.0,NO-BENEFIT (avg_r_after >= 0)
MNQ,1100,1.0,1,43.0,1232,232,-0.073,0.1002,0.5244,0.5948,1.6737,0.095535,0.133749,NO-BENEFIT (avg_r_after >= 0)
MNQ,1100,1.0,2,64.0,615,112,-0.0712,0.1214,0.5171,0.5982,1.3894,0.167493,0.218418,NO-BENEFIT (avg_r_after >= 0)
MNQ,1100,1.0,3,70.0,514,106,-0.0278,0.0175,0.5409,0.5377,0.1897,0.849917,0.869846,NO-BENEFIT (avg_r_after >= 0)
MNQ,1100,1.0,4,85.0,491,111,-0.002,0.0362,0.5499,0.5495,0.4037,0.687221,0.729496,NO-BENEFIT (avg_r_after >= 0)
MNQ,1100,1.0,5,93.0,469,108,-0.0097,-0.004,0.5437,0.5278,-0.0437,0.965249,0.971745,DIRECTIONAL (not significant)
MNQ,1100,1.5,1,93.0,1290,201,-0.0675,0.3788,0.4225,0.592,4.668,6e-06,2.5e-05,NO-BENEFIT (avg_r_after >= 0)
MNQ,1100,1.5,2,138.0,641,93,-0.0914,0.3922,0.4056,0.5914,3.2471,0.001627,0.003572,NO-BENEFIT (avg_r_after >= 0)
MNQ,1100,1.5,3,151.0,540,84,-0.05,0.4051,0.4222,0.5952,3.1812,0.002063,0.004424,NO-BENEFIT (avg_r_after >= 0)
MNQ,1100,1.5,4,154.0,505,96,-0.0164,0.1521,0.4337,0.4896,1.2583,0.211373,0.267187,NO-BENEFIT (avg_r_after >= 0)
MNQ,1100,1.5,5,158.0,487,96,-0.0237,0.1321,0.4292,0.4792,1.0897,0.278605,0.342827,NO-BENEFIT (avg_r_after >= 0)
MNQ,1100,2.0,1,135.0,1293,202,-0.0489,0.3908,0.3604,0.495,3.94,0.000112,0.000338,NO-BENEFIT (avg_r_after >= 0)
MNQ,1100,2.0,2,229.0,660,76,-0.086,0.639,0.3409,0.5789,3.9545,0.000172,0.000504,NO-BENEFIT (avg_r_after >= 0)
MNQ,1100,2.0,3,231.0,552,72,-0.0603,0.6516,0.3478,0.5833,3.9276,0.000197,0.000567,NO-BENEFIT (avg_r_after >= 0)
MNQ,1100,2.0,4,276.0,534,67,-0.0427,0.6968,0.3521,0.597,4.0568,0.000134,0.000401,NO-BENEFIT (avg_r_after >= 0)
MNQ,1100,2.0,5,265.0,512,71,-0.0144,0.5655,0.3613,0.5493,3.3331,0.001375,0.003073,NO-BENEFIT (avg_r_after >= 0)
MNQ,1100,2.5,1,215.0,1320,177,-0.0439,0.6537,0.3114,0.5028,5.2675,0.0,0.0,NO-BENEFIT (avg_r_after >= 0)
MNQ,1100,2.5,2,326.0,676,59,-0.0672,1.1331,0.2988,0.6441,5.4357,1e-06,5e-06,NO-BENEFIT (avg_r_after >= 0)
MNQ,1100,2.5,3,349.0,568,55,-0.085,1.0607,0.2905,0.6182,4.8081,1.3e-05,4.9e-05,NO-BENEFIT (avg_r_after >= 0)
MNQ,1100,2.5,4,324.0,539,62,-0.0125,0.9329,0.3117,0.5806,4.4324,3.9e-05,0.00013,NO-BENEFIT (avg_r_after >= 0)
MNQ,1100,2.5,5,351.0,523,61,-0.0083,0.8092,0.3117,0.541,3.7596,0.000388,0.001028,NO-BENEFIT (avg_r_after >= 0)
MNQ,1100,3.0,1,298.0,1356,141,-0.0469,1.1641,0.2706,0.5745,7.386,0.0,0.0,NO-BENEFIT (avg_r_after >= 0)
MNQ,1100,3.0,2,371.0,676,59,-0.0728,1.1159,0.2589,0.5593,4.5195,3.1e-05,0.000106,NO-BENEFIT (avg_r_after >= 0)
MNQ,1100,3.0,3,400.0,567,56,-0.135,1.238,0.2399,0.5893,4.9089,9e-06,3.5e-05,NO-BENEFIT (avg_r_after >= 0)
MNQ,1100,3.0,4,376.0,539,62,-0.0248,0.8304,0.269,0.4839,3.4265,0.0011,0.002527,NO-BENEFIT (avg_r_after >= 0)
MNQ,1100,3.0,5,411.0,527,57,-0.0521,1.001,0.26,0.5263,3.9423,0.000227,0.00064,NO-BENEFIT (avg_r_after >= 0)
MNQ,1100,4.0,1,406.0,1372,124,-0.1141,1.3851,0.2012,0.5081,6.536,0.0,0.0,NO-BENEFIT (avg_r_after >= 0)
MNQ,1100,4.0,2,461.0,679,54,-0.0952,1.2967,0.2018,0.4815,3.9591,0.000226,0.00064,NO-BENEFIT (avg_r_after >= 0)
MNQ,1100,4.0,3,472.0,561,59,-0.2095,1.1652,0.1747,0.4576,3.7618,0.000395,0.001042,NO-BENEFIT (avg_r_after >= 0)
MNQ,1100,4.0,4,486.0,547,50,-0.0793,1.0946,0.2029,0.44,3.2413,0.002142,0.004567,NO-BENEFIT (avg_r_after >= 0)
MNQ,1100,4.0,5,480.0,525,55,-0.1256,0.8196,0.1924,0.3818,2.6006,0.01198,0.020721,NO-BENEFIT (avg_r_after >= 0)
MNQ,1800,1.0,1,53.0,1233,259,0.043,0.0333,0.5653,0.5483,0.5695,0.569509,0.623268,NO-BENEFIT (avg_r_after >= 0)
MNQ,1800,1.0,2,71.0,576,125,0.081,-0.0114,0.5799,0.52,-0.1337,0.893896,0.904083,DIRECTIONAL (not significant)
