symbol,session,entry_model,confirm_bars,rr_target,filter,n_base,n_on,signals_per_year,avg_on,avg_off,uplift,wr_on,wr_off,years_pos,years_total,years_pos_ratio,train_uplift,test_uplift,n_test_on,n_test_off
M2K,0900,E1,3,4.0,short_only,1209,620,103.33333333333333,-0.36889822580645165,-0.48501256366723267,0.11611433786078101,0.17419354838709677,0.14770797962648557,4,5,0.8,0.13559830882352936,0.039227868852458936,122,118
MGC,US_POST_EQUITY,E1,3,2.5,short_only,1004,463,66.14285714285714,-0.3689291576673866,-0.2463515711645102,-0.1225775865028764,0.2203023758099352,0.2587800369685767,2,6,0.3333333333333333,,,0,0
M6E,0030,E1,1,1.5,long_only,1252,648,108.0,-0.368933024691358,-0.32518327814569536,-0.04374974654566266,0.3595679012345679,0.3841059602649007,2,5,0.4,-0.011580723725477526,-0.17018334155059778,133,122
M2K,1100,E1,2,2.0,short_only,1284,650,108.33333333333333,-0.36901676923076926,-0.2798015772870662,-0.08921519194370303,0.3,0.3438485804416404,1,5,0.2,-0.03812138213193439,-0.23188532849409446,128,127
M2K,0030,E1,4,3.0,short_fast,867,412,68.66666666666667,-0.36906893203883495,-0.3769081318681318,0.007839199829296872,0.17475728155339806,0.17362637362637362,1,5,0.2,,,0,0
M6E,1100,E1,4,1.5,short_only,1269,654,109.0,-0.3692136085626911,-0.407560162601626,0.03834655403893489,0.39908256880733944,0.3821138211382114,3,5,0.6,0.03668170960982603,0.03161508295625931,136,117
MGC,2300,E1,3,4.0,fast_le_15,2020,1144,104.0,-0.36921756993006993,-0.5466730593607306,0.1774554894306607,0.15821678321678323,0.1358447488584475,1,2,0.5,0.20432987990845408,,193,16
M2K,0900,E1,3,1.5,short_fast,1221,540,90.0,-0.3692372222222222,-0.3540393538913363,-0.015197868330885933,0.34444444444444444,0.3436123348017621,1,5,0.2,-0.011981372624139619,-0.017033815513626926,106,135
M6E,1100,E1,5,2.0,short_only,1257,645,107.5,-0.36930263565891475,-0.4154862745098039,0.046183638850889164,0.33488372093023255,0.31209150326797386,4,5,0.8,0.0476366397849462,0.008635370950888177,132,116
MGC,2300,E1,4,2.5,long_only,2099,1078,98.0,-0.3693398886827458,-0.2551821743388835,-0.1141577143438623,0.24025974025974026,0.2742409402546523,3,10,0.3,-0.09565975417947703,-0.24234087719298245,114,95
M2K,0900,E1,1,3.0,short_fast,1230,544,90.66666666666667,-0.3694369485294118,-0.40198279883381927,0.032545850304407486,0.23161764705882354,0.21137026239067055,2,5,0.4,0.05725571256523482,-0.04001615389862884,107,137
M6E,1100,E0,1,1.5,short_only,1115,566,94.33333333333333,-0.3696141342756184,-0.37877996357012755,0.009165829294509154,0.4293286219081272,0.42805100182149364,3,5,0.6,0.01209599726402194,-0.00722765151515159,120,110
M2K,0030,E0,1,4.0,size_q75_plus,1059,260,43.333333333333336,-0.36962192307692304,-0.12250976220275345,-0.2471121608741696,0.1346153846153846,0.20775969962453067,0,5,0.0,-0.29595602564102563,-0.08615292929292936,45,165
M6E,1800,E1,4,4.0,size_q50_plus,1156,590,98.33333333333333,-0.3699472881355933,-0.4019936395759718,0.032046351440378484,0.15932203389830507,0.17667844522968199,3,5,0.6,0.0008449117271429052,0.10205345590479098,116,113
M6E,US_POST_EQUITY,E1,1,2.5,fast_and_q75,1093,232,38.666666666666664,-0.37022758620689655,-0.30761753774680606,-0.0626100484600905,0.21551724137931033,0.28339140534262486,0,4,0.0,-0.03865313469894466,-0.21137458139534887,50,172
M6E,US_EQUITY_OPEN,E1,2,4.0,fast_and_q75,1021,228,38.0,-0.3702697368421053,-0.5147274905422446,0.14445775370013936,0.15350877192982457,0.1437578814627995,3,4,0.75,0.09263567915041415,0.2981300399201597,42,167
M6E,1100,E1,1,1.0,fast_and_q75,1292,257,42.833333333333336,-0.3702863813229572,-0.46995410628019324,0.09966772495723603,0.4474708171206226,0.3642512077294686,4,5,0.8,0.09394879138847256,0.136835150678629,69,189
M2K,US_DATA_OPEN,E1,5,2.5,size_q75_plus,1071,243,40.5,-0.3703625514403292,-0.15355289855072463,-0.21680965288960458,0.1934156378600823,0.2898550724637681,0,5,0.0,-0.26696820003400284,,39,176
MGC,CME_OPEN,E1,4,2.0,fast_le_15,959,463,42.09090909090909,-0.3704038876889849,-0.4590834677419355,0.08867958005295057,0.28725701943844495,0.27419354838709675,1,5,0.2,,,0,0
MGC,2300,E1,2,4.0,size_q50_plus,2141,1092,99.27272727272727,-0.3704931318681319,-0.4534862726406101,0.08299314077247821,0.152014652014652,0.16968541468064824,2,7,0.2857142857142857,0.08000994457409571,,212,9
MGC,0900,E1,4,3.0,long_fast,2389,658,59.81818181818182,-0.3706434650455927,-0.48480652801848645,0.11416306297289375,0.24012158054711247,0.22125938763720393,4,6,0.6666666666666666,0.0558795395290676,0.1322017862107312,109,132
M6E,1100,E1,1,3.0,size_q50_plus,1290,731,121.83333333333333,-0.37076470588235294,-0.5673663685152057,0.19660166263285278,0.2503419972640219,0.23076923076923078,5,5,1.0,0.21052821504077318,0.18446811346039305,184,73
M6E,1100,E1,1,4.0,fast_and_q75,1289,256,42.666666666666664,-0.37083710937500003,-0.4746082284607938,0.10377111908579378,0.18359375,0.1994191674733785,4,5,0.8,0.05745849144613191,0.27467587110699987,69,188
M6E,1000,E1,3,2.5,short_only,778,401,66.83333333333333,-0.3709284289276808,-0.34316180371352784,-0.027766625214152962,0.23940149625935161,0.2493368700265252,2,5,0.4,,,0,0
MGC,LONDON_OPEN,E1,1,2.0,short_only,2574,1260,114.54545454545455,-0.37096928571428567,-0.3074932267884323,-0.0634760589258534,0.3134920634920635,0.3401826484018265,4,10,0.4,-0.022089716689739303,-0.37373724405091313,117,139
M6E,1000,E1,3,3.0,short_only,778,401,66.83333333333333,-0.3710309226932668,-0.3020214854111406,-0.06900943728212622,0.2119700748129676,0.23342175066312998,2,5,0.4,,,0,0
M6E,1100,E1,1,1.5,size_q50_plus,1292,733,122.16666666666667,-0.371055798090041,-0.5419400715563506,0.17088427346630958,0.3969986357435198,0.3470483005366726,5,5,1.0,0.1789272932258298,0.13606068863383924,185,73
M6E,0030,E1,4,2.0,long_only,992,513,85.5,-0.3711346978557505,-0.3545070981210856,-0.016627599734664877,0.28654970760233917,0.29018789144050106,1,5,0.2,0.00410700103626932,-0.05834147050276084,111,93
MGC,0900,E0,1,2.5,long_only,2236,1222,111.0909090909091,-0.3712415711947627,-0.4557114398422091,0.08446986864744638,0.29541734860883795,0.25443786982248523,8,10,0.8,0.07293305760813046,0.12674754098360658,122,116
M2K,US_EQUITY_OPEN,E1,2,2.5,size_q50_plus,840,413,68.83333333333333,-0.3712886198547215,-0.1925847775175644,-0.1787038423371571,0.18886198547215496,0.2505854800936768,2,5,0.4,,,0,0
MGC,2300,E1,2,4.0,long_fast,2141,617,56.09090909090909,-0.371381847649919,-0.42725918635170607,0.05587733870178707,0.16045380875202594,0.16076115485564305,2,6,0.3333333333333333,0.07379466462093237,-0.1331018354637823,113,108
MGC,LONDON_OPEN,E1,1,1.5,short_only,2576,1261,114.63636363636364,-0.3713964314036479,-0.30724593155893537,-0.06415049984471255,0.37351308485329104,0.4068441064638783,4,10,0.4,-0.029450721404135016,-0.3265928610957388,117,139
M2K,US_EQUITY_OPEN,E1,1,3.0,long_fast,916,409,68.16666666666667,-0.37155867970660145,-0.2854518737672584,-0.08610680593934306,0.17114914425427874,0.1932938856015779,2,5,0.4,,,0,0
MGC,0900,E1,3,2.5,long_fast,2420,663,60.27272727272727,-0.3717405731523379,-0.47567854297097323,0.10393796981863535,0.27601809954751133,0.24928856004553215,4,6,0.6666666666666666,0.04771651749333866,0.0925887887887888,111,135
M2K,CME_OPEN,E1,1,2.0,long_fast,549,214,35.666666666666664,-0.37177289719626166,-0.4048208955223881,0.033047998326126427,0.26635514018691586,0.24477611940298508,3,5,0.6,,,0,0
M6E,0030,E1,5,2.5,fast_and_q75,892,200,33.333333333333336,-0.37195,-0.4717118497109827,0.09976184971098268,0.215,0.21098265895953758,1,3,0.3333333333333333,,,0,0
M6E,1800,E1,3,4.0,short_only,1194,549,91.5,-0.3722324225865209,-0.3472525581395349,-0.024979864446986022,0.17486338797814208,0.1813953488372093,2,5,0.4,-0.0006830143540669797,-0.048120264285714254,112,125
M6E,1100,E0,1,1.0,short_fast,1115,499,83.16666666666667,-0.37224929859719436,-0.3521935064935065,-0.020055792103687853,0.3306613226452906,0.3652597402597403,3,5,0.6,0.010793609422239836,-0.16932112223836107,103,127
M6E,US_POST_EQUITY,E1,2,2.5,long_fast,996,454,75.66666666666667,-0.3724160792951542,-0.3342166051660517,-0.03819947412910252,0.2422907488986784,0.25830258302583026,2,5,0.4,-0.09008239163874088,0.11228215130023644,108,94
M2K,0900,E1,1,2.5,short_fast,1233,544,90.66666666666667,-0.37246783088235297,-0.38956661828737305,0.017098787405020077,0.26286764705882354,0.24963715529753266,3,5,0.6,0.024317970007850687,0.006650542328944575,107,137
M6E,1800,E1,4,4.0,long_only,1156,624,104.0,-0.3724849358974359,-0.4010652255639098,0.028580289666473857,0.17147435897435898,0.16353383458646617,4,5,0.8,-0.014856073619631871,0.12857417355371897,121,108
M6E,1000,E1,4,1.5,long_only,670,323,53.833333333333336,-0.3725303405572755,-0.33205706051873196,-0.04047328003854356,0.30959752321981426,0.3515850144092219,2,5,0.4,,,0,0
MGC,CME_OPEN,E1,1,1.0,short_only,1375,645,58.63636363636363,-0.37261224806201554,-0.3896697260273973,0.017057477965381762,0.4015503875968992,0.363013698630137,6,10,0.6,,,0,0
MES,US_EQUITY_OPEN,E1,5,3.0,long_only,1210,594,74.25,-0.3727525252525253,-0.22893603896103895,-0.14381648629148633,0.17003367003367004,0.20616883116883117,2,7,0.2857142857142857,,,0,0
M2K,0900,E1,1,1.0,short_fast,1238,545,90.83333333333333,-0.3728976146788991,-0.3239402597402597,-0.0489573549386394,0.41284403669724773,0.43001443001443,1,5,0.2,-0.05070744489508017,-0.056616659894351995,107,138
MGC,1000,E1,2,4.0,short_fast,2532,688,62.54545454545455,-0.373024273255814,-0.36088812364425166,-0.012136149611562341,0.18895348837209303,0.20824295010845986,2,6,0.3333333333333333,0.004932349376114087,-0.3470546121593291,106,144
M2K,1100,E1,1,2.0,short_fast,1291,608,101.33333333333333,-0.37305970394736837,-0.3099616398243045,-0.06309806412306385,0.31414473684210525,0.3411420204978038,1,5,0.2,-0.048414018414018434,-0.11854526167767188,116,141
MGC,US_POST_EQUITY,E1,5,2.5,size_q75_plus,875,205,29.285714285714285,-0.3730985365853659,-0.31116582089552236,-0.06193271568984354,0.1951219512195122,0.2417910447761194,1,4,0.25,,,0,0
M6E,US_EQUITY_OPEN,E1,2,3.0,long_fast,1088,494,82.33333333333333,-0.37321336032388663,-0.3398082491582492,-0.033405111165637436,0.2165991902834008,0.22895622895622897,2,5,0.4,-0.032208463228492135,-0.042240343980343986,110,111
MES,0030,E1,4,4.0,size_q50_plus,1303,660,82.5,-0.3734762121212121,-0.2625900466562986,-0.11088616546491353,0.13333333333333333,0.16951788491446346,2,6,0.3333333333333333,,,0,0
MGC,0900,E1,5,3.0,fast_le_15,2381,1173,106.63636363636364,-0.3734893435635124,-0.4804185430463576,0.10692919948284524,0.236999147485081,0.22764900662251655,3,6,0.5,0.04186635561262053,,202,38
M2K,0900,E1,4,2.0,fast_le_15,1213,1046,174.33333333333334,-0.3735414913957935,-0.11563113772455089,-0.2579103536712426,0.28489483747609945,0.38323353293413176,1,5,0.2,-0.2207910136311776,,204,37
MGC,2300,E1,2,4.0,short_only,2141,1036,94.18181818181819,-0.3735720077220077,-0.44639366515837103,0.07282165743636332,0.16891891891891891,0.15294117647058825,7,10,0.7,0.07381383603092495,0.1289906162464986,102,119
M6E,1000,E1,2,2.0,long_only,986,476,79.33333333333333,-0.37371743697478993,-0.40908294117647054,0.03536550420168061,0.28781512605042014,0.2784313725490196,2,5,0.4,-0.037419687139107705,0.25764031746031746,90,112
M6E,US_EQUITY_OPEN,E1,1,4.0,size_q75_plus,1136,279,46.5,-0.37378136200716844,-0.505187747957993,0.1314063859508246,0.15412186379928317,0.15052508751458576,2,4,0.5,0.07045430996472662,0.26822636767414143,51,181
MGC,1000,E1,1,1.0,short_only,2582,1324,120.36363636363636,-0.37382779456193355,-0.38376597774244836,0.009938183180514815,0.39123867069486407,0.37201907790143085,6,10,0.6,0.027870669269123294,-0.03517033432077865,119,139
M6E,1100,E1,5,1.0,short_fast,1260,568,94.66666666666667,-0.3739519366197183,-0.3785888728323699,0.004636936212651599,0.45422535211267606,0.4421965317919075,3,5,0.6,0.02339320535638617,-0.1065190660225443,115,135
M2K,US_POST_EQUITY,E1,3,2.5,size_q75_plus,905,217,36.166666666666664,-0.37398986175115206,-0.17046889534883722,-0.20352096640231485,0.1889400921658986,0.26453488372093026,1,4,0.25,,,0,0
MGC,0900,E1,4,1.0,long_fast,2410,662,60.18181818181818,-0.3740551359516617,-0.43007385583524027,0.056018719883578594,0.3776435045317221,0.3255148741418764,2,6,0.3333333333333333,0.00426532710280364,0.1138927272727273,110,132
M2K,CME_OPEN,E1,1,2.5,size_q50_plus,537,273,45.5,-0.37408717948717946,-0.46319886363636364,0.08911168414918419,0.20512820512820512,0.21212121212121213,4,5,0.8,,,0,0
MGC,CME_OPEN,E1,3,1.5,fast_le_15,1028,503,45.72727272727273,-0.3741280318091451,-0.44659066666666664,0.07246263485752152,0.34791252485089463,0.34095238095238095,2,5,0.4,,,0,0
MGC,1000,E1,2,1.0,short_only,2552,1305,118.63636363636364,-0.374163448275862,-0.38411684041700084,0.009953392141138828,0.40306513409961686,0.38572574178027264,6,10,0.6,0.0240455364647138,-0.06461685247120029,117,138
MGC,0900,E1,2,3.0,long_fast,2430,665,60.45454545454545,-0.3742403007518797,-0.48823314447592064,0.11399284372404095,0.24661654135338346,0.2226628895184136,4,6,0.6666666666666666,0.06272238303658983,0.027347777632951,112,137
M2K,CME_CLOSE,E1,2,1.5,size_q50_plus,550,279,46.5,-0.3745168458781363,-0.38141439114391146,0.0068975452657751846,0.2867383512544803,0.31365313653136534,2,4,0.5,,,0,0
MES,1100,E1,2,2.5,mid_15_60,1787,164,20.5,-0.3746634146341463,-0.2652614910659273,-0.10940192356821904,0.21341463414634146,0.26863832409118915,2,6,0.3333333333333333,-0.16832869073187745,,25,230
MGC,0900,E1,5,2.5,short_fast,2387,517,47.0,-0.3747065764023211,-0.437309679144385,0.06260310274206393,0.27079303675048355,0.25882352941176473,3,6,0.5,0.055100349822638894,-0.11170660157388516,94,146
MES,1100,E1,3,3.0,mid_15_60,1777,161,20.125,-0.3747503105590062,-0.25610080445544553,-0.11864950610356068,0.18633540372670807,0.23514851485148514,1,6,0.16666666666666666,-0.1354305494727056,,25,229
M6E,1000,E1,1,4.0,mid_15_60,1288,175,29.166666666666668,-0.37475314285714284,-0.4036571428571428,0.028903999999999985,0.1657142857142857,0.17969451931716082,3,5,0.6,0.013602329197603236,,25,231
MES,US_EQUITY_OPEN,E1,3,3.0,fast_and_q75,1347,320,40.0,-0.374800625,-0.24151061343719574,-0.13329001156280426,0.1625,0.2074001947419669,0,6,0.0,-0.11176065268065266,,31,183
M6E,1100,E1,5,4.0,size_q50_plus,1246,702,117.0,-0.37521509971509975,-0.526027205882353,0.1508121061672532,0.18376068376068377,0.17830882352941177,3,5,0.6,0.21217737616963384,-0.10620914285714284,175,70
M2K,CME_CLOSE,E1,1,1.5,fast_and_q75,714,182,30.333333333333332,-0.3752208791208791,-0.3364479323308271,-0.038772946790052,0.2802197802197802,0.33458646616541354,1,3,0.3333333333333333,,,0,0
M6E,1100,E0,1,2.5,long_only,1114,548,91.33333333333333,-0.3755167883211679,-0.3513263250883393,-0.02419046323282864,0.33941605839416056,0.3568904593639576,1,5,0.2,-0.02679942408951297,-0.00905515151515146,110,120
MGC,CME_OPEN,E1,1,4.0,size_q50_plus,1120,556,50.54545454545455,-0.3755507194244604,-0.7019391843971632,0.3263884649727028,0.1672661870503597,0.11702127659574468,8,9,0.8888888888888888,,,0,0
MGC,1800,E1,3,4.0,short_only,2426,1203,109.36363636363636,-0.37559650872817957,-0.32515437448896156,-0.050442134239218006,0.18121363258520365,0.20032706459525756,4,10,0.4,-0.05460274366031326,-0.133894355742297,105,136
M6E,US_POST_EQUITY,E1,5,2.0,long_fast,870,391,65.16666666666667,-0.37574629156010236,-0.3064315240083507,-0.06931476755175164,0.2710997442455243,0.30062630480167013,1,5,0.2,,,0,0
M6E,1000,E1,3,2.0,long_fast,778,310,51.666666666666664,-0.3758154838709677,-0.3327104700854701,-0.04310501378549758,0.2806451612903226,0.297008547008547,2,5,0.4,,,0,0
M2K,0900,E1,5,2.5,fast_le_15,1204,1041,173.5,-0.3761173871277618,-0.24035828220858893,-0.1357591049191729,0.24111431316042267,0.2822085889570552,1,5,0.2,-0.12452763818057938,,204,37
MES,0030,E1,2,4.0,long_only,1442,706,88.25,-0.37612252124645895,-0.1912024456521739,-0.18492007559428505,0.141643059490085,0.17798913043478262,2,7,0.2857142857142857,-0.08835660177279897,-0.28396527272727273,100,110
M2K,0900,E1,3,2.0,short_fast,1216,540,90.0,-0.3761516666666666,-0.36839837278106513,-0.0077532938856014755,0.2851851851851852,0.28550295857988167,3,5,0.6,0.0049875491831516405,-0.02309212438853947,106,135
M6E,1000,E1,4,2.0,short_fast,670,294,49.0,-0.37615986394557827,-0.3505534574468085,-0.025606406498769774,0.2755102040816326,0.2712765957446808,3,5,0.6,,,0,0
M6E,US_DATA_OPEN,E0,1,3.0,long_only,1055,537,89.5,-0.3761826815642458,-0.3212799227799228,-0.05490275878432299,0.23649906890130354,0.2606177606177606,2,5,0.4,-0.017935607034830048,-0.19696480141218004,110,103
MGC,CME_OPEN,E1,1,1.5,long_fast,1232,348,31.636363636363637,-0.37618477011494256,-0.4845523755656108,0.10836760545066826,0.3505747126436782,0.3201357466063348,3,6,0.5,,,0,0
M2K,US_EQUITY_OPEN,E0,1,3.0,size_q75_plus,963,232,38.666666666666664,-0.37621939655172415,-0.04297688098495211,-0.33324251556677204,0.16379310344827586,0.2640218878248974,0,4,0.0,,-0.5785243358778627,75,131
MGC,1000,E1,1,2.0,long_only,2580,1257,114.27272727272727,-0.3765563245823389,-0.39544504913076345,0.01888872454842455,0.32856006364359586,0.3242630385487528,5,10,0.5,0.0013289696750813929,0.03929957076355724,139,119
MGC,1800,E0,2,2.5,short_only,898,456,41.45454545454545,-0.37663969298245614,-0.2280816742081448,-0.14855801877431135,0.2982456140350877,0.3597285067873303,3,10,0.3,,,0,0
MGC,0900,E1,1,1.5,mid_15_60,2469,275,25.0,-0.3766574545454545,-0.5057718778486783,0.12911442330322376,0.36363636363636365,0.27620783956244305,4,6,0.6666666666666666,0.13065488450480822,,39,211
MES,US_DATA_OPEN,E1,1,3.0,mid_15_60,1676,210,26.25,-0.37672285714285714,-0.17272380627557982,-0.20399905086727732,0.18095238095238095,0.25170532060027284,1,6,0.16666666666666666,-0.13799489696969694,-0.35920674542682923,41,192
MGC,2300,E1,5,4.0,short_fast,1834,484,44.0,-0.37674896694214877,-0.5101592592592592,0.13341029231711043,0.15289256198347106,0.1362962962962963,4,6,0.6666666666666666,,,0,0
MGC,1000,E1,2,1.5,long_only,2552,1247,113.36363636363636,-0.3767638331996792,-0.37763203065134093,0.000868197451661723,0.37209302325581395,0.3816091954022989,6,10,0.6,-0.016726005706576508,0.09154505759940543,138,117
M6E,0030,E1,2,2.0,long_only,1136,594,99.0,-0.3768074074074074,-0.3386523985239852,-0.038155008883422215,0.2895622895622896,0.3081180811808118,2,5,0.4,-0.014635019173527164,-0.11238923076923085,130,110
M6E,US_EQUITY_OPEN,E1,1,3.0,long_only,1197,585,97.5,-0.3768336752136752,-0.3621816993464052,-0.014651975867270017,0.2205128205128205,0.2238562091503268,4,5,0.8,-0.042193879693559144,0.04790797633618932,129,114
M2K,0030,E1,3,3.0,fast_and_q75,929,195,32.5,-0.3768446153846154,-0.31535040871934605,-0.061494206665269335,0.1641025641025641,0.19346049046321526,1,5,0.2,,,0,0
MGC,1800,E1,4,4.0,short_only,2381,1182,107.45454545454545,-0.3768789340101523,-0.30757539616346957,-0.06930353784668275,0.1802030456852792,0.20517097581317764,3,10,0.3,-0.06512139392837929,-0.2838701353276354,104,135
M6E,1000,E0,1,3.0,short_fast,1118,502,83.66666666666667,-0.3769637450199203,-0.3105363636363636,-0.0664273813835567,0.2868525896414343,0.29707792207792205,3,5,0.6,0.04733765918738625,-0.46280662191028377,113,116
M6E,1000,E1,4,2.5,short_fast,670,294,49.0,-0.37707959183673473,-0.3027800531914894,-0.07429953864524536,0.23469387755102042,0.2526595744680851,3,5,0.6,,,0,0
M6E,1100,E1,4,1.0,long_only,1269,615,102.5,-0.3770949593495935,-0.3670860856269113,-0.010008873722682166,0.44878048780487806,0.45565749235474007,2,5,0.4,-0.021312419145112227,0.017155304172951247,117,136
M2K,0030,E1,5,3.0,long_only,820,404,67.33333333333333,-0.37714430693069306,-0.3984581730769231,0.021313866146230043,0.17326732673267325,0.1658653846153846,2,5,0.4,,,0,0
M2K,US_POST_EQUITY,E1,3,2.5,fast_and_q75,905,197,32.833333333333336,-0.377156345177665,-0.17533700564971752,-0.20181933952794748,0.18781725888324874,0.2627118644067797,1,4,0.25,,,0,0
MGC,0900,E1,3,2.0,long_fast,2426,664,60.36363636363637,-0.37719789156626504,-0.474138933030647,0.09694104146438198,0.3102409638554217,0.27695800227014755,4,6,0.6666666666666666,0.05647841110077856,0.016019959959959945,111,135
M2K,0900,E1,4,4.0,short_fast,1207,536,89.33333333333333,-0.3773063432835821,-0.40790357675111777,0.03059723346753568,0.17164179104477612,0.16095380029806258,3,5,0.6,0.10371765292967938,-0.31495623340321455,106,135
M2K,US_EQUITY_OPEN,E1,3,2.0,size_q75_plus,830,199,33.166666666666664,-0.3773668341708543,-0.16473771790808242,-0.2126291162627719,0.21608040201005024,0.2979397781299525,0,4,0.0,,,0,0
M6E,1000,E1,2,4.0,fast_le_15,982,828,138.0,-0.3773858695652174,-0.3491889610389611,-0.028196908526256337,0.17632850241545894,0.16233766233766234,2,5,0.4,0.0358117733292892,,176,24
M2K,US_EQUITY_OPEN,E1,3,2.0,fast_and_q75,830,176,29.333333333333332,-0.37743693181818183,-0.1721966360856269,-0.20524029573255492,0.2159090909090909,0.29510703363914376,0,4,0.0,,,0,0
M6E,0030,E1,2,3.0,short_only,1043,505,84.16666666666667,-0.377519603960396,-0.5173613382899628,0.13984173432956676,0.2198019801980198,0.17100371747211895,5,5,1.0,0.09273103590900544,0.30356295652173904,100,115
MGC,0900,E1,2,2.5,fast_le_15,2438,1199,109.0,-0.3775593828190158,-0.5163576271186441,0.13879824429962828,0.27522935779816515,0.24051654560129138,2,6,0.3333333333333333,0.07601402176496314,,211,38
MGC,0900,E0,1,4.0,mid_15_60,2223,252,22.90909090909091,-0.3775650793650794,-0.42201664129883315,0.04445156193375377,0.1984126984126984,0.21258244545915778,3,6,0.5,0.020144304951416447,,36,202
MGC,0900,E1,2,1.0,long_fast,2443,668,60.72727272727273,-0.37758922155688623,-0.4723278309859155,0.09473860942902929,0.36826347305389223,0.28619718309859155,2,6,0.3333333333333333,0.05185123068813108,0.09221158107403547,112,137
MGC,1000,E1,2,1.5,short_only,2552,1305,118.63636363636364,-0.37763203065134093,-0.3767638331996792,-0.000868197451661723,0.3816091954022989,0.37209302325581395,4,10,0.4,0.016726005706576508,-0.09154505759940543,117,138
M6E,1800,E1,5,4.0,short_only,1123,519,86.5,-0.37768285163776494,-0.42992003311258276,0.05223718147481782,0.16570327552986513,0.15562913907284767,3,5,0.6,0.1101476209463052,-0.11987944280287044,103,115
M6E,1100,E1,5,3.0,short_only,1256,644,107.33333333333333,-0.37771816770186334,-0.4138614379084967,0.03614327020663338,0.2468944099378882,0.2369281045751634,2,5,0.4,0.04547358585858585,-0.012002690700104457,132,116
MES,0030,E1,3,4.0,size_q50_plus,1364,701,87.625,-0.37779001426533526,-0.2942351432880845,-0.08355487097725078,0.1326676176890157,0.16289592760180996,2,6,0.3333333333333333,-0.044870234824988864,,170,37
M6E,US_POST_EQUITY,E1,2,2.0,size_q75_plus,1050,262,43.666666666666664,-0.37794885496183206,-0.2709454314720812,-0.10700342348975084,0.24427480916030533,0.33756345177664976,0,4,0.0,-0.0968371065862243,-0.2532187012439384,62,153
M6E,1000,E1,1,4.0,long_only,1288,628,104.66666666666667,-0.3780399681528662,-0.4203683333333333,0.042328365180467065,0.18312101910828024,0.17272727272727273,3,5,0.6,-0.02348030824949704,0.2634089162561576,116,140
MGC,0900,E0,1,4.0,long_only,2223,1217,110.63636363636364,-0.37814815119145434,-0.46395119284294234,0.085803041651488,0.2218570254724733,0.1978131212723658,7,10,0.7,0.060654456275263724,0.16925672696438668,122,116
MGC,US_POST_EQUITY,E1,2,2.5,size_q75_plus,1098,262,37.42857142857143,-0.3782225190839695,-0.279797009569378,-0.0984255095145915,0.1946564885496183,0.2583732057416268,0,4,0.0,,,0,0
MGC,0900,E1,2,2.0,fast_le_15,2441,1199,109.0,-0.3785434528773978,-0.501215619967794,0.12267216709039613,0.3119266055045872,0.2665056360708535,3,6,0.5,0.055003860151224604,,211,38
MGC,1100,E1,1,4.0,short_fast,2513,654,59.45454545454545,-0.37857737003058106,-0.28720957504034433,-0.09136779499023673,0.16666666666666666,0.2151694459386767,0,6,0.0,-0.10381344762875044,-0.07535410269317894,116,137
M6E,1100,E0,1,3.0,short_fast,1114,499,83.16666666666667,-0.3786326653306613,-0.38176,0.003127334669338677,0.3166332665330661,0.3040650406504065,2,5,0.4,0.046249180691736946,-0.17287581224677007,103,127
MGC,US_POST_EQUITY,E1,3,2.5,short_fast,1004,423,60.42857142857143,-0.3786399527186761,-0.24772065404475044,-0.13091929867392568,0.21749408983451538,0.25817555938037867,2,6,0.3333333333333333,,,0,0
M6E,0030,E1,2,2.0,long_fast,1136,563,93.83333333333333,-0.3786836589698046,-0.3388731239092496,-0.039810535060554986,0.2895204262877442,0.30715532286212915,2,5,0.4,-0.04478284824677514,-0.03273306479616633,119,121
M6E,1100,E0,1,1.5,long_only,1115,549,91.5,-0.37877996357012755,-0.3696141342756184,-0.009165829294509154,0.42805100182149364,0.4293286219081272,2,5,0.4,-0.01209599726402194,0.00722765151515159,110,120
MGC,2300,E1,4,4.0,short_fast,1919,518,47.09090909090909,-0.3788106177606178,-0.5041686652391149,0.12535804747849705,0.1525096525096525,0.1377587437544611,4,6,0.6666666666666666,0.105355716874246,0.1626783621035729,94,106
MGC,0900,E0,1,4.0,short_fast,2223,476,43.27272727272727,-0.3788313025210084,-0.42737120778477394,0.04853990526376556,0.2184873949579832,0.20892959358900973,3,6,0.5,0.02870317329974814,-0.09050304011777693,95,143
M2K,0900,E1,1,1.5,long_fast,1236,523,87.16666666666667,-0.378868068833652,-0.3325970546984572,-0.0462710141351948,0.3479923518164436,0.3744740532959327,2,5,0.4,-0.002058790234800212,-0.19976396421582326,98,146
M6E,1000,E1,2,1.0,short_only,987,511,85.16666666666667,-0.3788906066536203,-0.3873432773109244,0.008452670657304096,0.3698630136986301,0.3550420168067227,3,5,0.6,0.044549026771653566,-0.0908115830875123,113,90
M2K,1100,E1,2,2.0,short_fast,1284,601,100.16666666666667,-0.3790584026622296,-0.27736603221083456,-0.10169237045139506,0.2978369384359401,0.34260614934114203,1,5,0.2,-0.0607045707472178,-0.2234211272863008,114,141
M6E,1100,E0,1,1.5,long_fast,1115,494,82.33333333333333,-0.3791141700404858,-0.3701600644122383,-0.0089541056282475,0.4331983805668016,0.4251207729468599,1,5,0.2,-0.0158853237107468,0.03210469230769236,100,130
