strategy_id,source,instrument,session,filter,combined_n,combined_avgR,combined_sharpe,winter_n,winter_avgR,winter_wr,winter_sharpe,winter_maxdd,summer_n,summer_avgR,summer_wr,summer_sharpe,summer_maxdd,verdict
MGC_1800_E1_RR1.0_CB1_ORB_G8,experimental,MGC,1800,ORB_G8,14,0.9015,19.8941,8,0.8959,1.0,,0.0,6,0.9089,1.0,,0.0,LOW-N
MNQ_1800_E1_RR1.0_CB1_NO_FILTER,experimental,MNQ,1800,NO_FILTER,135,0.8768,15.356,52,0.8847,1.0,19.0372,0.0,83,0.8718,1.0,13.9267,0.0,STABLE
MNQ_1800_E1_RR1.0_CB1_ORB_G4,experimental,MNQ,1800,ORB_G4,135,0.8768,15.356,52,0.8847,1.0,19.0372,0.0,83,0.8718,1.0,13.9267,0.0,STABLE
MNQ_1800_E1_RR1.0_CB1_ORB_G5,experimental,MNQ,1800,ORB_G5,135,0.8768,15.356,52,0.8847,1.0,19.0372,0.0,83,0.8718,1.0,13.9267,0.0,STABLE
MES_0030_E1_RR1.5_CB1_ORB_G8,validated,MES,0030,ORB_G8,53,1.3697,33.247,26,1.3762,1.0,37.0478,0.0,27,1.3634,1.0,30.6107,0.0,STABLE
MNQ_0900_E1_RR1.5_CB3_ORB_G6,validated,MNQ,0900,ORB_G6,116,0.474,0.4165,45,0.4817,0.6222,0.4123,4.0,71,0.4691,0.6338,0.4163,3.0,STABLE
MES_0030_E1_RR1.5_CB2_ORB_G6,validated,MES,0030,ORB_G6,75,1.3556,27.3751,35,1.3622,1.0,26.6928,0.0,40,1.3498,1.0,28.0882,0.0,STABLE
MGC_2300_E1_RR1.0_CB3_ORB_G8,validated,MGC,2300,ORB_G8,17,0.892,33.1917,5,0.9006,1.0,,0.0,12,0.8885,1.0,30.3736,0.0,LOW-N
MES_0030_E1_RR1.5_CB5_ORB_G8,validated,MES,0030,ORB_G8,47,1.3931,36.3837,22,1.3995,1.0,49.2307,0.0,25,1.3875,1.0,30.7741,0.0,STABLE
MGC_2300_E1_RR2.0_CB2_ORB_G8,experimental,MGC,2300,ORB_G8,14,1.8235,53.9743,5,1.8312,1.0,,0.0,9,1.8192,1.0,,0.0,LOW-N
MES_0030_E1_RR2.0_CB1_ORB_G6,experimental,MES,0030,ORB_G6,71,1.808,28.4086,33,1.8143,1.0,28.5331,0.0,38,1.8024,1.0,28.158,0.0,STABLE
MNQ_0900_E1_RR1.0_CB2_ORB_G8,validated,MNQ,0900,ORB_G8,122,0.5074,0.6755,52,0.5007,0.7885,0.6372,3.0,70,0.5123,0.8143,0.7019,3.0,STABLE
MGC_2300_E1_RR1.5_CB5_ORB_G8,experimental,MGC,2300,ORB_G8,14,1.3792,47.9795,5,1.3865,1.0,,0.0,9,1.3751,1.0,,0.0,LOW-N
MES_0030_E1_RR1.0_CB2_ORB_G6,experimental,MES,0030,ORB_G6,82,0.8871,22.2761,39,0.8929,1.0,22.3739,0.0,43,0.8818,1.0,22.3408,0.0,STABLE
MGC_2300_E1_RR1.0_CB4_ORB_G8,validated,MGC,2300,ORB_G8,17,0.8992,33.7672,5,0.9069,1.0,,0.0,12,0.896,1.0,29.5395,0.0,LOW-N
MGC_2300_E1_RR2.5_CB1_ORB_G8,experimental,MGC,2300,ORB_G8,15,2.2704,52.1767,4,2.2783,1.0,,0.0,11,2.2676,1.0,49.1204,0.0,LOW-N
MNQ_0900_E1_RR1.0_CB2_NO_FILTER,validated,MNQ,0900,NO_FILTER,158,0.4936,0.6883,52,0.5007,0.7885,0.6372,3.0,106,0.4901,0.8302,0.7158,2.83,STABLE
MES_0030_E1_RR2.5_CB2_ORB_G8,experimental,MES,0030,ORB_G8,39,2.3246,48.3168,20,2.3297,1.0,53.5331,0.0,19,2.3192,1.0,43.6121,0.0,STABLE
MES_0030_E1_RR1.0_CB2_ORB_G8,validated,MES,0030,ORB_G8,58,0.9036,29.2078,30,0.9086,1.0,34.6275,0.0,28,0.8983,1.0,25.6725,0.0,STABLE
MGC_0900_E1_RR1.5_CB1_ORB_G5,validated,MGC,0900,ORB_G5,43,0.8099,0.857,28,0.8133,0.7857,0.8406,2.0,15,0.8035,0.8,0.8597,1.0,STABLE
MES_0030_E1_RR1.5_CB4_ORB_G6,experimental,MES,0030,ORB_G6,71,1.3682,25.7696,34,1.3733,1.0,26.887,0.0,37,1.3635,1.0,24.7186,0.0,STABLE
MES_0030_E1_RR1.0_CB4_ORB_G6,experimental,MES,0030,ORB_G6,80,0.8946,21.8671,38,0.8996,1.0,22.8726,0.0,42,0.8901,1.0,21.0667,0.0,STABLE
MES_0030_E1_RR1.0_CB3_ORB_G6,experimental,MES,0030,ORB_G6,81,0.8916,22.48,39,0.8964,1.0,22.1198,0.0,42,0.8871,1.0,22.8701,0.0,STABLE
MES_0030_E1_RR1.5_CB3_ORB_G8,validated,MES,0030,ORB_G8,51,1.3839,35.1763,25,1.3886,1.0,36.0408,0.0,26,1.3794,1.0,34.1909,0.0,STABLE
MGC_2300_E1_RR1.0_CB5_ORB_G8,experimental,MGC,2300,ORB_G8,16,0.9032,33.6159,5,0.9092,1.0,,0.0,11,0.9006,1.0,31.0288,0.0,LOW-N
MGC_2300_E1_RR1.5_CB2_ORB_G8,experimental,MGC,2300,ORB_G8,17,1.3541,42.2109,5,1.3593,1.0,,0.0,12,1.352,1.0,38.0707,0.0,LOW-N
MNQ_1800_E1_RR1.0_CB1_ORB_G6,experimental,MNQ,1800,ORB_G6,133,0.8804,18.0892,52,0.8847,1.0,19.0372,0.0,81,0.8776,1.0,17.5117,0.0,STABLE
MNQ_1800_E1_RR1.0_CB1_ORB_G8,experimental,MNQ,1800,ORB_G8,133,0.8804,18.0892,52,0.8847,1.0,19.0372,0.0,81,0.8776,1.0,17.5117,0.0,STABLE
MES_0030_E1_RR1.0_CB3_ORB_G8,validated,MES,0030,ORB_G8,57,0.9092,29.4173,30,0.9123,1.0,32.0514,0.0,27,0.9057,1.0,26.9474,0.0,STABLE
MGC_2300_E1_RR1.0_CB2_ORB_G8,experimental,MGC,2300,ORB_G8,17,0.8833,34.4011,5,0.8875,1.0,,0.0,12,0.8816,1.0,31.0151,0.0,LOW-N
MES_0030_E1_RR1.0_CB4_ORB_G8,validated,MES,0030,ORB_G8,56,0.9126,30.3569,29,0.9153,1.0,35.426,0.0,27,0.9098,1.0,26.5209,0.0,STABLE
MNQ_0900_E1_RR1.0_CB2_ORB_G6,validated,MNQ,0900,ORB_G6,135,0.5039,0.6808,52,0.5007,0.7885,0.6372,3.0,83,0.5058,0.8193,0.7075,2.52,STABLE
MGC_1800_E1_RR1.0_CB1_ORB_G5,experimental,MGC,1800,ORB_G5,28,0.8409,11.2951,15,0.8431,1.0,11.9617,0.0,13,0.8383,1.0,10.2718,0.0,STABLE
MGC_1800_E3_RR1.5_CB1_ORB_G5,experimental,MGC,1800,ORB_G5,26,1.2863,13.27,15,1.2883,1.0,14.2388,0.0,11,1.2835,1.0,11.7102,0.0,STABLE
MGC_1800_E1_RR4.0_CB1_ORB_G8,experimental,MGC,1800,ORB_G8,12,2.587,1.1948,8,2.5885,0.75,,2.0,4,2.584,0.75,,1.0,LOW-N
MNQ_0900_E3_RR3.0_CB1_NO_FILTER,validated,MNQ,0900,NO_FILTER,177,0.7291,0.4061,63,0.7318,0.4603,0.3869,7.21,114,0.7277,0.5,0.4161,5.33,STABLE
MES_0030_E1_RR1.5_CB4_ORB_G8,experimental,MES,0030,ORB_G8,50,1.3917,36.1958,26,1.3936,1.0,41.0841,0.0,24,1.3896,1.0,31.9622,0.0,STABLE
MES_0030_E1_RR2.5_CB2_ORB_G6,experimental,MES,0030,ORB_G6,57,2.296,34.6459,28,2.298,1.0,32.8617,0.0,29,2.2941,1.0,36.0012,0.0,STABLE
MGC_1800_E3_RR1.0_CB1_ORB_G5,experimental,MGC,1800,ORB_G5,26,0.829,10.6905,15,0.8306,1.0,11.4753,0.0,11,0.8268,1.0,9.429,0.0,STABLE
MGC_0900_E1_RR1.0_CB1_ORB_G4,validated,MGC,0900,ORB_G4,52,0.6087,1.0294,32,0.6081,0.875,0.9771,1.31,20,0.6096,0.9,1.1009,1.0,STABLE
MNQ_0030_E1_RR1.0_CB3_VOL_RV12_N20,validated,MNQ,0030,VOL_RV12_N20,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0030_E1_RR1.0_CB4_VOL_RV12_N20,validated,MNQ,0030,VOL_RV12_N20,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0030_E1_RR1.0_CB5_ORB_G2,validated,MNQ,0030,ORB_G2,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0030_E1_RR1.0_CB5_ORB_G3,validated,MNQ,0030,ORB_G3,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0030_E1_RR1.0_CB5_VOL_RV12_N20,validated,MNQ,0030,VOL_RV12_N20,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0030_E1_RR1.5_CB3_VOL_RV12_N20,validated,MNQ,0030,VOL_RV12_N20,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0030_E1_RR1.5_CB4_VOL_RV12_N20,validated,MNQ,0030,VOL_RV12_N20,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0030_E1_RR1.5_CB5_VOL_RV12_N20,validated,MNQ,0030,VOL_RV12_N20,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR1.0_CB1_ORB_G2,validated,MNQ,0900,ORB_G2,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR1.0_CB1_ORB_G3,validated,MNQ,0900,ORB_G3,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR1.0_CB1_VOL_RV12_N20,validated,MNQ,0900,VOL_RV12_N20,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR1.0_CB2_ORB_G2,validated,MNQ,0900,ORB_G2,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR1.0_CB2_ORB_G3,validated,MNQ,0900,ORB_G3,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR1.0_CB2_VOL_RV12_N20,validated,MNQ,0900,VOL_RV12_N20,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR1.0_CB3_ORB_G2,validated,MNQ,0900,ORB_G2,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR1.0_CB3_ORB_G3,validated,MNQ,0900,ORB_G3,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR1.0_CB3_VOL_RV12_N20,validated,MNQ,0900,VOL_RV12_N20,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR1.0_CB4_ORB_G2,validated,MNQ,0900,ORB_G2,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR1.0_CB4_ORB_G3,validated,MNQ,0900,ORB_G3,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR1.0_CB5_ORB_G2,validated,MNQ,0900,ORB_G2,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR1.0_CB5_ORB_G3,validated,MNQ,0900,ORB_G3,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR1.0_CB5_VOL_RV12_N20,validated,MNQ,0900,VOL_RV12_N20,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR1.5_CB1_ORB_G2,validated,MNQ,0900,ORB_G2,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR1.5_CB1_ORB_G3,validated,MNQ,0900,ORB_G3,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR1.5_CB1_VOL_RV12_N20,validated,MNQ,0900,VOL_RV12_N20,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR1.5_CB2_ORB_G2,validated,MNQ,0900,ORB_G2,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR1.5_CB2_ORB_G3,validated,MNQ,0900,ORB_G3,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR1.5_CB2_VOL_RV12_N20,validated,MNQ,0900,VOL_RV12_N20,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR1.5_CB3_ORB_G2,validated,MNQ,0900,ORB_G2,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR1.5_CB3_ORB_G3,validated,MNQ,0900,ORB_G3,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR1.5_CB3_VOL_RV12_N20,validated,MNQ,0900,VOL_RV12_N20,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR1.5_CB4_ORB_G2,validated,MNQ,0900,ORB_G2,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR1.5_CB4_ORB_G3,validated,MNQ,0900,ORB_G3,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR1.5_CB5_ORB_G2,validated,MNQ,0900,ORB_G2,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR1.5_CB5_ORB_G3,validated,MNQ,0900,ORB_G3,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR1.5_CB5_VOL_RV12_N20,validated,MNQ,0900,VOL_RV12_N20,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR2.0_CB1_ORB_G2,validated,MNQ,0900,ORB_G2,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR2.0_CB1_ORB_G3,validated,MNQ,0900,ORB_G3,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR2.0_CB2_ORB_G2,validated,MNQ,0900,ORB_G2,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR2.0_CB2_ORB_G3,validated,MNQ,0900,ORB_G3,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR2.0_CB2_VOL_RV12_N20,validated,MNQ,0900,VOL_RV12_N20,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR2.0_CB3_VOL_RV12_N20,validated,MNQ,0900,VOL_RV12_N20,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR2.0_CB4_ORB_G2,validated,MNQ,0900,ORB_G2,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR2.0_CB4_ORB_G3,validated,MNQ,0900,ORB_G3,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR2.0_CB4_ORB_L8,validated,MNQ,0900,ORB_L8,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR2.0_CB5_ORB_G2,validated,MNQ,0900,ORB_G2,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR2.0_CB5_ORB_G3,validated,MNQ,0900,ORB_G3,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR2.0_CB5_ORB_L8,validated,MNQ,0900,ORB_L8,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR2.5_CB1_ORB_G2,validated,MNQ,0900,ORB_G2,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR2.5_CB1_ORB_G3,validated,MNQ,0900,ORB_G3,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR2.5_CB2_ORB_G2,validated,MNQ,0900,ORB_G2,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR2.5_CB2_ORB_G3,validated,MNQ,0900,ORB_G3,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR2.5_CB2_VOL_RV12_N20,validated,MNQ,0900,VOL_RV12_N20,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR2.5_CB3_ORB_G2,validated,MNQ,0900,ORB_G2,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR2.5_CB3_ORB_G3,validated,MNQ,0900,ORB_G3,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR2.5_CB3_VOL_RV12_N20,validated,MNQ,0900,VOL_RV12_N20,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR2.5_CB4_ORB_G2,validated,MNQ,0900,ORB_G2,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR2.5_CB4_ORB_G3,validated,MNQ,0900,ORB_G3,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR2.5_CB4_ORB_L8,validated,MNQ,0900,ORB_L8,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR2.5_CB5_ORB_G2,validated,MNQ,0900,ORB_G2,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR2.5_CB5_ORB_G3,validated,MNQ,0900,ORB_G3,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR2.5_CB5_ORB_L8,validated,MNQ,0900,ORB_L8,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR3.0_CB1_ORB_G2,validated,MNQ,0900,ORB_G2,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR3.0_CB1_ORB_G3,validated,MNQ,0900,ORB_G3,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR3.0_CB2_ORB_G2,validated,MNQ,0900,ORB_G2,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR3.0_CB2_ORB_G3,validated,MNQ,0900,ORB_G3,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR3.0_CB3_ORB_G2,validated,MNQ,0900,ORB_G2,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR3.0_CB3_ORB_G3,validated,MNQ,0900,ORB_G3,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR3.0_CB4_ORB_G2,validated,MNQ,0900,ORB_G2,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR3.0_CB4_ORB_G3,validated,MNQ,0900,ORB_G3,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR3.0_CB4_ORB_L8,validated,MNQ,0900,ORB_L8,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR3.0_CB5_ORB_G2,validated,MNQ,0900,ORB_G2,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR3.0_CB5_ORB_G3,validated,MNQ,0900,ORB_G3,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR3.0_CB5_ORB_L8,validated,MNQ,0900,ORB_L8,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR3.0_CB5_VOL_RV12_N20,validated,MNQ,0900,VOL_RV12_N20,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR4.0_CB1_ORB_G2,validated,MNQ,0900,ORB_G2,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR4.0_CB1_ORB_G3,validated,MNQ,0900,ORB_G3,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR4.0_CB1_ORB_L8,validated,MNQ,0900,ORB_L8,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR4.0_CB2_ORB_G2,validated,MNQ,0900,ORB_G2,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR4.0_CB2_ORB_G3,validated,MNQ,0900,ORB_G3,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR4.0_CB2_ORB_L8,validated,MNQ,0900,ORB_L8,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR4.0_CB2_VOL_RV12_N20,validated,MNQ,0900,VOL_RV12_N20,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR4.0_CB3_ORB_G2,validated,MNQ,0900,ORB_G2,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR4.0_CB3_ORB_G3,validated,MNQ,0900,ORB_G3,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR4.0_CB3_VOL_RV12_N20,validated,MNQ,0900,VOL_RV12_N20,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR4.0_CB4_ORB_G2,validated,MNQ,0900,ORB_G2,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR4.0_CB4_ORB_G3,validated,MNQ,0900,ORB_G3,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR4.0_CB4_ORB_L8,validated,MNQ,0900,ORB_L8,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR4.0_CB4_VOL_RV12_N20,validated,MNQ,0900,VOL_RV12_N20,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR4.0_CB5_ORB_G2,validated,MNQ,0900,ORB_G2,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR4.0_CB5_ORB_G3,validated,MNQ,0900,ORB_G3,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR4.0_CB5_ORB_L8,validated,MNQ,0900,ORB_L8,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E1_RR4.0_CB5_VOL_RV12_N20,validated,MNQ,0900,VOL_RV12_N20,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E3_RR1.0_CB1_ORB_G2,validated,MNQ,0900,ORB_G2,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E3_RR1.0_CB1_ORB_G3,validated,MNQ,0900,ORB_G3,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E3_RR1.0_CB1_VOL_RV12_N20,validated,MNQ,0900,VOL_RV12_N20,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E3_RR1.5_CB1_ORB_G2,validated,MNQ,0900,ORB_G2,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E3_RR1.5_CB1_ORB_G3,validated,MNQ,0900,ORB_G3,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E3_RR1.5_CB1_VOL_RV12_N20,validated,MNQ,0900,VOL_RV12_N20,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E3_RR2.0_CB1_ORB_G2,validated,MNQ,0900,ORB_G2,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E3_RR2.0_CB1_ORB_G3,validated,MNQ,0900,ORB_G3,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E3_RR2.0_CB1_VOL_RV12_N20,validated,MNQ,0900,VOL_RV12_N20,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E3_RR2.5_CB1_ORB_G2,validated,MNQ,0900,ORB_G2,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E3_RR2.5_CB1_ORB_G3,validated,MNQ,0900,ORB_G3,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E3_RR2.5_CB1_VOL_RV12_N20,validated,MNQ,0900,VOL_RV12_N20,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E3_RR3.0_CB1_ORB_G2,validated,MNQ,0900,ORB_G2,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E3_RR3.0_CB1_ORB_G3,validated,MNQ,0900,ORB_G3,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E3_RR4.0_CB1_ORB_G2,validated,MNQ,0900,ORB_G2,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E3_RR4.0_CB1_ORB_G3,validated,MNQ,0900,ORB_G3,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_0900_E3_RR4.0_CB1_VOL_RV12_N20,validated,MNQ,0900,VOL_RV12_N20,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_1800_E1_RR1.0_CB1_VOL_RV12_N20,validated,MNQ,1800,VOL_RV12_N20,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_1800_E1_RR1.0_CB4_VOL_RV12_N20,validated,MNQ,1800,VOL_RV12_N20,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_1800_E1_RR1.0_CB5_VOL_RV12_N20,validated,MNQ,1800,VOL_RV12_N20,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_1800_E1_RR1.5_CB1_VOL_RV12_N20,validated,MNQ,1800,VOL_RV12_N20,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_1800_E1_RR1.5_CB2_VOL_RV12_N20,validated,MNQ,1800,VOL_RV12_N20,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_1800_E1_RR1.5_CB3_VOL_RV12_N20,validated,MNQ,1800,VOL_RV12_N20,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_1800_E1_RR4.0_CB3_VOL_RV12_N20,validated,MNQ,1800,VOL_RV12_N20,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_1800_E3_RR1.0_CB1_VOL_RV12_N20,validated,MNQ,1800,VOL_RV12_N20,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_1800_E3_RR1.5_CB1_ORB_G2,validated,MNQ,1800,ORB_G2,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_1800_E3_RR1.5_CB1_ORB_G3,validated,MNQ,1800,ORB_G3,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_1800_E3_RR1.5_CB1_VOL_RV12_N20,validated,MNQ,1800,VOL_RV12_N20,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_1800_E3_RR2.0_CB1_ORB_G2,validated,MNQ,1800,ORB_G2,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_1800_E3_RR2.0_CB1_ORB_G3,validated,MNQ,1800,ORB_G3,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_1800_E3_RR2.0_CB1_VOL_RV12_N20,validated,MNQ,1800,VOL_RV12_N20,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_1800_E3_RR2.5_CB1_ORB_G2,validated,MNQ,1800,ORB_G2,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_1800_E3_RR2.5_CB1_ORB_G3,validated,MNQ,1800,ORB_G3,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MNQ_1800_E3_RR2.5_CB1_VOL_RV12_N20,validated,MNQ,1800,VOL_RV12_N20,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MES_0030_E1_RR1.0_CB2_VOL_RV12_N20,validated,MES,0030,VOL_RV12_N20,0,,,0,,,,0.0,0,,,,0.0,LOW-N
MES_0030_E1_RR1.0_CB3_VOL_RV12_N20,validated,MES,0030,VOL_RV12_N20,0,,,0,,,,0.0,0,,,,0.0,LOW-N
