strategy_id,source,instrument,session,filter,combined_n,combined_avgR,combined_sharpe,winter_n,winter_avgR,winter_wr,winter_sharpe,winter_maxdd,summer_n,summer_avgR,summer_wr,summer_sharpe,summer_maxdd,verdict
MES_0900_E1_RR1.0_CB5_ORB_G5,experimental,MES,0900,ORB_G5,36,0.3993,0.4865,25,0.3426,0.72,0.4003,2.16,11,0.5282,0.8182,0.6971,1.0,UNSTABLE
MES_0900_E3_RR2.5_CB1_ORB_G4,validated,MES,0900,ORB_G4,66,0.644,0.4124,43,0.5798,0.5116,0.3709,4.8,23,0.7642,0.5652,0.4818,3.0,SUMMER-DOMINANT
MGC_1800_E1_RR1.5_CB2_ORB_G5,experimental,MGC,1800,ORB_G5,28,1.2306,2.7668,15,1.3158,1.0,15.8552,0.0,13,1.1322,0.9231,1.7523,1.0,WINTER-DOMINANT
MNQ_0900_E1_RR1.0_CB3_ORB_G6,validated,MNQ,0900,ORB_G6,118,0.4636,0.5918,46,0.5755,0.8261,0.7864,3.0,72,0.3921,0.75,0.4831,2.0,WINTER-DOMINANT
MGC_1800_E1_RR4.0_CB4_ORB_G8,experimental,MGC,1800,ORB_G8,10,2.3538,1.0165,7,2.4088,0.7143,,2.0,3,2.2255,0.6667,,1.0,LOW-N
MGC_0900_E1_RR2.0_CB5_ORB_G8,experimental,MGC,0900,ORB_G8,18,0.747,0.5207,12,0.6861,0.5833,0.4609,2.0,6,0.8689,0.6667,,1.0,LOW-N
MNQ_0900_E3_RR2.5_CB1_ORB_G8,validated,MNQ,0900,ORB_G8,145,0.6523,0.401,64,0.7543,0.5312,0.4538,7.68,81,0.5717,0.4938,0.3565,7.0,WINTER-DOMINANT
MGC_0900_E1_RR4.0_CB1_ORB_G6,experimental,MGC,0900,ORB_G6,30,1.1608,0.4936,21,1.2153,0.4762,0.5099,3.0,9,1.0337,0.4444,,3.0,LOW-N
MGC_0900_E1_RR1.5_CB2_ORB_G6,experimental,MGC,0900,ORB_G6,31,0.7256,0.7002,21,0.784,0.7619,0.7657,1.0,10,0.603,0.7,0.5449,2.0,WINTER-DOMINANT
MES_0900_E1_RR1.0_CB4_ORB_G5,validated,MES,0900,ORB_G5,34,0.3649,0.4383,24,0.3121,0.7083,0.3624,3.0,10,0.4916,0.8,0.624,1.0,UNSTABLE
MGC_1800_E3_RR2.5_CB1_ORB_G4,experimental,MGC,1800,ORB_G4,39,1.5582,1.2749,19,1.6493,0.8421,1.3874,1.0,20,1.4717,0.8,1.1518,1.0,WINTER-DOMINANT
MNQ_0900_E1_RR1.0_CB3_ORB_G4,validated,MNQ,0900,ORB_G4,132,0.4608,0.6023,46,0.5755,0.8261,0.7864,3.0,86,0.3995,0.7674,0.5124,2.0,WINTER-DOMINANT
MNQ_1800_E1_RR2.0_CB1_ORB_G6,experimental,MNQ,1800,ORB_G6,132,1.6062,2.1347,51,1.7142,0.9608,3.0712,1.0,81,1.5382,0.9012,1.8125,1.0,WINTER-DOMINANT
MNQ_1800_E1_RR2.0_CB1_ORB_G8,experimental,MNQ,1800,ORB_G8,132,1.6062,2.1347,51,1.7142,0.9608,3.0712,1.0,81,1.5382,0.9012,1.8125,1.0,WINTER-DOMINANT
MGC_0900_E1_RR2.0_CB3_ORB_G8,experimental,MGC,0900,ORB_G8,20,0.7159,0.4978,13,0.7774,0.6154,0.5313,2.0,7,0.6018,0.5714,,2.0,LOW-N
MNQ_1800_E1_RR1.5_CB2_NO_FILTER,experimental,MNQ,1800,NO_FILTER,135,1.254,2.5513,52,1.3615,1.0,25.7132,0.0,83,1.1866,0.9277,1.9222,1.0,WINTER-DOMINANT
MNQ_1800_E1_RR1.5_CB2_ORB_G4,experimental,MNQ,1800,ORB_G4,135,1.254,2.5513,52,1.3615,1.0,25.7132,0.0,83,1.1866,0.9277,1.9222,1.0,WINTER-DOMINANT
MNQ_1800_E1_RR1.5_CB2_ORB_G5,experimental,MNQ,1800,ORB_G5,135,1.254,2.5513,52,1.3615,1.0,25.7132,0.0,83,1.1866,0.9277,1.9222,1.0,WINTER-DOMINANT
MES_0900_E1_RR1.5_CB1_ORB_G4,validated,MES,0900,ORB_G4,64,0.5823,0.5605,44,0.5279,0.6818,0.4991,4.21,20,0.7019,0.75,0.6938,3.0,SUMMER-DOMINANT
MGC_0900_E1_RR1.0_CB5_ORB_G5,experimental,MGC,0900,ORB_G5,38,0.6176,0.9647,21,0.695,0.9048,1.2258,1.0,17,0.5219,0.8235,0.718,1.2,WINTER-DOMINANT
MGC_1800_E1_RR2.5_CB2_ORB_G4,experimental,MGC,1800,ORB_G4,39,1.4461,1.0603,19,1.3574,0.7368,0.9329,2.03,20,1.5303,0.8,1.174,2.0,SUMMER-DOMINANT
MNQ_0900_E1_RR4.0_CB5_ORB_G6,validated,MNQ,0900,ORB_G6,124,0.7313,0.3228,44,0.6199,0.3409,0.272,8.0,80,0.7926,0.3875,0.3491,9.0,SUMMER-DOMINANT
MNQ_0900_E1_RR2.0_CB4_ORB_G6,validated,MNQ,0900,ORB_G6,122,0.4671,0.3327,44,0.3575,0.4773,0.2487,6.16,78,0.5289,0.5513,0.3805,4.14,SUMMER-DOMINANT
MGC_0900_E1_RR2.0_CB4_ORB_G5,validated,MGC,0900,ORB_G5,39,0.7797,0.5771,21,0.8585,0.6667,0.6363,1.0,18,0.6876,0.6111,0.4961,2.0,WINTER-DOMINANT
MGC_0900_E1_RR2.0_CB5_ORB_G6,experimental,MGC,0900,ORB_G6,27,0.8722,0.6458,16,0.9417,0.6875,0.6953,1.0,11,0.7711,0.6364,0.549,2.0,WINTER-DOMINANT
MNQ_1800_E3_RR2.5_CB1_ORB_G8,validated,MNQ,1800,ORB_G8,124,1.8127,1.6049,47,1.9182,0.8936,1.8779,2.0,77,1.7482,0.8442,1.4661,2.0,WINTER-DOMINANT
MNQ_1800_E3_RR2.5_CB1_ORB_G6,experimental,MNQ,1800,ORB_G6,124,1.8127,1.6049,47,1.9182,0.8936,1.8779,2.0,77,1.7482,0.8442,1.4661,2.0,WINTER-DOMINANT
MGC_0900_E1_RR1.5_CB4_ORB_G5,validated,MGC,0900,ORB_G5,40,0.6244,0.5788,22,0.6996,0.7273,0.6551,1.0,18,0.5325,0.6667,0.4773,1.0,WINTER-DOMINANT
MGC_1800_E1_RR2.5_CB5_ORB_G6,experimental,MGC,1800,ORB_G6,19,1.1081,0.6694,13,1.0553,0.6154,0.6236,3.0,6,1.2224,0.6667,,1.0,LOW-N
MGC_0900_E3_RR3.0_CB1_ORB_G5,validated,MGC,0900,ORB_G5,45,1.3255,0.757,26,1.2551,0.6154,0.6887,2.0,19,1.4217,0.6842,0.8401,1.0,SUMMER-DOMINANT
MGC_0900_E1_RR3.0_CB1_ORB_G6,experimental,MGC,0900,ORB_G6,31,1.1419,0.6164,22,1.1902,0.5909,0.6373,3.0,9,1.0238,0.5556,,2.0,LOW-N
MNQ_0900_E1_RR1.0_CB3_NO_FILTER,validated,MNQ,0900,NO_FILTER,136,0.4655,0.6172,46,0.5755,0.8261,0.7864,3.0,90,0.4093,0.7778,0.5362,2.0,WINTER-DOMINANT
MGC_0900_E3_RR2.5_CB1_ORB_G6,experimental,MGC,0900,ORB_G6,32,1.0228,0.6416,22,1.0747,0.6364,0.6683,2.0,10,0.9085,0.6,0.553,2.0,WINTER-DOMINANT
MES_0900_E1_RR1.0_CB3_ORB_G4,validated,MES,0900,ORB_G4,59,0.4859,0.6751,43,0.4413,0.7907,0.5865,2.0,16,0.6059,0.875,0.9616,1.0,SUMMER-DOMINANT
MGC_0900_E3_RR1.0_CB1_ORB_G4,validated,MGC,0900,ORB_G4,53,0.5569,0.9009,29,0.6306,0.8966,1.1063,1.03,24,0.4679,0.8333,0.6949,1.0,WINTER-DOMINANT
MNQ_1800_E1_RR2.5_CB1_NO_FILTER,experimental,MNQ,1800,NO_FILTER,134,1.8681,1.697,51,1.9687,0.902,1.9854,1.0,83,1.8064,0.8554,1.5513,2.0,WINTER-DOMINANT
MNQ_1800_E1_RR2.5_CB1_ORB_G4,experimental,MNQ,1800,ORB_G4,134,1.8681,1.697,51,1.9687,0.902,1.9854,1.0,83,1.8064,0.8554,1.5513,2.0,WINTER-DOMINANT
MNQ_1800_E1_RR2.5_CB1_ORB_G5,experimental,MNQ,1800,ORB_G5,134,1.8681,1.697,51,1.9687,0.902,1.9854,1.0,83,1.8064,0.8554,1.5513,2.0,WINTER-DOMINANT
MGC_0900_E1_RR2.5_CB1_ORB_G5,validated,MGC,0900,ORB_G5,42,1.2097,0.8063,27,1.2676,0.7037,0.8434,2.0,15,1.1056,0.6667,0.7168,2.0,WINTER-DOMINANT
MGC_0900_E1_RR1.5_CB3_ORB_G6,experimental,MGC,0900,ORB_G6,30,0.6369,0.5836,18,0.7006,0.7222,0.6444,1.0,12,0.5414,0.6667,0.4755,2.0,WINTER-DOMINANT
MES_0900_E3_RR2.0_CB1_ORB_G6,validated,MES,0900,ORB_G6,35,0.6592,0.4792,24,0.6093,0.5833,0.4383,3.26,11,0.7681,0.6364,0.5473,2.0,UNSTABLE
MNQ_1800_E3_RR2.0_CB1_NO_FILTER,validated,MNQ,1800,NO_FILTER,127,1.5285,1.8539,48,1.627,0.9375,2.3596,1.0,79,1.4687,0.8861,1.64,1.0,WINTER-DOMINANT
MNQ_1800_E3_RR2.0_CB1_ORB_G4,validated,MNQ,1800,ORB_G4,127,1.5285,1.8539,48,1.627,0.9375,2.3596,1.0,79,1.4687,0.8861,1.64,1.0,WINTER-DOMINANT
MNQ_1800_E3_RR2.0_CB1_ORB_G5,validated,MNQ,1800,ORB_G5,127,1.5285,1.8539,48,1.627,0.9375,2.3596,1.0,79,1.4687,0.8861,1.64,1.0,WINTER-DOMINANT
MGC_0900_E1_RR2.0_CB4_ORB_G8,experimental,MGC,0900,ORB_G8,19,0.5058,0.3445,12,0.4479,0.5,0.2961,2.0,7,0.6051,0.5714,,2.0,LOW-N
MNQ_0900_E1_RR4.0_CB5_ORB_G5,validated,MNQ,0900,ORB_G5,132,0.7239,0.321,44,0.6199,0.3409,0.272,8.0,88,0.7759,0.3864,0.3442,8.42,SUMMER-DOMINANT
MES_0900_E1_RR1.0_CB1_ORB_G4,validated,MES,0900,ORB_G4,65,0.5282,0.8006,45,0.4802,0.8222,0.6876,3.0,20,0.6362,0.9,1.1264,1.0,SUMMER-DOMINANT
MNQ_0900_E1_RR1.0_CB3_ORB_G8,validated,MNQ,0900,ORB_G8,108,0.4869,0.6256,46,0.5755,0.8261,0.7864,3.0,62,0.4212,0.7581,0.5196,2.3,WINTER-DOMINANT
MGC_0900_E1_RR1.5_CB5_ORB_G5,validated,MGC,0900,ORB_G5,38,0.7131,0.6861,21,0.7821,0.7619,0.7641,1.0,17,0.628,0.7059,0.5794,1.0,WINTER-DOMINANT
MGC_1800_E1_RR1.5_CB4_ORB_G6,experimental,MGC,1800,ORB_G6,22,0.9337,0.9988,13,0.9964,0.8462,1.1221,1.0,9,0.8431,0.7778,,1.0,LOW-N
MGC_0900_E1_RR1.5_CB2_ORB_G4,validated,MGC,0900,ORB_G4,50,0.7754,0.8115,30,0.8366,0.8,0.8922,1.0,20,0.6835,0.75,0.6844,1.0,WINTER-DOMINANT
MNQ_1800_E1_RR1.5_CB4_ORB_G5,experimental,MNQ,1800,ORB_G5,135,1.1449,1.6249,52,1.2386,0.9423,2.207,1.0,83,1.0863,0.8795,1.3949,1.0,WINTER-DOMINANT
MGC_0900_E1_RR1.5_CB4_ORB_G8,experimental,MGC,0900,ORB_G8,20,0.4354,0.3619,13,0.4881,0.6154,0.3985,2.0,7,0.3375,0.5714,,2.0,LOW-N
MGC_1800_E1_RR2.5_CB1_ORB_G6,experimental,MGC,1800,ORB_G6,20,1.4689,1.0024,13,1.5213,0.7692,1.0558,2.0,7,1.3717,0.7143,,1.0,LOW-N
MNQ_0900_E1_RR1.0_CB4_ORB_G5,validated,MNQ,0900,ORB_G5,132,0.3416,0.4052,45,0.4393,0.7556,0.5301,2.04,87,0.291,0.7011,0.3422,2.35,WINTER-DOMINANT
MNQ_0900_E1_RR2.0_CB1_ORB_G8,validated,MNQ,0900,ORB_G8,123,0.6347,0.4588,53,0.5504,0.5472,0.3864,3.09,70,0.6985,0.6143,0.5143,4.0,SUMMER-DOMINANT
MNQ_0900_E1_RR1.5_CB1_NO_FILTER,validated,MNQ,0900,NO_FILTER,160,0.6603,0.6585,53,0.5617,0.6604,0.4965,3.0,107,0.7092,0.7757,0.7589,2.0,SUMMER-DOMINANT
MGC_1800_E1_RR1.5_CB3_ORB_G6,experimental,MGC,1800,ORB_G6,22,0.9288,0.9952,13,0.9891,0.8462,1.1165,1.0,9,0.8417,0.7778,,1.0,LOW-N
MGC_1800_E1_RR1.0_CB2_ORB_G5,experimental,MGC,1800,ORB_G5,28,0.7845,2.2047,15,0.8527,1.0,12.8405,0.0,13,0.7057,0.9231,1.3654,1.0,WINTER-DOMINANT
MNQ_1800_E1_RR1.5_CB2_ORB_G6,experimental,MNQ,1800,ORB_G6,133,1.2722,2.8019,52,1.3615,1.0,25.7132,0.0,81,1.2149,0.9383,2.1153,1.0,WINTER-DOMINANT
MNQ_1800_E1_RR1.5_CB2_ORB_G8,experimental,MNQ,1800,ORB_G8,133,1.2722,2.8019,52,1.3615,1.0,25.7132,0.0,81,1.2149,0.9383,2.1153,1.0,WINTER-DOMINANT
MGC_0900_E1_RR1.5_CB3_ORB_G8,experimental,MGC,0900,ORB_G8,20,0.4299,0.3587,13,0.4811,0.6154,0.3946,2.0,7,0.3348,0.5714,,2.0,LOW-N
MGC_1800_E1_RR1.0_CB4_ORB_G5,experimental,MGC,1800,ORB_G5,28,0.7975,2.2303,15,0.8652,1.0,14.7437,0.0,13,0.7194,0.9231,1.3811,1.0,WINTER-DOMINANT
MGC_1800_E1_RR1.0_CB3_ORB_G5,experimental,MGC,1800,ORB_G5,28,0.7945,2.2175,15,0.8614,1.0,12.6045,0.0,13,0.7174,0.9231,1.3771,1.0,WINTER-DOMINANT
MGC_1800_E1_RR1.5_CB1_ORB_G5,experimental,MGC,1800,ORB_G5,28,1.2215,2.7451,15,1.1553,0.9333,1.918,1.0,13,1.2979,1.0,12.724,0.0,UNSTABLE
MGC_1800_E1_RR2.0_CB5_ORB_G6,experimental,MGC,1800,ORB_G6,20,1.1324,0.8954,13,1.1821,0.7692,0.9487,1.0,7,1.04,0.7143,,1.0,LOW-N
MNQ_0900_E1_RR1.5_CB1_ORB_G4,validated,MNQ,0900,ORB_G4,154,0.6543,0.6404,53,0.5617,0.6604,0.4965,3.0,101,0.7029,0.7624,0.7309,2.0,SUMMER-DOMINANT
MNQ_0900_E3_RR4.0_CB1_ORB_G4,validated,MNQ,0900,ORB_G4,169,0.8329,0.375,62,0.7438,0.371,0.3247,7.0,107,0.8846,0.4299,0.4041,5.17,SUMMER-DOMINANT
MES_0900_E3_RR1.0_CB1_ORB_G6,validated,MES,0900,ORB_G6,36,0.588,0.9073,25,0.5459,0.84,0.7918,2.0,11,0.6837,0.9091,1.2185,1.0,UNSTABLE
MGC_1800_E1_RR1.5_CB5_ORB_G5,experimental,MGC,1800,ORB_G5,28,1.0903,1.4723,15,1.0266,0.8667,1.2427,1.0,13,1.1637,0.9231,1.7815,1.0,UNSTABLE
MGC_0900_E1_RR4.0_CB2_ORB_G4,validated,MGC,0900,ORB_G4,48,0.8975,0.3951,28,0.9542,0.4286,0.4146,5.0,20,0.8182,0.4,0.358,6.0,WINTER-DOMINANT
MGC_1800_E1_RR1.0_CB5_ORB_G5,experimental,MGC,1800,ORB_G5,28,0.8022,2.2426,15,0.864,1.0,13.805,0.0,13,0.731,0.9231,1.3988,1.0,WINTER-DOMINANT
MGC_0900_E1_RR1.0_CB5_ORB_G6,experimental,MGC,0900,ORB_G6,27,0.6034,0.8831,16,0.6573,0.875,1.0118,1.0,11,0.5248,0.8182,0.6958,2.0,WINTER-DOMINANT
MNQ_0900_E1_RR1.0_CB4_ORB_G8,validated,MNQ,0900,ORB_G8,111,0.3607,0.4234,45,0.4393,0.7556,0.5301,2.04,66,0.3071,0.697,0.3532,3.32,WINTER-DOMINANT
MGC_0900_E1_RR1.0_CB3_ORB_G6,experimental,MGC,0900,ORB_G6,30,0.6262,0.9628,18,0.5737,0.8333,0.79,1.17,12,0.705,0.9167,1.3112,1.0,UNSTABLE
MNQ_0900_E3_RR4.0_CB1_ORB_G6,validated,MNQ,0900,ORB_G6,153,0.8216,0.3655,62,0.7438,0.371,0.3247,7.0,91,0.8746,0.4176,0.3922,7.37,SUMMER-DOMINANT
MNQ_0900_E1_RR1.0_CB4_ORB_G6,validated,MNQ,0900,ORB_G6,123,0.3566,0.4227,45,0.4393,0.7556,0.5301,2.04,78,0.3089,0.7051,0.3618,2.27,WINTER-DOMINANT
MGC_0900_E1_RR1.0_CB3_ORB_G8,experimental,MGC,0900,ORB_G8,20,0.5256,0.671,13,0.4801,0.7692,0.5687,2.09,7,0.6099,0.8571,,1.0,LOW-N
MGC_0900_E3_RR1.5_CB1_ORB_G5,validated,MGC,0900,ORB_G5,45,0.7108,0.7199,26,0.7656,0.7692,0.7734,1.0,19,0.6358,0.7368,0.632,1.0,WINTER-DOMINANT
MES_0900_E3_RR1.5_CB1_ORB_G4,experimental,MES,0900,ORB_G4,68,0.5372,0.5177,45,0.581,0.7111,0.5688,3.71,23,0.4515,0.6522,0.4154,3.0,WINTER-DOMINANT
MNQ_1800_E1_RR2.5_CB1_ORB_G6,experimental,MNQ,1800,ORB_G6,132,1.8893,1.7489,51,1.9687,0.902,1.9854,1.0,81,1.8393,0.8642,1.6194,2.0,WINTER-DOMINANT
MNQ_1800_E1_RR2.5_CB1_ORB_G8,experimental,MNQ,1800,ORB_G8,132,1.8893,1.7489,51,1.9687,0.902,1.9854,1.0,81,1.8393,0.8642,1.6194,2.0,WINTER-DOMINANT
MNQ_0900_E3_RR2.5_CB1_ORB_G6,experimental,MNQ,0900,ORB_G6,155,0.6786,0.4206,64,0.7543,0.5312,0.4538,7.68,91,0.6254,0.5165,0.3946,7.0,WINTER-DOMINANT
MNQ_1800_E1_RR1.5_CB4_ORB_G6,experimental,MNQ,1800,ORB_G6,133,1.1604,1.6947,52,1.2386,0.9423,2.207,1.0,81,1.1102,0.8889,1.4753,1.0,WINTER-DOMINANT
MNQ_1800_E1_RR1.5_CB4_ORB_G8,experimental,MNQ,1800,ORB_G8,133,1.1604,1.6947,52,1.2386,0.9423,2.207,1.0,81,1.1102,0.8889,1.4753,1.0,WINTER-DOMINANT
MES_0900_E3_RR2.0_CB1_ORB_G5,validated,MES,0900,ORB_G5,44,0.7392,0.5552,29,0.6954,0.6207,0.5151,3.26,15,0.8237,0.6667,0.616,3.0,SUMMER-DOMINANT
MNQ_0900_E1_RR1.0_CB4_ORB_G4,validated,MNQ,0900,ORB_G4,137,0.3533,0.4259,45,0.4393,0.7556,0.5301,2.04,92,0.3112,0.7174,0.3744,2.27,WINTER-DOMINANT
MNQ_1800_E3_RR2.0_CB1_ORB_G6,validated,MNQ,1800,ORB_G6,125,1.5496,1.9391,48,1.627,0.9375,2.3596,1.0,77,1.5014,0.8961,1.7432,1.0,WINTER-DOMINANT
MNQ_1800_E3_RR2.0_CB1_ORB_G8,validated,MNQ,1800,ORB_G8,125,1.5496,1.9391,48,1.627,0.9375,2.3596,1.0,77,1.5014,0.8961,1.7432,1.0,WINTER-DOMINANT
MNQ_0900_E1_RR1.5_CB1_ORB_G5,validated,MNQ,0900,ORB_G5,149,0.6418,0.6192,53,0.5617,0.6604,0.4965,3.0,96,0.686,0.75,0.6975,2.0,SUMMER-DOMINANT
MGC_0900_E3_RR1.0_CB1_ORB_G5,validated,MGC,0900,ORB_G5,45,0.5732,0.9132,26,0.6256,0.8846,1.0376,1.03,19,0.5015,0.8421,0.7487,1.29,WINTER-DOMINANT
MNQ_0900_E1_RR1.0_CB4_NO_FILTER,validated,MNQ,0900,NO_FILTER,144,0.354,0.4325,45,0.4393,0.7556,0.5301,2.04,99,0.3152,0.7273,0.3867,2.27,WINTER-DOMINANT
MNQ_0900_E1_RR1.5_CB1_ORB_G6,validated,MNQ,0900,ORB_G6,138,0.6376,0.6055,53,0.5617,0.6604,0.4965,3.0,85,0.685,0.7412,0.6815,2.0,SUMMER-DOMINANT
MES_0900_E3_RR1.0_CB1_ORB_G5,validated,MES,0900,ORB_G5,45,0.6217,1.0682,30,0.5809,0.8667,0.9188,2.0,15,0.7035,0.9333,1.4797,1.0,SUMMER-DOMINANT
MGC_0900_E1_RR1.5_CB4_ORB_G6,experimental,MGC,0900,ORB_G6,29,0.6196,0.5596,17,0.67,0.7059,0.6018,1.0,12,0.5482,0.6667,0.4793,2.0,WINTER-DOMINANT
MNQ_0900_E3_RR2.0_CB1_ORB_G8,validated,MNQ,0900,ORB_G8,145,0.7002,0.5163,64,0.7673,0.625,0.5555,3.0,81,0.6472,0.6049,0.4822,4.44,WINTER-DOMINANT
MNQ_1800_E1_RR1.0_CB5_ORB_G5,experimental,MNQ,1800,ORB_G5,135,0.8327,2.2935,52,0.9063,1.0,22.1563,0.0,83,0.7866,0.9398,1.7215,1.21,WINTER-DOMINANT
MGC_1800_E3_RR2.0_CB1_ORB_G6,experimental,MGC,1800,ORB_G6,21,1.5187,1.8025,13,1.5643,0.9231,2.0158,1.0,8,1.4446,0.875,,1.0,LOW-N
MGC_0900_E1_RR1.0_CB3_ORB_G5,experimental,MGC,0900,ORB_G5,41,0.6713,1.2006,23,0.6198,0.8696,0.9614,1.17,18,0.7372,0.9444,1.693,1.0,SUMMER-DOMINANT
MGC_0900_E1_RR1.0_CB4_ORB_G5,experimental,MGC,0900,ORB_G5,40,0.5806,0.8608,22,0.5282,0.8182,0.7139,1.17,18,0.6446,0.8889,1.0753,1.0,SUMMER-DOMINANT
MNQ_0900_E1_RR1.0_CB5_ORB_G8,validated,MNQ,0900,ORB_G8,114,0.3427,0.3976,46,0.4114,0.7391,0.4849,2.49,68,0.2962,0.6912,0.3389,4.22,WINTER-DOMINANT
MES_0030_E3_RR2.5_CB1_NO_FILTER,experimental,MES,0030,NO_FILTER,90,2.1615,12.6686,31,2.2368,1.0,21.7623,0.0,59,2.1219,1.0,11.4111,0.0,WINTER-DOMINANT
MGC_0900_E1_RR3.0_CB5_ORB_G5,validated,MGC,0900,ORB_G5,37,0.8032,0.4273,20,0.8559,0.5,0.4489,2.0,17,0.7412,0.4706,0.3893,3.0,WINTER-DOMINANT
MGC_0900_E1_RR3.0_CB3_ORB_G5,validated,MGC,0900,ORB_G5,39,0.9853,0.5287,21,0.9325,0.5238,0.4932,2.0,18,1.0469,0.5556,0.5556,4.0,SUMMER-DOMINANT
MGC_0900_E1_RR1.5_CB1_ORB_G4,validated,MGC,0900,ORB_G4,52,0.7422,0.7674,32,0.7859,0.7812,0.8149,1.0,20,0.6723,0.75,0.6774,2.0,WINTER-DOMINANT
MGC_1800_E1_RR1.5_CB5_ORB_G6,experimental,MGC,1800,ORB_G6,22,1.0424,1.2518,13,0.9964,0.8462,1.1219,1.0,9,1.1088,0.8889,,1.0,LOW-N
MNQ_0900_E1_RR1.0_CB5_ORB_G6,validated,MNQ,0900,ORB_G6,126,0.3407,0.3995,46,0.4114,0.7391,0.4849,2.49,80,0.3001,0.7,0.3497,3.42,WINTER-DOMINANT
MGC_1800_E1_RR2.0_CB3_ORB_G8,experimental,MGC,1800,ORB_G8,14,1.4709,1.4036,8,1.5185,0.875,,1.0,6,1.4073,0.8333,,1.0,LOW-N
MGC_1800_E1_RR2.0_CB4_ORB_G8,experimental,MGC,1800,ORB_G8,14,1.467,1.4021,8,1.5135,0.875,,1.0,6,1.4051,0.8333,,1.0,LOW-N
MNQ_0900_E1_RR2.0_CB2_ORB_G6,validated,MNQ,0900,ORB_G6,134,0.6044,0.4354,52,0.5385,0.5385,0.3742,4.0,82,0.6462,0.5976,0.4744,4.0,SUMMER-DOMINANT
MGC_1800_E1_RR2.0_CB2_ORB_G5,experimental,MGC,1800,ORB_G5,27,1.372,1.355,15,1.4195,0.8667,1.4387,1.0,12,1.3125,0.8333,1.2097,1.0,WINTER-DOMINANT
MNQ_0900_E3_RR4.0_CB1_ORB_G5,validated,MNQ,0900,ORB_G5,165,0.809,0.3631,62,0.7438,0.371,0.3247,7.0,103,0.8483,0.4175,0.3855,8.0,SUMMER-DOMINANT
MES_0030_E3_RR4.0_CB1_ORB_G4,experimental,MES,0030,ORB_G4,64,3.5176,22.743,21,3.5863,1.0,25.1524,0.0,43,3.484,1.0,23.1327,0.0,WINTER-DOMINANT
MNQ_0900_E3_RR2.5_CB1_ORB_G5,validated,MNQ,0900,ORB_G5,167,0.6917,0.4338,64,0.7543,0.5312,0.4538,7.68,103,0.6528,0.534,0.4191,5.17,WINTER-DOMINANT
MNQ_0900_E1_RR4.0_CB5_ORB_G8,experimental,MNQ,0900,ORB_G8,112,0.6814,0.3005,44,0.6199,0.3409,0.272,8.0,68,0.7211,0.3676,0.3169,8.42,SUMMER-DOMINANT
MES_0030_E3_RR2.0_CB1_NO_FILTER,experimental,MES,0030,NO_FILTER,96,1.7165,11.7555,33,1.7824,1.0,19.4779,0.0,63,1.682,1.0,10.6757,0.0,WINTER-DOMINANT
MGC_0900_E1_RR1.5_CB3_ORB_G4,validated,MGC,0900,ORB_G4,49,0.7255,0.7285,26,0.7725,0.7692,0.7773,1.0,23,0.6724,0.7391,0.6607,1.0,WINTER-DOMINANT
MNQ_0900_E3_RR1.5_CB1_ORB_G5,validated,MNQ,0900,ORB_G5,168,0.6569,0.6496,65,0.5963,0.6769,0.5359,3.0,103,0.6952,0.767,0.7353,4.0,STABLE
MNQ_0900_E1_RR1.5_CB1_ORB_G8,validated,MNQ,0900,ORB_G8,125,0.6186,0.5749,53,0.5617,0.6604,0.4965,3.0,72,0.6605,0.7222,0.6354,2.72,STABLE
MGC_0900_E1_RR2.0_CB1_ORB_G5,validated,MGC,0900,ORB_G5,43,1.0462,0.8597,28,1.0805,0.75,0.8808,2.0,15,0.9822,0.7333,0.793,2.0,STABLE
MGC_0900_E3_RR1.5_CB1_ORB_G6,experimental,MGC,0900,ORB_G6,32,0.6628,0.6261,22,0.6934,0.7273,0.652,1.0,10,0.5955,0.7,0.5407,2.0,STABLE
MNQ_1800_E1_RR1.0_CB5_ORB_G6,experimental,MNQ,1800,ORB_G6,133,0.847,2.5758,52,0.9063,1.0,22.1563,0.0,81,0.809,0.9506,1.9416,1.0,STABLE
MNQ_1800_E1_RR1.0_CB5_ORB_G8,experimental,MNQ,1800,ORB_G8,133,0.847,2.5758,52,0.9063,1.0,22.1563,0.0,81,0.809,0.9506,1.9416,1.0,STABLE
MNQ_0900_E1_RR2.0_CB2_ORB_G4,validated,MNQ,0900,ORB_G4,150,0.6016,0.4386,52,0.5385,0.5385,0.3742,4.0,98,0.635,0.602,0.4737,4.0,STABLE
MGC_0900_E1_RR1.0_CB2_ORB_G8,experimental,MGC,0900,ORB_G8,21,0.5362,0.7014,14,0.5047,0.7857,0.6183,2.0,7,0.5991,0.8571,,1.0,LOW-N
MGC_0900_E1_RR2.0_CB4_ORB_G6,experimental,MGC,0900,ORB_G6,28,0.8043,0.5867,16,0.7643,0.625,0.5407,2.0,12,0.8578,0.6667,0.6251,2.0,STABLE
MNQ_0900_E1_RR1.0_CB5_ORB_G5,validated,MNQ,0900,ORB_G5,134,0.3502,0.4172,46,0.4114,0.7391,0.4849,2.49,88,0.3183,0.7159,0.3799,3.42,STABLE
MGC_1800_E1_RR1.5_CB3_ORB_G8,experimental,MGC,1800,ORB_G8,14,1.0591,1.2127,8,1.0988,0.875,,1.0,6,1.0061,0.8333,,1.0,LOW-N
