trading_day,year,instrument,session,dst_regime,day_of_week,pnl_r,outcome,break_dir,orb_size,entry_price,stop_price,risk_dollars,eb_open,eb_close,c1_break_distance_r,c2_wick_ratio,c3_break_speed_min,c4_entry_bar_engulf,c5_entry_bar_continues,c6_reversal_1bar,c6_reversal_2bar,c6_reversal_3bar,c6_reversal_4bar,c6_reversal_5bar,c6_reversal_6bar,c6_reversal_7bar,c6_reversal_8bar,c6_reversal_10bar,c6_exit_close_1bar,c6_exit_close_2bar,c6_exit_close_3bar,c6_exit_close_4bar,c6_exit_close_5bar,c6_exit_close_6bar,c6_exit_close_7bar,c6_exit_close_8bar,c6_exit_close_10bar
2025-11-10,2025,MGC,1000,clean,0,1.7539,win,long,5.8000,4028.6000,4019.2000,,4028.6000,4031.9000,0.5690,0.0541,1.0000,False,True,False,False,False,False,False,False,False,False,False,,,,,,,,,
2025-11-13,2025,MGC,1000,clean,3,-1.0000,loss,short,4.9000,4190.9000,4196.5000,,4190.9000,4193.3000,0.1837,0.1200,4.0000,True,False,False,True,True,True,True,True,True,True,True,,4192.0000,4192.0000,4192.0000,4192.0000,4192.0000,4192.0000,4192.0000,4192.0000
2025-11-14,2025,MGC,1000,clean,4,-1.0000,loss,short,4.1000,4183.9000,4189.3000,,4183.9000,4183.0000,0.2683,0.5882,1.0000,False,True,False,True,True,True,True,True,True,True,True,,4186.5000,4186.5000,4186.5000,4186.5000,4186.5000,4186.5000,4186.5000,4186.5000
2025-11-17,2025,MGC,1000,clean,0,-1.0000,loss,short,8.6000,4089.5000,4099.7000,,4089.5000,4087.1000,0.1628,0.4118,1.0000,False,True,False,False,False,False,False,False,False,False,True,,,,,,,,,4093.0000
2025-11-18,2025,MGC,1000,clean,1,-1.0000,loss,long,7.7000,4038.0000,4030.1000,,4038.0000,4039.1000,0.0519,0.0000,1.0000,False,True,True,True,True,True,True,True,True,True,True,4037.0000,4037.0000,4037.0000,4037.0000,4037.0000,4037.0000,4037.0000,4037.0000,4037.0000
2025-11-19,2025,MGC,1000,clean,2,-1.0000,loss,short,5.4000,4069.7000,4077.2000,,4069.7000,4069.0000,0.3333,0.0000,35.0000,False,True,False,False,False,False,False,False,False,False,False,,,,,,,,,
2025-11-20,2025,MGC,1000,clean,3,1.5962,win,short,5.3000,4104.2000,4109.6000,,4104.2000,4103.6000,0.0566,0.5652,1.0000,False,True,True,True,True,True,True,True,True,True,True,4104.8000,4104.8000,4104.8000,4104.8000,4104.8000,4104.8000,4104.8000,4104.8000,4104.8000
2025-11-24,2025,MGC,1000,clean,0,1.7539,win,short,6.7000,4063.3000,4072.7000,,4063.3000,4062.3000,0.4328,0.0435,1.0000,False,True,False,False,False,False,False,False,False,False,False,,,,,,,,,
2025-11-25,2025,MGC,1000,clean,1,-1.0000,loss,short,8.4000,4170.2000,4179.5000,,4170.2000,4170.3000,0.1310,0.2174,1.0000,False,False,False,False,True,True,True,True,True,True,True,,,4173.3000,4173.3000,4173.3000,4173.3000,4173.3000,4173.3000,4173.3000
2025-12-03,2025,MGC,1000,clean,2,-0.7275,early_exit,short,5.7000,4237.9000,4244.4000,,4237.9000,4240.0000,0.1228,0.2222,1.0000,True,False,True,True,True,True,True,True,True,True,True,4239.9000,4239.9000,4239.9000,4239.9000,4239.9000,4239.9000,4239.9000,4239.9000,4239.9000
2025-12-11,2025,MGC,1000,clean,3,-1.0000,loss,long,4.1000,4266.4000,4260.6000,,4266.4000,4266.6000,0.4634,0.0000,1.0000,False,True,False,False,False,False,False,False,False,False,False,,,,,,,,,
2025-12-12,2025,MGC,1000,clean,4,-1.0000,loss,long,4.3000,4307.9000,4303.5000,,4307.9000,4308.4000,0.0698,0.2727,4.0000,False,True,False,False,False,False,True,True,True,True,True,,,,,4307.8000,4307.8000,4307.8000,4307.8000,4307.8000
2025-12-15,2025,MGC,1000,clean,0,1.6567,win,long,6.0000,4338.5000,4332.0000,,4338.5000,4337.0000,0.1000,0.2000,1.0000,True,False,True,True,True,True,True,True,True,True,True,4336.7000,4336.7000,4336.7000,4336.7000,4336.7000,4336.7000,4336.7000,4336.7000,4336.7000
2025-12-22,2025,MGC,1000,clean,0,1.7243,win,long,7.8000,4393.5000,4385.2000,,4393.5000,4396.0000,0.0897,0.1111,1.0000,False,True,False,False,False,False,False,False,False,False,False,,,,,,,,,
2025-12-23,2025,MGC,1000,clean,1,1.6420,win,long,5.1000,4496.8000,4490.6000,,4496.8000,4498.2000,0.2157,0.5333,1.0000,False,True,False,False,True,True,True,True,True,True,True,,,4495.6000,4495.6000,4495.6000,4495.6000,4495.6000,4495.6000,4495.6000
2025-12-24,2025,MGC,1000,clean,2,-0.3796,early_exit,long,11.2000,4543.9000,4531.2000,,4543.9000,4544.1000,0.0804,0.0500,1.0000,False,True,False,False,False,False,False,False,False,False,False,,,,,,,,,
2025-12-26,2025,MGC,1000,clean,4,1.7149,win,long,5.0000,4531.9000,4523.9000,,4531.9000,4530.7000,0.6000,0.3077,1.0000,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
2025-12-29,2025,MGC,1000,clean,0,1.8749,win,short,15.4000,4532.6000,4551.9000,,4532.6000,4528.2000,0.2727,0.4000,1.0000,False,True,False,False,False,False,False,False,False,False,False,,,,,,,,,
2025-12-30,2025,MGC,1000,clean,1,-0.6649,early_exit,long,8.2000,4363.8000,4353.6000,,4363.8000,4362.5000,0.2317,0.0000,3.0000,False,False,False,False,False,True,True,True,True,True,True,,,,4360.4000,4360.4000,4360.4000,4360.4000,4360.4000,4360.4000
2025-12-31,2025,MGC,1000,clean,2,-1.0000,loss,short,5.1000,4348.5000,4356.0000,,4348.5000,4345.7000,0.4314,0.4000,10.0000,False,True,False,False,False,False,False,False,False,False,True,,,,,,,,,4351.6000
2026-01-02,2026,MGC,1000,clean,4,-1.0000,loss,long,4.3000,4363.2000,4358.3000,,4363.2000,4361.3000,0.2791,0.0278,1.0000,True,False,False,True,True,True,True,True,True,True,True,,4361.9000,4361.9000,4361.9000,4361.9000,4361.9000,4361.9000,4361.9000,4361.9000
2026-01-05,2026,MGC,1000,clean,0,1.7149,win,long,4.8000,4387.9000,4379.9000,,4387.9000,4388.9000,0.6458,0.3103,1.0000,False,True,False,False,False,False,False,False,False,False,False,,,,,,,,,
2026-01-06,2026,MGC,1000,clean,1,-1.0000,loss,long,4.6000,4453.0000,4446.5000,,4453.0000,4452.0000,0.3261,0.6364,10.0000,False,False,True,True,True,True,True,True,True,True,True,4450.7000,4450.7000,4450.7000,4450.7000,4450.7000,4450.7000,4450.7000,4450.7000,4450.7000
2026-01-07,2026,MGC,1000,clean,2,-1.0000,loss,short,4.1000,4501.0000,4505.5000,,4501.0000,4501.3000,0.0976,0.0833,1.0000,False,False,True,True,True,True,True,True,True,True,True,4502.0000,4502.0000,4502.0000,4502.0000,4502.0000,4502.0000,4502.0000,4502.0000,4502.0000
2026-01-12,2026,MGC,1000,clean,0,1.8006,win,long,9.3000,4558.1000,4546.3000,,4558.1000,4558.1000,0.2581,0.1818,1.0000,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
2026-01-13,2026,MGC,1000,clean,1,1.6316,win,short,5.9000,4601.7000,4607.7000,,4601.7000,4602.5000,0.0678,0.0833,1.0000,True,False,False,False,False,False,True,True,True,True,True,,,,,4601.8000,4601.8000,4601.8000,4601.8000,4601.8000
2026-01-14,2026,MGC,1000,clean,2,1.7386,win,long,6.6000,4613.2000,4604.4000,,4613.2000,4614.8000,0.3939,0.0286,1.0000,False,True,False,False,False,False,False,False,False,False,False,,,,,,,,,
2026-01-15,2026,MGC,1000,clean,3,-1.0000,loss,long,5.6000,4621.6000,4615.9000,,4621.6000,4621.4000,0.0714,0.7333,18.0000,True,False,False,True,True,True,True,True,True,True,True,,4620.7000,4620.7000,4620.7000,4620.7000,4620.7000,4620.7000,4620.7000,4620.7000
2026-01-16,2026,MGC,1000,clean,4,-1.0000,loss,short,4.2000,4609.7000,4614.5000,,4609.7000,4609.2000,0.1905,0.7500,1.0000,False,True,False,False,False,True,True,True,True,True,True,,,,4611.0000,4611.0000,4611.0000,4611.0000,4611.0000,4611.0000
2026-01-19,2026,MGC,1000,clean,0,-1.0000,loss,short,8.6000,4673.5000,4684.3000,,4673.5000,4674.1000,0.1977,0.2500,4.0000,False,False,True,True,True,True,True,True,True,True,True,4675.7000,4675.7000,4675.7000,4675.7000,4675.7000,4675.7000,4675.7000,4675.7000,4675.7000
2026-01-21,2026,MGC,1000,clean,2,1.6087,win,long,5.3000,4780.1000,4774.5000,,4780.1000,4780.3000,0.0943,0.4167,1.0000,False,True,False,True,True,True,True,True,True,True,True,,4779.8000,4779.8000,4779.8000,4779.8000,4779.8000,4779.8000,4779.8000,4779.8000
2026-01-22,2026,MGC,1000,clean,3,-0.4828,early_exit,long,9.0000,4791.9000,4779.4000,,4791.9000,4792.2000,0.3667,0.0769,1.0000,False,True,False,False,False,False,False,False,True,True,True,,,,,,,4786.7000,4786.7000,4786.7000
2026-01-23,2026,MGC,1000,clean,4,-1.0000,loss,short,5.6000,4954.7000,4965.4000,,4954.7000,4956.3000,0.8929,0.1714,1.0000,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
2026-01-26,2026,MGC,1000,clean,0,-1.0000,loss,long,7.4000,5041.4000,5033.1000,,5041.4000,5038.6000,0.1351,0.3333,1.0000,True,False,True,True,True,True,True,True,True,True,True,5034.3000,5034.3000,5034.3000,5034.3000,5034.3000,5034.3000,5034.3000,5034.3000,5034.3000
2026-01-27,2026,MGC,1000,clean,1,-0.8046,early_exit,long,11.4000,5046.6000,5032.6000,,5046.6000,5045.7000,0.2719,0.3182,1.0000,False,False,False,True,True,True,True,True,True,True,True,,5042.4000,5042.4000,5042.4000,5042.4000,5042.4000,5042.4000,5042.4000,5042.4000
2026-01-28,2026,MGC,1000,clean,2,1.8467,win,long,13.5000,5211.5000,5195.9000,,5211.5000,5213.2000,0.1852,0.0000,1.0000,False,True,False,False,False,False,False,True,True,True,True,,,,,,5208.0000,5208.0000,5208.0000,5208.0000
2026-01-29,2026,MGC,1000,clean,3,-0.6615,early_exit,long,59.3000,5549.4000,5481.4000,,5549.4000,5548.0000,0.1535,0.1486,1.0000,False,False,False,False,False,False,True,True,True,True,True,,,,,5536.4000,5536.4000,5536.4000,5536.4000,5536.4000
2026-01-30,2026,MGC,1000,clean,4,-1.0000,loss,long,11.1000,5477.3000,5460.8000,,5477.3000,5476.7000,0.5045,0.0469,1.0000,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,5469.6000,5469.6000
2026-02-02,2026,MGC,1000,clean,0,-1.0000,loss,long,44.1000,4841.6000,4763.3000,,4841.6000,4839.5000,0.7846,0.1667,3.0000,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,
2026-02-03,2026,MGC,1000,clean,1,-0.2004,early_exit,short,23.8000,4789.9000,4819.7000,,4789.9000,4800.8000,0.2857,0.7419,137.0000,True,False,True,True,True,True,True,True,True,True,True,4796.3000,4796.3000,4796.3000,4796.3000,4796.3000,4796.3000,4796.3000,4796.3000,4796.3000
2026-02-04,2026,MGC,1000,clean,2,1.8429,win,long,13.4000,4982.1000,4966.9000,,4982.1000,4988.2000,0.1716,0.1935,1.0000,False,True,False,False,False,False,False,False,False,False,False,,,,,,,,,
