instrument,session,dst_regime,delay_bucket,hold_minutes,n,avg_r,win_rate,sample_class
MES,0030,SUMMER,0-2,1,32,-0.402200,0.062500,REGIME
MES,0030,SUMMER,0-2,2,32,-0.405800,0.062500,REGIME
MES,0030,SUMMER,0-2,5,32,-0.407900,0.062500,REGIME
MES,0030,SUMMER,0-2,10,32,-0.428900,0.031200,REGIME
MES,0030,SUMMER,0-2,15,32,-0.405400,0.093800,REGIME
MES,0030,SUMMER,0-2,20,32,-0.419000,0.093800,REGIME
MES,0030,SUMMER,0-2,30,32,-0.431300,0.125000,REGIME
MES,0030,SUMMER,0-2,45,32,-0.398900,0.156200,REGIME
MES,0030,SUMMER,0-2,60,32,-0.359600,0.250000,REGIME
MES,0030,SUMMER,0-2,90,32,-0.312500,0.250000,REGIME
MES,0030,SUMMER,0-2,120,32,-0.244700,0.281200,REGIME
MES,0030,SUMMER,0-2,180,32,-0.367100,0.281200,REGIME
MES,0030,SUMMER,2-5,1,0,,,INVALID
MES,0030,SUMMER,2-5,2,0,,,INVALID
MES,0030,SUMMER,2-5,5,0,,,INVALID
MES,0030,SUMMER,2-5,10,0,,,INVALID
MES,0030,SUMMER,2-5,15,0,,,INVALID
MES,0030,SUMMER,2-5,20,0,,,INVALID
MES,0030,SUMMER,2-5,30,0,,,INVALID
MES,0030,SUMMER,2-5,45,0,,,INVALID
MES,0030,SUMMER,2-5,60,0,,,INVALID
MES,0030,SUMMER,2-5,90,0,,,INVALID
MES,0030,SUMMER,2-5,120,0,,,INVALID
MES,0030,SUMMER,2-5,180,0,,,INVALID
MES,0030,SUMMER,5-10,1,3,-0.018600,0.333300,INVALID
MES,0030,SUMMER,5-10,2,3,0.002100,0.333300,INVALID
MES,0030,SUMMER,5-10,5,3,0.002200,0.666700,INVALID
MES,0030,SUMMER,5-10,10,3,0.029600,0.666700,INVALID
MES,0030,SUMMER,5-10,15,3,0.038600,0.666700,INVALID
MES,0030,SUMMER,5-10,20,3,-0.027100,0.666700,INVALID
MES,0030,SUMMER,5-10,30,3,-0.057000,0.333300,INVALID
MES,0030,SUMMER,5-10,45,3,0.233700,1.000000,INVALID
MES,0030,SUMMER,5-10,60,3,0.228400,1.000000,INVALID
MES,0030,SUMMER,5-10,90,3,0.351600,1.000000,INVALID
MES,0030,SUMMER,5-10,120,3,0.492400,1.000000,INVALID
MES,0030,SUMMER,5-10,180,3,0.627800,1.000000,INVALID
MES,0030,SUMMER,10-20,1,6,0.187600,0.833300,INVALID
MES,0030,SUMMER,10-20,2,6,0.241300,1.000000,INVALID
MES,0030,SUMMER,10-20,5,6,0.225400,0.666700,INVALID
MES,0030,SUMMER,10-20,10,6,0.132200,0.666700,INVALID
MES,0030,SUMMER,10-20,15,6,0.192600,0.833300,INVALID
MES,0030,SUMMER,10-20,20,6,0.255200,0.833300,INVALID
MES,0030,SUMMER,10-20,30,6,0.152000,0.666700,INVALID
MES,0030,SUMMER,10-20,45,6,0.258600,0.666700,INVALID
MES,0030,SUMMER,10-20,60,6,0.224900,0.666700,INVALID
MES,0030,SUMMER,10-20,90,6,0.204300,0.666700,INVALID
MES,0030,SUMMER,10-20,120,6,0.097300,0.500000,INVALID
MES,0030,SUMMER,10-20,180,6,-0.279600,0.333300,INVALID
MES,0030,SUMMER,20-30,1,2,0.029400,0.500000,INVALID
MES,0030,SUMMER,20-30,2,2,-0.032500,0.500000,INVALID
MES,0030,SUMMER,20-30,5,2,0.096700,1.000000,INVALID
MES,0030,SUMMER,20-30,10,2,-0.152500,0.000000,INVALID
MES,0030,SUMMER,20-30,15,2,-0.212100,0.500000,INVALID
MES,0030,SUMMER,20-30,20,2,-0.447400,0.500000,INVALID
MES,0030,SUMMER,20-30,30,2,-0.460500,0.500000,INVALID
MES,0030,SUMMER,20-30,45,2,-0.157900,0.500000,INVALID
MES,0030,SUMMER,20-30,60,2,-0.184200,0.500000,INVALID
MES,0030,SUMMER,20-30,90,2,-0.355300,0.500000,INVALID
MES,0030,SUMMER,20-30,120,2,-0.828900,0.000000,INVALID
MES,0030,SUMMER,20-30,180,2,-1.000000,0.000000,INVALID
MES,0030,SUMMER,30+,1,34,0.026900,0.588200,REGIME
MES,0030,SUMMER,30+,2,34,0.036800,0.529400,REGIME
MES,0030,SUMMER,30+,5,34,0.117000,0.617600,REGIME
MES,0030,SUMMER,30+,10,34,0.045100,0.529400,REGIME
MES,0030,SUMMER,30+,15,34,-0.028800,0.441200,REGIME
MES,0030,SUMMER,30+,20,34,-0.063400,0.441200,REGIME
MES,0030,SUMMER,30+,30,34,-0.070400,0.441200,REGIME
MES,0030,SUMMER,30+,45,34,-0.048600,0.382400,REGIME
MES,0030,SUMMER,30+,60,34,-0.114000,0.323500,REGIME
MES,0030,SUMMER,30+,90,34,-0.062700,0.352900,REGIME
MES,0030,SUMMER,30+,120,34,0.008200,0.470600,REGIME
MES,0030,SUMMER,30+,180,34,0.031800,0.441200,REGIME
MES,0030,WINTER,0-2,1,32,-0.490500,0.031200,REGIME
MES,0030,WINTER,0-2,2,32,-0.480500,0.062500,REGIME
MES,0030,WINTER,0-2,5,32,-0.491200,0.062500,REGIME
MES,0030,WINTER,0-2,10,32,-0.473200,0.125000,REGIME
MES,0030,WINTER,0-2,15,32,-0.499100,0.125000,REGIME
MES,0030,WINTER,0-2,20,32,-0.507400,0.093800,REGIME
MES,0030,WINTER,0-2,30,32,-0.480300,0.125000,REGIME
MES,0030,WINTER,0-2,45,32,-0.475100,0.156200,REGIME
MES,0030,WINTER,0-2,60,32,-0.499100,0.125000,REGIME
MES,0030,WINTER,0-2,90,32,-0.499200,0.187500,REGIME
MES,0030,WINTER,0-2,120,32,-0.457500,0.281200,REGIME
MES,0030,WINTER,0-2,180,32,-0.596000,0.125000,REGIME
MES,0030,WINTER,2-5,1,2,0.161300,1.000000,INVALID
MES,0030,WINTER,2-5,2,2,0.181000,1.000000,INVALID
MES,0030,WINTER,2-5,5,2,0.190400,1.000000,INVALID
MES,0030,WINTER,2-5,10,2,0.087900,0.500000,INVALID
MES,0030,WINTER,2-5,15,2,-0.076300,0.500000,INVALID
MES,0030,WINTER,2-5,20,2,-0.005100,0.500000,INVALID
MES,0030,WINTER,2-5,30,2,-0.035600,0.500000,INVALID
MES,0030,WINTER,2-5,45,2,0.043600,0.500000,INVALID
MES,0030,WINTER,2-5,60,2,0.048700,1.000000,INVALID
MES,0030,WINTER,2-5,90,2,-0.192600,0.000000,INVALID
MES,0030,WINTER,2-5,120,2,-0.364800,0.000000,INVALID
MES,0030,WINTER,2-5,180,2,-0.215100,0.500000,INVALID
MES,0030,WINTER,5-10,1,0,,,INVALID
MES,0030,WINTER,5-10,2,0,,,INVALID
MES,0030,WINTER,5-10,5,0,,,INVALID
MES,0030,WINTER,5-10,10,0,,,INVALID
MES,0030,WINTER,5-10,15,0,,,INVALID
MES,0030,WINTER,5-10,20,0,,,INVALID
MES,0030,WINTER,5-10,30,0,,,INVALID
MES,0030,WINTER,5-10,45,0,,,INVALID
MES,0030,WINTER,5-10,60,0,,,INVALID
MES,0030,WINTER,5-10,90,0,,,INVALID
MES,0030,WINTER,5-10,120,0,,,INVALID
MES,0030,WINTER,5-10,180,0,,,INVALID
MES,0030,WINTER,10-20,1,2,0.069800,1.000000,INVALID
MES,0030,WINTER,10-20,2,2,0.038500,0.500000,INVALID
MES,0030,WINTER,10-20,5,2,0.064100,0.500000,INVALID
MES,0030,WINTER,10-20,10,2,-0.025600,0.000000,INVALID
MES,0030,WINTER,10-20,15,2,-0.075500,0.000000,INVALID
MES,0030,WINTER,10-20,20,2,-0.075500,0.000000,INVALID
MES,0030,WINTER,10-20,30,2,-0.116800,0.500000,INVALID
MES,0030,WINTER,10-20,45,2,-0.578300,0.000000,INVALID
MES,0030,WINTER,10-20,60,2,-0.551300,0.000000,INVALID
MES,0030,WINTER,10-20,90,2,-0.572600,0.000000,INVALID
MES,0030,WINTER,10-20,120,2,-0.578300,0.000000,INVALID
MES,0030,WINTER,10-20,180,2,-0.444400,0.500000,INVALID
MES,0030,WINTER,20-30,1,3,-0.023700,0.333300,INVALID
MES,0030,WINTER,20-30,2,3,-0.332300,0.333300,INVALID
MES,0030,WINTER,20-30,5,3,-0.430400,0.333300,INVALID
MES,0030,WINTER,20-30,10,3,-0.428100,0.333300,INVALID
MES,0030,WINTER,20-30,15,3,-0.443800,0.333300,INVALID
MES,0030,WINTER,20-30,20,3,-0.333700,0.333300,INVALID
MES,0030,WINTER,20-30,30,3,-0.340300,0.333300,INVALID
MES,0030,WINTER,20-30,45,3,-0.006000,0.666700,INVALID
MES,0030,WINTER,20-30,60,3,-0.099400,0.666700,INVALID
MES,0030,WINTER,20-30,90,3,-0.428100,0.333300,INVALID
MES,0030,WINTER,20-30,120,3,-0.268300,0.333300,INVALID
MES,0030,WINTER,20-30,180,3,-0.479500,0.000000,INVALID
MES,0030,WINTER,30+,1,13,0.010400,0.384600,INVALID
MES,0030,WINTER,30+,2,13,-0.019000,0.461500,INVALID
MES,0030,WINTER,30+,5,13,0.040800,0.692300,INVALID
MES,0030,WINTER,30+,10,13,0.053800,0.538500,INVALID
MES,0030,WINTER,30+,15,13,0.078800,0.538500,INVALID
MES,0030,WINTER,30+,20,13,0.042800,0.538500,INVALID
MES,0030,WINTER,30+,30,13,0.123500,0.615400,INVALID
MES,0030,WINTER,30+,45,13,-0.013900,0.461500,INVALID
MES,0030,WINTER,30+,60,13,-0.045900,0.461500,INVALID
MES,0030,WINTER,30+,90,13,-0.045300,0.384600,INVALID
MES,0030,WINTER,30+,120,13,-0.208600,0.307700,INVALID
MES,0030,WINTER,30+,180,13,-0.407500,0.230800,INVALID
MES,0900,SUMMER,0-2,1,1,0.058800,1.000000,INVALID
MES,0900,SUMMER,0-2,2,1,0.352900,1.000000,INVALID
MES,0900,SUMMER,0-2,5,1,0.529400,1.000000,INVALID
MES,0900,SUMMER,0-2,10,1,0.000000,0.000000,INVALID
MES,0900,SUMMER,0-2,15,1,0.352900,1.000000,INVALID
MES,0900,SUMMER,0-2,20,1,-0.411800,0.000000,INVALID
MES,0900,SUMMER,0-2,30,1,-1.000000,0.000000,INVALID
MES,0900,SUMMER,0-2,45,1,-1.000000,0.000000,INVALID
MES,0900,SUMMER,0-2,60,1,-1.000000,0.000000,INVALID
MES,0900,SUMMER,0-2,90,1,-1.000000,0.000000,INVALID
MES,0900,SUMMER,0-2,120,1,-1.000000,0.000000,INVALID
MES,0900,SUMMER,0-2,180,1,-1.000000,0.000000,INVALID
MES,0900,SUMMER,2-5,1,0,,,INVALID
MES,0900,SUMMER,2-5,2,0,,,INVALID
MES,0900,SUMMER,2-5,5,0,,,INVALID
MES,0900,SUMMER,2-5,10,0,,,INVALID
MES,0900,SUMMER,2-5,15,0,,,INVALID
MES,0900,SUMMER,2-5,20,0,,,INVALID
MES,0900,SUMMER,2-5,30,0,,,INVALID
MES,0900,SUMMER,2-5,45,0,,,INVALID
MES,0900,SUMMER,2-5,60,0,,,INVALID
MES,0900,SUMMER,2-5,90,0,,,INVALID
MES,0900,SUMMER,2-5,120,0,,,INVALID
MES,0900,SUMMER,2-5,180,0,,,INVALID
MES,0900,SUMMER,5-10,1,0,,,INVALID
MES,0900,SUMMER,5-10,2,0,,,INVALID
MES,0900,SUMMER,5-10,5,0,,,INVALID
MES,0900,SUMMER,5-10,10,0,,,INVALID
MES,0900,SUMMER,5-10,15,0,,,INVALID
MES,0900,SUMMER,5-10,20,0,,,INVALID
MES,0900,SUMMER,5-10,30,0,,,INVALID
MES,0900,SUMMER,5-10,45,0,,,INVALID
MES,0900,SUMMER,5-10,60,0,,,INVALID
MES,0900,SUMMER,5-10,90,0,,,INVALID
MES,0900,SUMMER,5-10,120,0,,,INVALID
MES,0900,SUMMER,5-10,180,0,,,INVALID
MES,0900,SUMMER,10-20,1,2,0.753500,1.000000,INVALID
MES,0900,SUMMER,10-20,2,2,0.190700,0.500000,INVALID
MES,0900,SUMMER,10-20,5,2,-1.000000,0.000000,INVALID
MES,0900,SUMMER,10-20,10,2,-1.000000,0.000000,INVALID
MES,0900,SUMMER,10-20,15,2,-1.000000,0.000000,INVALID
MES,0900,SUMMER,10-20,20,2,-1.000000,0.000000,INVALID
MES,0900,SUMMER,10-20,30,2,-1.000000,0.000000,INVALID
MES,0900,SUMMER,10-20,45,2,-1.000000,0.000000,INVALID
MES,0900,SUMMER,10-20,60,2,-1.000000,0.000000,INVALID
MES,0900,SUMMER,10-20,90,2,-1.000000,0.000000,INVALID
MES,0900,SUMMER,10-20,120,2,-1.000000,0.000000,INVALID
MES,0900,SUMMER,10-20,180,2,-1.000000,0.000000,INVALID
MES,0900,SUMMER,20-30,1,0,,,INVALID
MES,0900,SUMMER,20-30,2,0,,,INVALID
MES,0900,SUMMER,20-30,5,0,,,INVALID
MES,0900,SUMMER,20-30,10,0,,,INVALID
MES,0900,SUMMER,20-30,15,0,,,INVALID
MES,0900,SUMMER,20-30,20,0,,,INVALID
MES,0900,SUMMER,20-30,30,0,,,INVALID
MES,0900,SUMMER,20-30,45,0,,,INVALID
MES,0900,SUMMER,20-30,60,0,,,INVALID
MES,0900,SUMMER,20-30,90,0,,,INVALID
MES,0900,SUMMER,20-30,120,0,,,INVALID
MES,0900,SUMMER,20-30,180,0,,,INVALID
MES,0900,SUMMER,30+,1,10,-0.121200,0.400000,INVALID
MES,0900,SUMMER,30+,2,10,-0.207000,0.300000,INVALID
MES,0900,SUMMER,30+,5,10,-0.190300,0.400000,INVALID
MES,0900,SUMMER,30+,10,10,-0.295500,0.300000,INVALID
MES,0900,SUMMER,30+,15,10,-0.327300,0.200000,INVALID
MES,0900,SUMMER,30+,20,10,-0.286400,0.300000,INVALID
MES,0900,SUMMER,30+,30,10,-0.400000,0.200000,INVALID
MES,0900,SUMMER,30+,45,10,-0.400000,0.200000,INVALID
MES,0900,SUMMER,30+,60,10,-0.400000,0.200000,INVALID
MES,0900,SUMMER,30+,90,10,-0.400000,0.200000,INVALID
MES,0900,SUMMER,30+,120,10,-0.400000,0.200000,INVALID
MES,0900,SUMMER,30+,180,10,-0.400000,0.200000,INVALID
MES,0900,WINTER,0-2,1,5,-0.454500,0.000000,INVALID
MES,0900,WINTER,0-2,2,5,-0.478800,0.000000,INVALID
MES,0900,WINTER,0-2,5,5,-0.423100,0.200000,INVALID
MES,0900,WINTER,0-2,10,5,-0.349400,0.200000,INVALID
MES,0900,WINTER,0-2,15,5,-0.327400,0.200000,INVALID
MES,0900,WINTER,0-2,20,5,-0.270900,0.400000,INVALID
MES,0900,WINTER,0-2,30,5,0.014000,0.400000,INVALID
MES,0900,WINTER,0-2,45,5,0.187100,0.400000,INVALID
MES,0900,WINTER,0-2,60,5,0.200000,0.400000,INVALID
MES,0900,WINTER,0-2,90,5,0.200000,0.400000,INVALID
MES,0900,WINTER,0-2,120,5,0.200000,0.400000,INVALID
MES,0900,WINTER,0-2,180,5,0.200000,0.400000,INVALID
MES,0900,WINTER,2-5,1,0,,,INVALID
MES,0900,WINTER,2-5,2,0,,,INVALID
MES,0900,WINTER,2-5,5,0,,,INVALID
MES,0900,WINTER,2-5,10,0,,,INVALID
MES,0900,WINTER,2-5,15,0,,,INVALID
MES,0900,WINTER,2-5,20,0,,,INVALID
MES,0900,WINTER,2-5,30,0,,,INVALID
MES,0900,WINTER,2-5,45,0,,,INVALID
MES,0900,WINTER,2-5,60,0,,,INVALID
MES,0900,WINTER,2-5,90,0,,,INVALID
MES,0900,WINTER,2-5,120,0,,,INVALID
MES,0900,WINTER,2-5,180,0,,,INVALID
MES,0900,WINTER,5-10,1,0,,,INVALID
MES,0900,WINTER,5-10,2,0,,,INVALID
MES,0900,WINTER,5-10,5,0,,,INVALID
MES,0900,WINTER,5-10,10,0,,,INVALID
MES,0900,WINTER,5-10,15,0,,,INVALID
MES,0900,WINTER,5-10,20,0,,,INVALID
MES,0900,WINTER,5-10,30,0,,,INVALID
MES,0900,WINTER,5-10,45,0,,,INVALID
MES,0900,WINTER,5-10,60,0,,,INVALID
MES,0900,WINTER,5-10,90,0,,,INVALID
MES,0900,WINTER,5-10,120,0,,,INVALID
MES,0900,WINTER,5-10,180,0,,,INVALID
MES,0900,WINTER,10-20,1,0,,,INVALID
MES,0900,WINTER,10-20,2,0,,,INVALID
MES,0900,WINTER,10-20,5,0,,,INVALID
MES,0900,WINTER,10-20,10,0,,,INVALID
MES,0900,WINTER,10-20,15,0,,,INVALID
MES,0900,WINTER,10-20,20,0,,,INVALID
MES,0900,WINTER,10-20,30,0,,,INVALID
MES,0900,WINTER,10-20,45,0,,,INVALID
MES,0900,WINTER,10-20,60,0,,,INVALID
MES,0900,WINTER,10-20,90,0,,,INVALID
MES,0900,WINTER,10-20,120,0,,,INVALID
MES,0900,WINTER,10-20,180,0,,,INVALID
MES,0900,WINTER,20-30,1,1,0.105300,1.000000,INVALID
MES,0900,WINTER,20-30,2,1,0.421100,1.000000,INVALID
MES,0900,WINTER,20-30,5,1,2.000000,1.000000,INVALID
MES,0900,WINTER,20-30,10,1,2.000000,1.000000,INVALID
MES,0900,WINTER,20-30,15,1,2.000000,1.000000,INVALID
MES,0900,WINTER,20-30,20,1,2.000000,1.000000,INVALID
MES,0900,WINTER,20-30,30,1,2.000000,1.000000,INVALID
MES,0900,WINTER,20-30,45,1,2.000000,1.000000,INVALID
MES,0900,WINTER,20-30,60,1,2.000000,1.000000,INVALID
MES,0900,WINTER,20-30,90,1,2.000000,1.000000,INVALID
MES,0900,WINTER,20-30,120,1,2.000000,1.000000,INVALID
MES,0900,WINTER,20-30,180,1,2.000000,1.000000,INVALID
MES,0900,WINTER,30+,1,15,-0.212900,0.466700,INVALID
MES,0900,WINTER,30+,2,15,-0.118400,0.266700,INVALID
MES,0900,WINTER,30+,5,15,-0.011000,0.533300,INVALID
MES,0900,WINTER,30+,10,15,-0.071700,0.466700,INVALID
MES,0900,WINTER,30+,15,15,0.049600,0.533300,INVALID
MES,0900,WINTER,30+,20,15,0.060600,0.533300,INVALID
MES,0900,WINTER,30+,30,15,-0.109800,0.400000,INVALID
MES,0900,WINTER,30+,45,15,-0.138500,0.333300,INVALID
MES,0900,WINTER,30+,60,15,-0.089300,0.400000,INVALID
MES,0900,WINTER,30+,90,15,-0.109900,0.333300,INVALID
MES,0900,WINTER,30+,120,15,-0.367700,0.200000,INVALID
MES,0900,WINTER,30+,180,15,-0.400000,0.200000,INVALID
MES,1000,ALL,0-2,1,6,-0.453600,0.166700,INVALID
MES,1000,ALL,0-2,2,6,-0.655400,0.000000,INVALID
MES,1000,ALL,0-2,5,6,-0.551000,0.166700,INVALID
MES,1000,ALL,0-2,10,6,-0.676900,0.166700,INVALID
MES,1000,ALL,0-2,15,6,-0.711500,0.000000,INVALID
MES,1000,ALL,0-2,20,6,-0.583300,0.333300,INVALID
MES,1000,ALL,0-2,30,6,-0.871800,0.000000,INVALID
MES,1000,ALL,0-2,45,6,-1.000000,0.000000,INVALID
MES,1000,ALL,0-2,60,6,-1.000000,0.000000,INVALID
MES,1000,ALL,0-2,90,6,-1.000000,0.000000,INVALID
MES,1000,ALL,0-2,120,6,-1.000000,0.000000,INVALID
MES,1000,ALL,0-2,180,6,-1.000000,0.000000,INVALID
MES,1000,ALL,2-5,1,4,0.284000,0.750000,INVALID
MES,1000,ALL,2-5,2,4,0.260300,0.750000,INVALID
MES,1000,ALL,2-5,5,4,0.204100,0.500000,INVALID
MES,1000,ALL,2-5,10,4,0.076900,0.500000,INVALID
MES,1000,ALL,2-5,15,4,0.211500,0.500000,INVALID
MES,1000,ALL,2-5,20,4,-0.163500,0.250000,INVALID
MES,1000,ALL,2-5,30,4,-0.250000,0.250000,INVALID
MES,1000,ALL,2-5,45,4,-0.250000,0.250000,INVALID
MES,1000,ALL,2-5,60,4,-0.250000,0.250000,INVALID
MES,1000,ALL,2-5,90,4,-0.250000,0.250000,INVALID
MES,1000,ALL,2-5,120,4,-0.250000,0.250000,INVALID
MES,1000,ALL,2-5,180,4,-0.250000,0.250000,INVALID
MES,1000,ALL,5-10,1,2,-0.544100,0.000000,INVALID
MES,1000,ALL,5-10,2,2,-0.676500,0.000000,INVALID
MES,1000,ALL,5-10,5,2,-0.911800,0.000000,INVALID
MES,1000,ALL,5-10,10,2,-0.602900,0.000000,INVALID
MES,1000,ALL,5-10,15,2,-0.441200,0.500000,INVALID
MES,1000,ALL,5-10,20,2,-0.235300,0.500000,INVALID
MES,1000,ALL,5-10,30,2,-0.161800,0.500000,INVALID
MES,1000,ALL,5-10,45,2,-0.455900,0.500000,INVALID
MES,1000,ALL,5-10,60,2,-0.661800,0.000000,INVALID
MES,1000,ALL,5-10,90,2,-0.073500,0.500000,INVALID
MES,1000,ALL,5-10,120,2,0.500000,0.500000,INVALID
MES,1000,ALL,5-10,180,2,0.500000,0.500000,INVALID
MES,1000,ALL,10-20,1,1,0.565200,1.000000,INVALID
MES,1000,ALL,10-20,2,1,0.608700,1.000000,INVALID
MES,1000,ALL,10-20,5,1,-1.000000,0.000000,INVALID
MES,1000,ALL,10-20,10,1,-1.000000,0.000000,INVALID
MES,1000,ALL,10-20,15,1,-1.000000,0.000000,INVALID
MES,1000,ALL,10-20,20,1,-1.000000,0.000000,INVALID
MES,1000,ALL,10-20,30,1,-1.000000,0.000000,INVALID
MES,1000,ALL,10-20,45,1,-1.000000,0.000000,INVALID
MES,1000,ALL,10-20,60,1,-1.000000,0.000000,INVALID
MES,1000,ALL,10-20,90,1,-1.000000,0.000000,INVALID
MES,1000,ALL,10-20,120,1,-1.000000,0.000000,INVALID
MES,1000,ALL,10-20,180,1,-1.000000,0.000000,INVALID
MES,1000,ALL,20-30,1,0,,,INVALID
MES,1000,ALL,20-30,2,0,,,INVALID
MES,1000,ALL,20-30,5,0,,,INVALID
MES,1000,ALL,20-30,10,0,,,INVALID
MES,1000,ALL,20-30,15,0,,,INVALID
MES,1000,ALL,20-30,20,0,,,INVALID
MES,1000,ALL,20-30,30,0,,,INVALID
MES,1000,ALL,20-30,45,0,,,INVALID
MES,1000,ALL,20-30,60,0,,,INVALID
MES,1000,ALL,20-30,90,0,,,INVALID
MES,1000,ALL,20-30,120,0,,,INVALID
MES,1000,ALL,20-30,180,0,,,INVALID
MES,1000,ALL,30+,1,31,0.066600,0.483900,REGIME
MES,1000,ALL,30+,2,31,-0.000800,0.483900,REGIME
MES,1000,ALL,30+,5,31,0.067800,0.516100,REGIME
MES,1000,ALL,30+,10,31,0.025000,0.483900,REGIME
MES,1000,ALL,30+,15,31,0.055100,0.451600,REGIME
MES,1000,ALL,30+,20,31,-0.029200,0.354800,REGIME
MES,1000,ALL,30+,30,31,0.006500,0.354800,REGIME
MES,1000,ALL,30+,45,31,-0.004400,0.354800,REGIME
MES,1000,ALL,30+,60,31,-0.081700,0.354800,REGIME
MES,1000,ALL,30+,90,31,0.017400,0.354800,REGIME
MES,1000,ALL,30+,120,31,0.009900,0.354800,REGIME
MES,1000,ALL,30+,180,31,0.019200,0.354800,REGIME
MES,1800,SUMMER,0-2,1,15,-0.500900,0.000000,INVALID
MES,1800,SUMMER,0-2,2,15,-0.529000,0.000000,INVALID
MES,1800,SUMMER,0-2,5,15,-0.635600,0.000000,INVALID
MES,1800,SUMMER,0-2,10,15,-0.718500,0.000000,INVALID
MES,1800,SUMMER,0-2,15,15,-0.716500,0.066700,INVALID
MES,1800,SUMMER,0-2,20,15,-0.725000,0.133300,INVALID
MES,1800,SUMMER,0-2,30,15,-0.594600,0.133300,INVALID
MES,1800,SUMMER,0-2,45,15,-0.662600,0.066700,INVALID
MES,1800,SUMMER,0-2,60,15,-0.701900,0.066700,INVALID
MES,1800,SUMMER,0-2,90,15,-0.800000,0.066700,INVALID
MES,1800,SUMMER,0-2,120,15,-0.800000,0.066700,INVALID
MES,1800,SUMMER,0-2,180,15,-0.800000,0.066700,INVALID
MES,1800,SUMMER,2-5,1,2,0.131000,0.500000,INVALID
MES,1800,SUMMER,2-5,2,2,0.291700,0.500000,INVALID
MES,1800,SUMMER,2-5,5,2,0.299600,1.000000,INVALID
MES,1800,SUMMER,2-5,10,2,0.666700,1.000000,INVALID
MES,1800,SUMMER,2-5,15,2,1.057500,1.000000,INVALID
MES,1800,SUMMER,2-5,20,2,1.444400,1.000000,INVALID
MES,1800,SUMMER,2-5,30,2,1.194400,1.000000,INVALID
MES,1800,SUMMER,2-5,45,2,1.138900,1.000000,INVALID
MES,1800,SUMMER,2-5,60,2,1.000000,0.500000,INVALID
MES,1800,SUMMER,2-5,90,2,2.000000,1.000000,INVALID
MES,1800,SUMMER,2-5,120,2,2.000000,1.000000,INVALID
MES,1800,SUMMER,2-5,180,2,2.000000,1.000000,INVALID
MES,1800,SUMMER,5-10,1,0,,,INVALID
MES,1800,SUMMER,5-10,2,0,,,INVALID
MES,1800,SUMMER,5-10,5,0,,,INVALID
MES,1800,SUMMER,5-10,10,0,,,INVALID
MES,1800,SUMMER,5-10,15,0,,,INVALID
MES,1800,SUMMER,5-10,20,0,,,INVALID
MES,1800,SUMMER,5-10,30,0,,,INVALID
MES,1800,SUMMER,5-10,45,0,,,INVALID
MES,1800,SUMMER,5-10,60,0,,,INVALID
MES,1800,SUMMER,5-10,90,0,,,INVALID
MES,1800,SUMMER,5-10,120,0,,,INVALID
MES,1800,SUMMER,5-10,180,0,,,INVALID
MES,1800,SUMMER,10-20,1,1,-0.037000,0.000000,INVALID
MES,1800,SUMMER,10-20,2,1,0.222200,1.000000,INVALID
MES,1800,SUMMER,10-20,5,1,0.074100,1.000000,INVALID
MES,1800,SUMMER,10-20,10,1,0.037000,1.000000,INVALID
MES,1800,SUMMER,10-20,15,1,0.074100,1.000000,INVALID
MES,1800,SUMMER,10-20,20,1,0.185200,1.000000,INVALID
MES,1800,SUMMER,10-20,30,1,-0.407400,0.000000,INVALID
MES,1800,SUMMER,10-20,45,1,-1.000000,0.000000,INVALID
MES,1800,SUMMER,10-20,60,1,-1.000000,0.000000,INVALID
MES,1800,SUMMER,10-20,90,1,-1.000000,0.000000,INVALID
MES,1800,SUMMER,10-20,120,1,-1.000000,0.000000,INVALID
MES,1800,SUMMER,10-20,180,1,-1.000000,0.000000,INVALID
MES,1800,SUMMER,20-30,1,2,0.029400,0.500000,INVALID
MES,1800,SUMMER,20-30,2,2,-0.012300,0.500000,INVALID
MES,1800,SUMMER,20-30,5,2,0.062500,0.500000,INVALID
MES,1800,SUMMER,20-30,10,2,0.104200,0.500000,INVALID
MES,1800,SUMMER,20-30,15,2,0.053900,0.500000,INVALID
MES,1800,SUMMER,20-30,20,2,0.029400,0.500000,INVALID
MES,1800,SUMMER,20-30,30,2,0.377500,1.000000,INVALID
MES,1800,SUMMER,20-30,45,2,0.476700,1.000000,INVALID
MES,1800,SUMMER,20-30,60,2,0.361500,0.500000,INVALID
MES,1800,SUMMER,20-30,90,2,0.250000,0.500000,INVALID
MES,1800,SUMMER,20-30,120,2,0.500000,0.500000,INVALID
MES,1800,SUMMER,20-30,180,2,0.500000,0.500000,INVALID
MES,1800,SUMMER,30+,1,15,-0.010400,0.666700,INVALID
MES,1800,SUMMER,30+,2,15,-0.011100,0.533300,INVALID
MES,1800,SUMMER,30+,5,15,0.044500,0.600000,INVALID
MES,1800,SUMMER,30+,10,15,-0.029900,0.533300,INVALID
MES,1800,SUMMER,30+,15,15,-0.090800,0.333300,INVALID
MES,1800,SUMMER,30+,20,15,-0.026500,0.533300,INVALID
MES,1800,SUMMER,30+,30,15,0.002800,0.533300,INVALID
MES,1800,SUMMER,30+,45,15,-0.119300,0.333300,INVALID
MES,1800,SUMMER,30+,60,15,-0.138800,0.400000,INVALID
MES,1800,SUMMER,30+,90,15,-0.063200,0.533300,INVALID
