instrument,orb_label,orb_minutes,entry_model,rr_target,confirm_bars,filter_type,sample_size,win_rate,expr,sharpe,wfe,fdr_significant,wf_passed,status,promoted_at
MNQ,NYSE_OPEN,5,E2,2.0,1,NO_FILTER,1211,0.3154,0.0885,0.0716,1.5493,True,True,active,2026-03-23 16:02:23.160671+10:00
MNQ,NYSE_OPEN,5,E2,2.0,1,ORB_G6,1209,0.3151,0.0883,0.0714,1.5755,True,True,active,2026-03-23 16:02:23.271329+10:00
MNQ,NYSE_OPEN,5,E2,2.0,1,ORB_G4,1210,0.3149,0.0876,0.0708,1.5797,True,True,active,2026-03-23 16:02:23.212325+10:00
MNQ,NYSE_OPEN,5,E2,2.0,1,ORB_G8,1205,0.3145,0.0873,0.0706,1.607,True,True,active,2026-03-23 16:02:23.324781+10:00
MNQ,NYSE_OPEN,30,E1,1.0,4,ORB_G8,723,0.5505,0.0853,0.0869,1.8761,True,True,active,2026-03-23 16:02:21.397555+10:00
MNQ,NYSE_OPEN,15,E1,1.0,4,VOL_RV12_N20,635,0.5512,0.0851,0.0869,2.1777,False,True,active,2026-03-23 16:02:21.431140+10:00
MNQ,NYSE_OPEN,15,E1,1.0,3,ORB_G4,977,0.5517,0.0839,0.0858,1.7433,True,True,active,2026-03-23 16:02:21.189212+10:00
MNQ,NYSE_OPEN,15,E1,1.0,3,ORB_G5,976,0.5512,0.0833,0.0852,1.783,True,True,active,2026-03-23 16:02:21.219460+10:00
MNQ,NYSE_OPEN,15,E2,2.0,1,VOL_RV12_N20,707,0.3098,0.0832,0.0668,1.2283,False,True,active,2026-03-23 16:02:23.375464+10:00
MNQ,NYSE_OPEN,15,E1,1.0,4,ORB_G4,925,0.5503,0.0818,0.0835,1.9646,True,True,active,2026-03-23 16:02:21.314664+10:00
MNQ,NYSE_OPEN,15,E1,1.0,4,ORB_G5,924,0.5498,0.0811,0.0829,2.0095,True,True,active,2026-03-23 16:02:21.339606+10:00
MNQ,NYSE_OPEN,15,E1,1.0,4,ORB_G8,923,0.5493,0.0805,0.0822,2.0172,True,True,active,2026-03-23 16:02:21.370791+10:00
MNQ,NYSE_OPEN,15,E1,1.0,2,ORB_G4,1036,0.5502,0.0804,0.0822,1.6345,True,True,active,2026-03-23 16:02:20.935269+10:00
MNQ,NYSE_OPEN,15,E1,1.0,2,ORB_G5,1035,0.5498,0.0798,0.0816,1.6678,True,True,active,2026-03-23 16:02:20.988965+10:00
MNQ,NYSE_OPEN,30,E1,1.0,2,ORB_G8,810,0.5481,0.0797,0.0812,1.2113,False,True,active,2026-03-23 16:02:21.070071+10:00
MNQ,NYSE_OPEN,15,E1,1.0,2,ORB_G8,1034,0.5493,0.0793,0.081,1.6715,True,True,active,2026-03-23 16:02:21.044293+10:00
MNQ,NYSE_OPEN,15,E2,1.5,1,X_MES_ATR60,490,0.3755,0.0786,0.0735,2.6827,False,True,active,2026-03-23 16:02:23.078173+10:00
MNQ,NYSE_OPEN,15,E1,1.0,3,VOL_RV12_N20,668,0.5479,0.0782,0.0798,1.7895,False,True,active,2026-03-23 16:02:21.261367+10:00
MNQ,NYSE_OPEN,15,E2,1.5,1,ORB_G4,1101,0.3769,0.0776,0.0729,1.1247,True,True,active,2026-03-23 16:02:22.612434+10:00
MNQ,NYSE_OPEN,15,E2,1.5,1,ORB_G5,1100,0.3764,0.0769,0.0722,1.149,True,True,active,2026-03-23 16:02:22.688965+10:00
MNQ,NYSE_OPEN,5,E1,1.5,5,X_MES_ATR70,342,0.4386,0.0768,0.063,3.4707,False,True,active,2026-03-23 16:02:21.793653+10:00
MNQ,NYSE_OPEN,15,E2,1.5,1,ORB_G8,1099,0.3758,0.076,0.0713,1.1493,True,True,active,2026-03-23 16:02:22.846095+10:00
MNQ,NYSE_OPEN,5,E2,3.0,1,NO_FILTER,1080,0.2778,0.076,0.0438,1.2011,False,True,active,2026-03-23 16:02:23.429186+10:00
MNQ,NYSE_OPEN,30,E1,1.0,5,ORB_G8,682,0.5455,0.0757,0.0771,2.0686,False,True,active,2026-03-23 16:02:21.717550+10:00
MNQ,NYSE_OPEN,5,E2,3.0,1,ORB_G8,1075,0.2772,0.0754,0.0434,0.7853,False,True,active,2026-03-23 16:02:23.512986+10:00
MNQ,NYSE_OPEN,30,E1,1.0,2,VOL_RV12_N20,613,0.5449,0.0747,0.076,1.5424,False,True,active,2026-03-23 16:02:21.144923+10:00
MES,NYSE_OPEN,15,E2,1.0,1,VOL_RV12_N20,1146,0.5061,0.0743,0.091,1.2633,True,True,active,2026-03-23 08:25:40.323622+10:00
MNQ,NYSE_OPEN,5,E2,3.0,1,ORB_G4,1079,0.2771,0.0743,0.0428,0.804,False,True,active,2026-03-23 16:02:23.454740+10:00
MNQ,NYSE_OPEN,5,E2,3.0,1,ORB_G6,1078,0.2764,0.0724,0.0417,0.7941,False,True,active,2026-03-23 16:02:23.479990+10:00
MNQ,NYSE_OPEN,30,E1,1.0,3,ORB_G8,754,0.5438,0.0718,0.0731,1.9949,False,True,active,2026-03-23 16:02:21.240255+10:00
MNQ,NYSE_OPEN,15,E1,1.0,2,X_MES_ATR60,467,0.5439,0.0717,0.073,2.677,False,True,active,2026-03-23 16:02:21.167279+10:00
MNQ,NYSE_OPEN,30,E1,1.0,3,VOL_RV12_N20,571,0.5429,0.0711,0.0723,2.5423,False,True,active,2026-03-23 16:02:21.285782+10:00
MES,NYSE_OPEN,15,E2,1.0,1,ORB_G8,1357,0.4967,0.0695,0.0842,0.7131,True,True,active,2026-03-23 08:25:40.285591+10:00
MES,NYSE_OPEN,15,E2,1.0,1,ORB_G8,1328,0.5625,0.0686,0.0728,0.5929,True,True,active,2026-03-23 08:25:40.248279+10:00
MES,NYSE_OPEN,15,E2,1.0,1,ORB_G6,1580,0.4987,0.0666,0.0813,1.0018,True,True,active,2026-03-23 08:25:40.204272+10:00
MNQ,NYSE_OPEN,30,E1,1.0,1,ORB_G8,883,0.5402,0.0634,0.0646,1.1347,False,True,active,2026-03-23 16:02:20.863453+10:00
MNQ,NYSE_OPEN,15,E1,1.0,2,VOL_RV12_N20,709,0.5402,0.0624,0.0636,1.6524,False,True,active,2026-03-23 16:02:21.099123+10:00
MES,NYSE_OPEN,15,E2,1.0,1,ORB_G6,1545,0.5625,0.0617,0.0658,0.8241,True,True,active,2026-03-23 08:25:40.163328+10:00
MNQ,NYSE_OPEN,30,E1,1.0,1,VOL_RV12_N20,666,0.5375,0.0595,0.0605,1.1688,False,True,active,2026-03-23 16:02:20.911410+10:00
MES,NYSE_OPEN,15,E2,1.0,1,ORB_G5,1674,0.4958,0.0588,0.072,0.9726,True,True,active,2026-03-23 08:25:40.122012+10:00
MNQ,NYSE_OPEN,30,E1,1.0,4,VOL_RV12_N20,627,0.4673,0.0553,0.0643,1.5016,False,True,active,2026-03-23 16:02:21.513069+10:00
MES,NYSE_OPEN,15,E2,1.0,1,NO_FILTER,1764,0.496,0.0525,0.0646,1.1063,True,True,active,2026-03-23 08:25:40.081003+10:00
MNQ,NYSE_OPEN,15,E1,1.0,4,VOL_RV12_N20,694,0.4597,0.0401,0.0468,1.6285,False,True,active,2026-03-23 16:02:21.461985+10:00
MNQ,NYSE_OPEN,15,E1,1.0,2,VOL_RV12_N20,761,0.4573,0.0351,0.041,1.4536,False,True,active,2026-03-23 16:02:21.119852+10:00
MNQ,NYSE_OPEN,15,E1,1.0,5,ORB_G4,963,0.4548,0.0306,0.0358,1.1285,False,True,active,2026-03-23 16:02:21.579081+10:00
MNQ,NYSE_OPEN,15,E1,1.0,5,ORB_G5,962,0.4543,0.0299,0.0349,1.1897,False,True,active,2026-03-23 16:02:21.640019+10:00
MNQ,NYSE_OPEN,15,E1,1.0,2,ORB_G4,1103,0.4551,0.0298,0.0349,1.7496,False,True,active,2026-03-23 16:02:20.962417+10:00
MNQ,NYSE_OPEN,15,E1,1.0,1,VOL_RV12_N20,799,0.4543,0.0295,0.0345,1.3088,False,True,active,2026-03-23 16:02:20.888881+10:00
MNQ,NYSE_OPEN,15,E1,1.0,2,ORB_G5,1102,0.4546,0.0293,0.0343,1.8221,False,True,active,2026-03-23 16:02:21.016069+10:00
MNQ,NYSE_OPEN,15,E1,1.0,5,ORB_G8,961,0.4537,0.0292,0.0341,1.1884,False,True,active,2026-03-23 16:02:21.691718+10:00
MNQ,SINGAPORE_OPEN,15,E2,4.0,1,ATR70_VOL,317,0.224,0.2443,0.1317,2.3439,True,True,active,2026-03-23 16:02:24.769915+10:00
MNQ,SINGAPORE_OPEN,15,E2,3.0,1,ATR70_VOL,318,0.283,0.2423,0.153,1.6375,True,True,active,2026-03-23 16:02:24.602388+10:00
MNQ,SINGAPORE_OPEN,30,E2,3.0,1,ATR70_VOL,324,0.2778,0.2407,0.1504,1.7434,True,True,active,2026-03-23 16:02:24.630541+10:00
MNQ,SINGAPORE_OPEN,30,E2,4.0,1,ATR70_VOL,321,0.2181,0.2344,0.1255,1.321,False,True,active,2026-03-23 16:02:24.806543+10:00
MNQ,SINGAPORE_OPEN,30,E2,2.5,1,ATR70_VOL,324,0.3117,0.2104,0.1471,1.3628,True,True,active,2026-03-23 16:02:24.413720+10:00
MNQ,SINGAPORE_OPEN,30,E2,4.0,1,DIR_LONG,656,0.2591,0.2085,0.1019,0.8442,True,True,active,2026-03-23 16:02:24.834231+10:00
MNQ,SINGAPORE_OPEN,30,E2,1.5,1,ATR70_VOL,324,0.4475,0.2015,0.1901,1.6139,True,True,active,2026-03-23 16:02:23.973103+10:00
MNQ,SINGAPORE_OPEN,30,E2,2.0,1,ATR70_VOL,324,0.3642,0.197,0.1571,1.3016,True,True,active,2026-03-23 16:02:24.184607+10:00
MNQ,SINGAPORE_OPEN,30,E2,1.0,1,ATR70_VOL,324,0.5679,0.1892,0.2304,1.6029,True,True,active,2026-03-23 16:02:23.627996+10:00
MNQ,SINGAPORE_OPEN,30,E2,1.5,1,ATR70_VOL,324,0.4938,0.1743,0.1463,1.4766,True,True,active,2026-03-23 16:02:23.939145+10:00
MNQ,SINGAPORE_OPEN,15,E2,1.5,1,ATR70_VOL,318,0.4403,0.1718,0.1648,2.0698,True,True,active,2026-03-23 16:02:23.913716+10:00
MNQ,SINGAPORE_OPEN,30,E2,1.0,1,ATR70_VOL,324,0.6142,0.1691,0.182,1.5983,True,True,active,2026-03-23 16:02:23.595529+10:00
MNQ,SINGAPORE_OPEN,30,E2,4.0,1,DIR_LONG,660,0.2015,0.1372,0.0775,0.8649,False,True,active,2026-03-23 16:02:24.863965+10:00
MNQ,SINGAPORE_OPEN,30,E2,2.0,1,ATR70_VOL,324,0.3981,0.1357,0.097,1.6779,False,True,active,2026-03-23 16:02:24.159149+10:00
MNQ,SINGAPORE_OPEN,15,E2,3.0,1,VOL_RV12_N20,938,0.2591,0.1324,0.0885,1.1767,True,True,active,2026-03-23 16:02:24.736805+10:00
MNQ,SINGAPORE_OPEN,30,E2,4.0,1,VOL_RV12_N20,981,0.1978,0.126,0.0713,1.4897,False,True,active,2026-03-23 16:02:24.964676+10:00
MNQ,SINGAPORE_OPEN,30,E1,4.0,1,DIR_LONG,653,0.2389,0.1193,0.0596,0.3796,False,True,active,2026-03-23 16:02:23.565917+10:00
MNQ,SINGAPORE_OPEN,30,E2,2.0,1,ORB_G8,1223,0.399,0.1191,0.0866,1.3943,True,True,active,2026-03-23 16:02:24.339090+10:00
MNQ,SINGAPORE_OPEN,15,E2,4.0,1,VOL_RV12_N20,937,0.2006,0.1182,0.0681,1.5642,False,True,active,2026-03-23 16:02:24.942118+10:00
MNQ,SINGAPORE_OPEN,15,E2,3.0,1,ORB_G8,1064,0.2519,0.1161,0.0776,0.8785,True,True,active,2026-03-23 16:02:24.665453+10:00
MNQ,SINGAPORE_OPEN,30,E2,2.0,1,VOL_RV12_N20,985,0.3371,0.1108,0.0916,1.3003,True,True,active,2026-03-23 16:02:24.389323+10:00
MNQ,SINGAPORE_OPEN,15,E2,4.0,1,ORB_G8,1063,0.1966,0.1085,0.0624,1.5203,False,True,active,2026-03-23 16:02:24.888822+10:00
MNQ,SINGAPORE_OPEN,30,E2,3.0,1,ORB_G8,1222,0.2455,0.108,0.0717,1.7174,True,True,active,2026-03-23 16:02:24.708266+10:00
MNQ,SINGAPORE_OPEN,15,E2,2.0,1,ORB_G8,1066,0.3977,0.1001,0.0739,0.792,True,True,active,2026-03-23 16:02:24.313086+10:00
MNQ,SINGAPORE_OPEN,30,E2,2.5,1,ORB_G8,1224,0.281,0.1,0.0735,1.4572,True,True,active,2026-03-23 16:02:24.574691+10:00
MNQ,SINGAPORE_OPEN,30,E2,4.0,1,ORB_G8,1219,0.192,0.0995,0.057,1.929,False,True,active,2026-03-23 16:02:24.913047+10:00
MNQ,SINGAPORE_OPEN,30,E2,2.5,1,ORB_G5,1257,0.2808,0.0971,0.0715,1.6422,True,True,active,2026-03-23 16:02:24.483314+10:00
MNQ,SINGAPORE_OPEN,30,E2,2.0,1,ORB_G8,1224,0.3317,0.0968,0.0805,1.2167,True,True,active,2026-03-23 16:02:24.366172+10:00
MNQ,SINGAPORE_OPEN,30,E2,2.5,1,ORB_G4,1258,0.2806,0.0964,0.071,1.6404,True,True,active,2026-03-23 16:02:24.452935+10:00
MNQ,SINGAPORE_OPEN,30,E2,2.5,1,ORB_G6,1255,0.2805,0.0964,0.071,1.6328,True,True,active,2026-03-23 16:02:24.511655+10:00
MNQ,SINGAPORE_OPEN,5,E2,2.5,1,ORB_G6,943,0.2959,0.0957,0.0732,1.0599,False,True,active,2026-03-23 16:02:24.543180+10:00
MNQ,SINGAPORE_OPEN,30,E2,2.0,1,ORB_G5,1257,0.3309,0.0927,0.0773,1.3287,True,True,active,2026-03-23 16:02:24.258497+10:00
MNQ,SINGAPORE_OPEN,30,E2,2.0,1,ORB_G6,1255,0.3307,0.0923,0.0769,1.3219,True,True,active,2026-03-23 16:02:24.286742+10:00
MNQ,SINGAPORE_OPEN,30,E2,2.0,1,ORB_G4,1258,0.3307,0.0921,0.0767,1.325,True,True,active,2026-03-23 16:02:24.221002+10:00
MNQ,SINGAPORE_OPEN,15,E2,1.0,1,VOL_RV12_N20,940,0.534,0.0914,0.1158,1.0187,True,True,active,2026-03-23 16:02:23.861447+10:00
MNQ,SINGAPORE_OPEN,5,E2,1.0,1,ORB_G6,944,0.5498,0.089,0.1168,0.968,True,True,active,2026-03-23 16:02:23.788401+10:00
MNQ,SINGAPORE_OPEN,5,E2,1.5,1,ORB_G8,725,0.411,0.0805,0.0808,1.4231,False,True,active,2026-03-23 16:02:24.134615+10:00
MNQ,SINGAPORE_OPEN,5,E2,1.0,1,ORB_G5,1075,0.5507,0.079,0.1049,1.0063,True,True,active,2026-03-23 16:02:23.708562+10:00
MNQ,SINGAPORE_OPEN,30,E2,1.5,1,ORB_G8,1224,0.3971,0.0781,0.0764,1.907,True,True,active,2026-03-23 16:02:24.098859+10:00
MNQ,SINGAPORE_OPEN,30,E2,1.5,1,ORB_G5,1257,0.3978,0.077,0.0755,2.018,True,True,active,2026-03-23 16:02:24.040801+10:00
MNQ,SINGAPORE_OPEN,30,E2,1.5,1,ORB_G6,1255,0.3976,0.0769,0.0754,2.0078,True,True,active,2026-03-23 16:02:24.070756+10:00
MNQ,SINGAPORE_OPEN,30,E2,1.5,1,ORB_G4,1258,0.3975,0.0763,0.0749,2.0176,True,True,active,2026-03-23 16:02:24.011686+10:00
MNQ,SINGAPORE_OPEN,5,E2,1.0,1,ORB_G8,725,0.5269,0.0732,0.0935,1.388,True,True,active,2026-03-23 16:02:23.837220+10:00
MNQ,SINGAPORE_OPEN,5,E2,1.0,1,ORB_G6,944,0.6017,0.0699,0.08,1.3342,True,True,active,2026-03-23 16:02:23.734397+10:00
MNQ,SINGAPORE_OPEN,5,E2,1.0,1,VOL_RV12_N20,797,0.5496,0.069,0.0922,1.3441,True,True,active,2026-03-23 16:02:23.888732+10:00
MNQ,SINGAPORE_OPEN,30,E2,1.0,1,ORB_G8,1225,0.498,0.057,0.0702,1.5144,True,True,active,2026-03-23 16:02:23.813062+10:00
MNQ,SINGAPORE_OPEN,30,E2,1.0,1,ORB_G6,1256,0.4968,0.0531,0.0656,1.6798,True,True,active,2026-03-23 16:02:23.763473+10:00
MNQ,SINGAPORE_OPEN,30,E2,1.0,1,ORB_G5,1258,0.4968,0.0529,0.0653,1.6884,False,True,active,2026-03-23 16:02:23.680830+10:00
MNQ,SINGAPORE_OPEN,30,E2,1.0,1,ORB_G4,1259,0.4964,0.0523,0.0646,1.6849,False,True,active,2026-03-23 16:02:23.655790+10:00
MGC,TOKYO_OPEN,5,E2,2.0,1,ORB_G4,177,0.4011,0.2574,0.2083,0.5336,True,True,active,2026-03-23 08:35:50.477669+10:00
MGC,TOKYO_OPEN,5,E2,2.0,1,ORB_G4_CONT,175,0.4,0.2542,0.2058,0.5336,True,True,active,2026-03-23 08:35:50.452233+10:00
MGC,TOKYO_OPEN,5,E2,1.5,1,ORB_G4,177,0.4802,0.2347,0.2281,0.8328,True,True,active,2026-03-23 08:35:50.320512+10:00
MGC,TOKYO_OPEN,5,E2,1.5,1,ORB_G4_CONT,175,0.48,0.2339,0.2274,0.8328,True,True,active,2026-03-23 08:35:50.287076+10:00
MNQ,TOKYO_OPEN,5,E2,2.5,1,ATR70_VOL,278,0.3813,0.2177,0.1398,1.0306,True,True,active,2026-03-23 16:02:26.397009+10:00
MNQ,TOKYO_OPEN,5,E2,2.5,1,ATR70_VOL,278,0.3273,0.212,0.1531,1.4016,True,True,active,2026-03-23 16:02:26.419828+10:00
MNQ,TOKYO_OPEN,5,E2,2.0,1,ATR70_VOL,278,0.4353,0.1946,0.1425,0.5914,True,True,active,2026-03-23 16:02:26.272055+10:00
MGC,TOKYO_OPEN,5,E2,1.0,1,ORB_G4_CONT,175,0.5886,0.1872,0.2378,0.7489,True,True,active,2026-03-23 08:35:50.134931+10:00
MNQ,TOKYO_OPEN,5,E2,1.5,1,ATR70_VOL,278,0.518,0.1864,0.1622,0.7623,True,True,active,2026-03-23 16:02:25.914183+10:00
MGC,TOKYO_OPEN,5,E2,1.0,1,ORB_G4,177,0.5876,0.1858,0.236,0.7489,True,True,active,2026-03-23 08:35:50.162257+10:00
MNQ,TOKYO_OPEN,5,E2,3.0,1,DIR_LONG,625,0.2768,0.1617,0.1093,0.8989,True,True,active,2026-03-23 16:02:26.692363+10:00
MNQ,TOKYO_OPEN,5,E2,2.5,1,DIR_LONG,625,0.32,0.1593,0.1197,0.684,True,True,active,2026-03-23 16:02:26.451026+10:00
MNQ,TOKYO_OPEN,5,E2,2.5,1,ORB_G5_FAST5,776,0.317,0.1565,0.1173,0.8758,True,True,active,2026-03-23 16:02:26.610444+10:00
MNQ,TOKYO_OPEN,5,E2,2.5,1,ORB_G5_FAST10,960,0.3156,0.1528,0.1146,0.6127,True,True,active,2026-03-23 16:02:26.587332+10:00
MNQ,TOKYO_OPEN,5,E2,2.5,1,ORB_G4_FAST5,814,0.317,0.1505,0.1134,0.9392,True,True,active,2026-03-23 16:02:26.528541+10:00
MNQ,TOKYO_OPEN,5,E2,3.0,1,ORB_G5_FAST5,776,0.2719,0.1499,0.1015,1.1695,True,True,active,2026-03-23 16:02:26.867465+10:00
MNQ,TOKYO_OPEN,5,E2,2.5,1,ORB_G4_FAST10,999,0.3153,0.1471,0.1109,0.6508,True,True,active,2026-03-23 16:02:26.503866+10:00
MNQ,TOKYO_OPEN,5,E2,3.0,1,ORB_G5_FAST10,960,0.2708,0.1461,0.0991,0.8965,True,True,active,2026-03-23 16:02:26.842954+10:00
MNQ,TOKYO_OPEN,5,E2,1.5,1,VOL_RV12_N20,868,0.4493,0.144,0.1449,0.7696,True,True,active,2026-03-23 16:02:26.243026+10:00
MNQ,TOKYO_OPEN,5,E2,3.0,1,ORB_G4_FAST5,814,0.2703,0.1394,0.0951,1.3013,True,True,active,2026-03-23 16:02:26.748679+10:00
MNQ,TOKYO_OPEN,5,E2,3.0,1,ORB_G4_FAST10,999,0.2693,0.1368,0.0933,0.9721,True,True,active,2026-03-23 16:02:26.720428+10:00
MNQ,TOKYO_OPEN,5,E2,3.0,1,ORB_G5_CONT,1204,0.2658,0.1336,0.0908,0.9249,True,True,active,2026-03-23 16:02:26.778496+10:00
MNQ,TOKYO_OPEN,5,E2,2.0,1,DIR_LONG,625,0.3648,0.1284,0.1103,0.6967,True,True,active,2026-03-23 16:02:26.297039+10:00
MNQ,TOKYO_OPEN,5,E2,2.0,1,ORB_G5_FAST5,776,0.3621,0.1254,0.1076,0.7949,True,True,active,2026-03-23 16:02:26.370356+10:00
MNQ,TOKYO_OPEN,5,E2,2.0,1,ORB_G4_FAST5,814,0.3649,0.1252,0.108,0.8742,True,True,active,2026-03-23 16:02:26.347349+10:00
MNQ,TOKYO_OPEN,5,E2,1.0,1,VOL_RV12_N20,868,0.5668,0.1239,0.1612,0.6189,True,True,active,2026-03-23 16:02:25.890206+10:00
MNQ,TOKYO_OPEN,5,E2,2.0,1,ORB_G4_FAST10,999,0.3634,0.1232,0.1062,0.5873,True,True,active,2026-03-23 16:02:26.323315+10:00
MNQ,TOKYO_OPEN,5,E2,2.5,1,ORB_G5_FAST10,960,0.3604,0.1223,0.0816,0.767,True,True,active,2026-03-23 16:02:26.557666+10:00
MNQ,TOKYO_OPEN,5,E2,3.0,1,ORB_G5_FAST10,960,0.3135,0.1163,0.0703,1.3006,False,True,active,2026-03-23 16:02:26.817119+10:00
MNQ,TOKYO_OPEN,5,E2,1.5,1,DIR_LONG,625,0.44,0.1151,0.1173,0.6121,True,True,active,2026-03-23 16:02:25.940464+10:00
MNQ,TOKYO_OPEN,5,E2,2.5,1,ORB_G4_FAST10,999,0.3594,0.1138,0.0763,0.8314,True,True,active,2026-03-23 16:02:26.480116+10:00
MNQ,TOKYO_OPEN,5,E2,1.5,1,ORB_G6_FAST10,894,0.4922,0.1044,0.0928,0.8002,True,True,active,2026-03-23 16:02:26.186935+10:00
MNQ,TOKYO_OPEN,5,E2,1.5,1,ORB_G4_FAST10,999,0.4354,0.1043,0.1068,0.6901,True,True,active,2026-03-23 16:02:26.031836+10:00
MNQ,TOKYO_OPEN,5,E2,1.5,1,ORB_G5_FAST10,960,0.4323,0.104,0.1059,0.6255,True,True,active,2026-03-23 16:02:26.130704+10:00
MNQ,TOKYO_OPEN,5,E2,1.5,1,ORB_G4_FAST10,999,0.4985,0.1033,0.093,0.8079,True,True,active,2026-03-23 16:02:26.000753+10:00
MNQ,TOKYO_OPEN,5,E2,1.5,1,ORB_G4_CONT,1243,0.4312,0.1018,0.1036,0.6749,True,True,active,2026-03-23 16:02:25.975294+10:00
MNQ,TOKYO_OPEN,5,E2,1.5,1,ORB_G4,1252,0.4297,0.0989,0.1008,0.6432,True,True,active,2026-03-23 16:02:26.099082+10:00
MNQ,TOKYO_OPEN,5,E2,2.5,1,ORB_G8_CONT,962,0.3441,0.0978,0.0645,0.8442,False,True,active,2026-03-23 16:02:26.663479+10:00
MNQ,TOKYO_OPEN,5,E2,2.5,1,ORB_G8,968,0.344,0.0977,0.0644,0.7793,False,True,active,2026-03-23 16:02:26.636071+10:00
MNQ,TOKYO_OPEN,5,E2,1.5,1,ORB_G8_FAST10,745,0.4819,0.0977,0.0857,0.7783,True,True,active,2026-03-23 16:02:26.218950+10:00
MNQ,TOKYO_OPEN,5,E2,1.0,1,VOL_RV12_N20,868,0.6106,0.0941,0.1072,0.6653,True,True,active,2026-03-23 16:02:25.867999+10:00
MNQ,TOKYO_OPEN,15,E2,1.0,1,DIR_LONG,632,0.5269,0.0911,0.1139,0.961,True,True,active,2026-03-23 16:02:24.989413+10:00
MNQ,TOKYO_OPEN,5,E2,1.0,1,ORB_G6_CONT,1132,0.5415,0.0896,0.1156,0.5341,True,True,active,2026-03-23 16:02:25.539354+10:00
MNQ,TOKYO_OPEN,5,E2,1.5,1,ORB_G4_FAST5,814,0.4287,0.0886,0.0911,1.1019,True,True,active,2026-03-23 16:02:26.066094+10:00
MNQ,TOKYO_OPEN,5,E2,1.0,1,ORB_G6,1141,0.5399,0.0871,0.1124,0.5065,True,True,active,2026-03-23 16:02:25.639666+10:00
MNQ,TOKYO_OPEN,5,E2,1.0,1,ORB_G8_CONT,962,0.5312,0.0868,0.1101,0.4984,True,True,active,2026-03-23 16:02:25.725691+10:00
MNQ,TOKYO_OPEN,5,E2,1.0,1,ORB_G8,968,0.531,0.0865,0.1098,0.4699,True,True,active,2026-03-23 16:02:25.839170+10:00
MNQ,TOKYO_OPEN,5,E2,1.5,1,ORB_G5_FAST5,776,0.424,0.0863,0.0881,1.0255,True,True,active,2026-03-23 16:02:26.155938+10:00
MNQ,TOKYO_OPEN,5,E2,1.0,1,ORB_G5_CONT,1204,0.5432,0.0855,0.1112,0.595,True,True,active,2026-03-23 16:02:25.338780+10:00
MNQ,TOKYO_OPEN,5,E2,1.0,1,ORB_G4_CONT,1243,0.5447,0.0833,0.1088,0.6015,True,True,active,2026-03-23 16:02:25.150288+10:00
MNQ,TOKYO_OPEN,5,E2,1.0,1,ORB_G5,1213,0.5416,0.0833,0.1082,0.5686,True,True,active,2026-03-23 16:02:25.445090+10:00
MNQ,TOKYO_OPEN,5,E2,1.0,1,ORB_G4,1252,0.5431,0.0811,0.1059,0.5757,True,True,active,2026-03-23 16:02:25.258680+10:00
MNQ,TOKYO_OPEN,5,E2,1.0,1,DIR_LONG,625,0.5456,0.081,0.1061,0.4947,True,True,active,2026-03-23 16:02:25.018587+10:00
MNQ,TOKYO_OPEN,5,E2,1.0,1,NO_FILTER,1269,0.5429,0.0784,0.1025,0.5517,True,True,active,2026-03-23 16:02:25.067467+10:00
MNQ,TOKYO_OPEN,5,E2,1.0,1,ORB_G6_CONT,1132,0.5989,0.0779,0.0881,0.5465,True,True,active,2026-03-23 16:02:25.514289+10:00
MNQ,TOKYO_OPEN,5,E2,1.0,1,ORB_G8,968,0.5909,0.0776,0.0863,0.5272,True,True,active,2026-03-23 16:02:25.663017+10:00
MNQ,TOKYO_OPEN,5,E2,1.0,1,ORB_G6,1141,0.5986,0.0772,0.0873,0.5222,True,True,active,2026-03-23 16:02:25.483801+10:00
MNQ,TOKYO_OPEN,5,E2,1.0,1,ORB_G8_CONT,962,0.5904,0.0768,0.0854,0.5643,True,True,active,2026-03-23 16:02:25.690563+10:00
MNQ,TOKYO_OPEN,5,E2,1.0,1,ORB_G6_FAST10,894,0.5347,0.0753,0.0974,0.5008,True,True,active,2026-03-23 16:02:25.589000+10:00
MNQ,TOKYO_OPEN,5,E2,1.0,1,ORB_G5_FAST10,960,0.5396,0.075,0.098,0.5557,True,True,active,2026-03-23 16:02:25.396393+10:00
MNQ,TOKYO_OPEN,5,E2,1.0,1,ORB_G5_CONT,1204,0.6005,0.0735,0.0836,0.6088,True,True,active,2026-03-23 16:02:25.311152+10:00
MNQ,TOKYO_OPEN,5,E2,1.0,1,ORB_G5,1213,0.6002,0.0729,0.0829,0.5844,True,True,active,2026-03-23 16:02:25.286739+10:00
MNQ,TOKYO_OPEN,5,E2,1.0,1,ORB_G4_FAST10,999,0.5415,0.0726,0.0954,0.5668,True,True,active,2026-03-23 16:02:25.206750+10:00
MNQ,TOKYO_OPEN,5,E2,1.0,1,ORB_G4_CONT,1243,0.601,0.0697,0.0796,0.6157,True,True,active,2026-03-23 16:02:25.118366+10:00
MNQ,TOKYO_OPEN,5,E2,1.0,1,ORB_G6_FAST10,894,0.5962,0.0692,0.0784,0.6423,True,True,active,2026-03-23 16:02:25.563842+10:00
MNQ,TOKYO_OPEN,5,E2,1.0,1,ORB_G4,1252,0.6006,0.0691,0.0789,0.5916,True,True,active,2026-03-23 16:02:25.091423+10:00
