trading_day,session,tier,side,entry_price,stop_price,target_price,exit_price,outcome,pnl_r,cum_r,rolling_20_expr,rolling_20_wr,max_dd_r
2026-02-20,TOKYO_OPEN,REGIME,long,24886.25,24858.0,24914.5,24914.5,win,0.9075,0.65,0.1244,0.6,6.13
2026-02-20,US_DATA_1000,CORE,short,24883.0,25082.25,24683.75,25082.25,loss,-1.0,0.07,0.1683,0.6,5.19
2026-02-23,CME_PRECLOSE,CORE,short,24718.0,24745.0,24691.0,24745.0,loss,-1.0,-1.19,0.0343,0.55,3.25
2026-02-23,COMEX_SETTLE,CORE,long,24811.25,24792.5,24830.0,24792.5,loss,-1.0,-0.83,0.0485,0.55,5.33
2026-02-23,EUROPE_FLOW,CORE,long,24898.0,24863.25,24932.75,24932.75,win,0.9241,-0.75,-0.1529,0.45,5.29
2026-02-23,NYSE_OPEN,CORE,short,24970.0,25040.0,24900.0,24900.0,win,0.9616,5.3,0.3773,0.7,4.17
2026-02-23,TOKYO_OPEN,REGIME,short,24932.0,24971.75,24892.25,24892.25,win,0.9334,1.59,0.126,0.6,6.13
2026-02-23,US_DATA_1000,CORE,short,24863.0,24952.75,24773.25,24773.25,win,0.9699,1.04,0.1691,0.6,5.19
2026-02-24,CME_PRECLOSE,CORE,long,25044.0,25027.75,25060.25,25060.25,win,0.8445,-0.34,0.0324,0.55,3.25
2026-02-24,COMEX_SETTLE,CORE,long,25034.0,25011.75,25056.25,25011.75,loss,-1.0,-1.83,0.0485,0.55,5.33
2026-02-24,EUROPE_FLOW,CORE,long,24855.25,24833.75,24876.75,24833.75,loss,-1.0,-1.75,-0.2455,0.4,5.29
2026-02-24,NYSE_OPEN,CORE,long,24826.0,24708.75,24943.25,24943.25,win,0.9769,6.28,0.378,0.7,4.17
2026-02-24,TOKYO_OPEN,REGIME,long,24812.5,24781.5,24843.5,24781.5,loss,-1.0,0.59,0.0294,0.55,6.13
2026-02-24,US_DATA_1000,CORE,long,24878.75,24819.5,24938.0,24938.0,win,0.9548,1.99,0.1738,0.6,5.19
2026-02-25,CME_PRECLOSE,CORE,long,25387.75,25371.25,25404.25,25371.25,loss,-1.0,-1.34,-0.0616,0.5,3.41
2026-02-25,COMEX_SETTLE,CORE,long,25342.0,25334.0,25350.0,25350.0,win,0.7076,-1.12,0.1339,0.6,5.33
2026-02-25,EUROPE_FLOW,CORE,short,25034.0,25051.25,25016.75,25051.25,loss,-1.0,-2.75,-0.2455,0.4,5.91
2026-02-25,NYSE_OPEN,CORE,long,25245.0,25156.75,25333.25,25333.25,win,0.9694,7.24,0.4765,0.75,4.17
2026-02-25,TOKYO_OPEN,REGIME,short,25029.0,25045.25,25012.75,25045.25,loss,-1.0,-0.41,-0.0623,0.5,6.13
2026-02-25,US_DATA_1000,CORE,short,25333.25,25361.0,25305.5,25305.5,win,0.9059,2.9,0.2691,0.65,5.19
2026-02-26,CME_PRECLOSE,CORE,long,25069.25,25046.25,25092.25,25046.25,loss,-1.0,-2.34,-0.0616,0.5,4.41
2026-02-26,COMEX_SETTLE,CORE,long,24981.75,24908.0,25055.5,25055.5,win,0.9635,-0.15,0.1369,0.6,5.33
2026-02-26,EUROPE_FLOW,CORE,long,25340.75,25326.0,25355.5,25355.5,win,0.83,-1.92,-0.154,0.45,5.91
2026-02-26,NYSE_OPEN,CORE,short,25255.5,25342.0,25169.0,25169.0,win,0.9688,8.21,0.5749,0.8,4.17
2026-02-26,TOKYO_OPEN,REGIME,short,25303.75,25337.75,25269.75,25269.75,win,0.9225,0.51,-0.0476,0.5,6.13
2026-02-26,US_DATA_1000,CORE,short,25134.75,25211.0,25058.5,25058.5,win,0.9647,3.86,0.2719,0.65,5.19
2026-02-27,CME_PRECLOSE,CORE,long,24957.25,24928.75,24985.75,24985.75,win,0.9083,-1.43,-0.0551,0.5,4.41
2026-02-27,COMEX_SETTLE,CORE,short,24894.25,24917.5,24871.0,24917.5,loss,-1.0,-1.15,0.1369,0.6,5.33
2026-02-27,EUROPE_FLOW,CORE,long,25051.75,25032.75,25070.75,25070.75,win,0.8655,-1.06,-0.0607,0.5,5.91
2026-02-27,NYSE_OPEN,CORE,short,24803.75,24904.5,24703.0,24904.5,loss,-1.0,7.21,0.4763,0.75,4.17
2026-02-27,TOKYO_OPEN,REGIME,long,24999.5,24980.25,25018.75,25018.75,win,0.8671,1.38,0.0457,0.55,6.13
2026-03-02,CME_PRECLOSE,CORE,long,25030.0,24997.25,25062.75,25062.75,win,0.9197,-0.51,-0.052,0.5,4.41
2026-03-02,COMEX_SETTLE,CORE,short,25016.75,25039.75,24993.75,24993.75,win,0.8876,-0.27,0.2313,0.65,5.33
2026-03-02,EUROPE_FLOW,CORE,short,24572.25,24603.25,24541.25,24541.25,win,0.9154,-0.14,-0.0606,0.5,5.91
2026-03-02,NYSE_OPEN,CORE,long,24850.0,24605.25,25094.75,25094.75,win,0.9889,8.2,0.5758,0.8,4.17
2026-03-02,TOKYO_OPEN,REGIME,long,24762.75,24723.0,24802.5,24723.0,loss,-1.0,0.38,-0.0495,0.5,6.13
2026-03-02,US_DATA_1000,CORE,long,24907.25,24803.0,25011.5,25011.5,win,0.9741,4.84,0.2717,0.65,5.19
2026-03-03,CME_PRECLOSE,CORE,short,24744.25,24780.0,24708.5,24708.5,win,0.9262,0.41,0.0443,0.55,4.41
2026-03-03,COMEX_SETTLE,CORE,long,24790.5,24741.5,24839.5,24741.5,loss,-1.0,-1.27,0.1359,0.6,5.33
2026-03-03,EUROPE_FLOW,CORE,long,24759.75,24734.25,24785.25,24734.25,loss,-1.0,-1.14,-0.1568,0.45,5.91
2026-03-03,NYSE_OPEN,CORE,long,24627.25,24516.0,24738.5,24516.0,loss,-1.0,7.2,0.4768,0.75,4.17
2026-03-03,TOKYO_OPEN,REGIME,short,24952.75,24983.0,24922.5,24922.5,win,0.9133,1.29,-0.0512,0.5,6.13
2026-03-03,US_DATA_1000,CORE,short,24463.25,24563.75,24362.75,24362.75,win,0.9731,5.81,0.3704,0.7,5.19
2026-03-04,CME_PRECLOSE,CORE,short,25146.0,25166.0,25126.0,25126.0,win,0.8718,1.28,0.0457,0.55,4.41
2026-03-04,COMEX_SETTLE,CORE,long,25204.0,25170.5,25237.5,25170.5,loss,-1.0,-2.27,0.0375,0.55,5.33
2026-03-04,EUROPE_FLOW,CORE,short,24560.25,24585.25,24535.25,24585.25,loss,-1.0,-2.14,-0.1568,0.45,5.91
2026-03-04,NYSE_OPEN,CORE,long,24969.5,24837.25,25101.75,25101.75,win,0.9795,8.18,0.477,0.75,4.17
2026-03-04,TOKYO_OPEN,REGIME,long,24715.25,24680.25,24750.25,24680.25,loss,-1.0,0.29,-0.1443,0.45,6.13
2026-03-04,US_DATA_1000,CORE,long,24983.75,24890.25,25077.25,25077.25,win,0.9711,6.78,0.3705,0.7,5.19
2026-03-05,CME_PRECLOSE,CORE,long,24990.75,24945.0,25036.5,25036.5,win,0.9419,2.23,0.1428,0.6,4.41
2026-03-05,COMEX_SETTLE,CORE,long,24824.25,24774.0,24874.5,24874.5,win,0.9469,-1.32,0.0503,0.55,5.33
2026-03-05,EUROPE_FLOW,CORE,short,25063.25,25096.5,25030.0,25030.0,win,0.9209,-1.22,-0.0607,0.5,5.91
2026-03-05,NYSE_OPEN,CORE,long,25095.75,24985.25,25206.25,25206.25,win,0.9755,9.16,0.5758,0.8,4.17
2026-03-05,TOKYO_OPEN,REGIME,long,25179.75,25160.0,25199.5,25199.5,win,0.8703,1.16,-0.1473,0.45,6.13
2026-03-05,US_DATA_1000,CORE,short,25164.75,25208.25,25121.25,25121.25,win,0.9389,7.72,0.3691,0.7,5.19
2026-03-06,CME_PRECLOSE,CORE,short,24673.25,24699.75,24646.75,24699.75,loss,-1.0,1.23,0.0472,0.55,4.41
2026-03-06,COMEX_SETTLE,CORE,short,24825.0,24861.5,24788.5,24788.5,win,0.9276,-0.39,0.0503,0.55,5.33
2026-03-06,EUROPE_FLOW,CORE,short,25104.75,25120.5,25089.0,25120.5,loss,-1.0,-2.22,-0.0607,0.5,5.91
2026-03-06,NYSE_OPEN,CORE,short,24652.0,24732.25,24571.75,24732.25,loss,-1.0,8.16,0.4765,0.75,4.17
2026-03-06,TOKYO_OPEN,REGIME,long,25080.5,25059.0,25102.0,25059.0,loss,-1.0,0.16,-0.1473,0.45,6.13
2026-03-06,US_DATA_1000,CORE,short,24687.5,24777.75,24597.25,24777.75,loss,-1.0,6.72,0.2702,0.65,5.19
2026-03-09,CME_PRECLOSE,CORE,long,24996.0,24943.5,25048.5,24943.5,loss,-1.0,0.23,-0.0479,0.5,4.41
2026-03-09,COMEX_SETTLE,CORE,short,24600.5,24623.25,24577.75,24577.75,win,0.8864,0.49,0.0475,0.55,5.33
2026-03-09,EUROPE_FLOW,CORE,short,24225.25,24263.0,24187.5,24263.0,loss,-1.0,-3.22,-0.0607,0.5,6.38
2026-03-09,NYSE_OPEN,CORE,short,24419.75,24526.0,24313.5,24313.5,win,0.9745,9.13,0.4763,0.75,4.17
2026-03-09,TOKYO_OPEN,REGIME,long,24230.25,24185.25,24275.25,24185.25,loss,-1.0,-0.84,-0.1473,0.45,6.13
2026-03-09,US_DATA_1000,CORE,short,24351.75,24472.5,24231.0,24472.5,loss,-1.0,5.72,0.2702,0.65,5.19
2026-03-10,CME_PRECLOSE,CORE,short,24951.75,25006.25,24897.25,25006.25,loss,-1.0,-0.77,-0.1421,0.45,4.41
2026-03-10,COMEX_SETTLE,CORE,short,25158.75,25212.25,25105.25,25105.25,win,0.9501,1.44,0.145,0.6,5.33
2026-03-10,EUROPE_FLOW,CORE,long,24988.75,24939.5,25038.0,25038.0,win,0.9459,-2.27,-0.0572,0.5,6.38
2026-03-10,NYSE_OPEN,CORE,short,24990.5,25081.0,24900.0,24900.0,win,0.9702,10.1,0.4769,0.75,4.17
2026-03-10,TOKYO_OPEN,REGIME,short,24859.75,24894.0,24825.5,24894.0,loss,-1.0,-1.84,-0.2408,0.4,6.13
2026-03-10,US_DATA_1000,CORE,long,24977.5,24919.5,25035.5,24919.5,loss,-1.0,4.72,0.1724,0.6,5.19
2026-03-11,CME_PRECLOSE,CORE,long,24985.5,24955.0,25016.0,24955.0,loss,-1.0,-1.77,-0.1421,0.45,4.41
2026-03-11,COMEX_SETTLE,CORE,short,24989.75,25016.5,24963.0,24963.0,win,0.9026,2.35,0.1433,0.6,5.33
2026-03-11,EUROPE_FLOW,CORE,short,25025.25,25048.25,25002.25,25002.25,win,0.8876,-1.39,0.0372,0.55,6.38
2026-03-11,NYSE_OPEN,CORE,long,25099.75,25035.0,25164.5,25035.0,loss,-1.0,9.1,0.3783,0.7,4.17
2026-03-11,TOKYO_OPEN,REGIME,long,25030.25,25015.25,25045.25,25045.25,win,0.8326,-1.01,-0.1492,0.45,6.13
2026-03-11,US_DATA_1000,CORE,short,25087.0,25180.0,24994.0,24994.0,win,0.971,5.69,0.1761,0.6,5.19
2026-03-12,CME_PRECLOSE,CORE,short,24557.5,24585.0,24530.0,24530.0,win,0.9051,-0.87,-0.1414,0.45,4.41
2026-03-12,COMEX_SETTLE,CORE,long,24677.25,24649.0,24705.5,24649.0,loss,-1.0,1.35,0.1433,0.6,5.33
2026-03-12,EUROPE_FLOW,CORE,long,24824.25,24807.75,24840.75,24840.75,win,0.8467,-0.54,0.0354,0.55,6.38
2026-03-12,NYSE_OPEN,CORE,short,24741.75,24830.25,24653.25,24653.25,win,0.9695,10.07,0.3789,0.7,4.17
2026-03-12,TOKYO_OPEN,REGIME,short,24764.0,24791.25,24736.75,24791.25,loss,-1.0,-2.01,-0.1492,0.45,6.13
2026-03-12,US_DATA_1000,CORE,short,24651.75,24746.5,24557.0,24557.0,win,0.9715,6.66,0.1765,0.6,5.19
2026-03-13,CME_PRECLOSE,CORE,long,24379.25,24357.0,24401.5,24401.5,win,0.884,0.01,-0.0472,0.5,4.41
2026-03-13,COMEX_SETTLE,CORE,short,24423.75,24456.0,24391.5,24391.5,win,0.9185,2.27,0.2392,0.65,5.33
2026-03-13,EUROPE_FLOW,CORE,short,24452.5,24488.25,24416.75,24416.75,win,0.9262,0.39,0.0359,0.55,6.38
2026-03-13,NYSE_OPEN,CORE,short,24636.75,24701.5,24572.0,24701.5,loss,-1.0,9.07,0.2802,0.65,4.17
2026-03-13,TOKYO_OPEN,REGIME,long,24530.25,24491.5,24569.0,24569.0,win,0.9317,-1.07,-0.0526,0.5,6.13
2026-03-13,US_DATA_1000,CORE,short,24693.25,24765.5,24621.0,24621.0,win,0.9628,7.63,0.2747,0.65,5.19
2026-03-16,CME_PRECLOSE,CORE,long,24880.0,24859.75,24900.25,24900.25,win,0.8733,0.89,-0.0502,0.5,4.41
2026-03-16,COMEX_SETTLE,CORE,short,24902.25,24928.0,24876.5,24876.5,win,0.899,3.16,0.2383,0.65,5.33
2026-03-16,EUROPE_FLOW,CORE,short,24774.5,24798.0,24751.0,24751.0,win,0.8898,1.28,0.0358,0.55,6.38
2026-03-16,NYSE_OPEN,CORE,long,24922.5,24836.25,25008.75,24836.25,loss,-1.0,8.07,0.1842,0.6,4.17
2026-03-16,TOKYO_OPEN,REGIME,long,24703.0,24646.25,24759.75,24759.75,win,0.9529,-0.12,0.045,0.55,6.13
2026-03-16,US_DATA_1000,CORE,long,24952.25,24911.25,24993.25,24911.25,loss,-1.0,6.63,0.1762,0.6,5.19
2026-03-17,CME_PRECLOSE,CORE,short,24998.75,25016.75,24980.75,25016.75,loss,-1.0,-0.11,-0.0502,0.5,4.41
2026-03-17,COMEX_SETTLE,CORE,long,25027.5,25009.25,25045.75,25009.25,loss,-1.0,2.16,0.2383,0.65,5.33
2026-03-17,EUROPE_FLOW,CORE,long,24762.0,24737.0,24787.0,24787.0,win,0.8961,2.17,0.1306,0.6,6.38
2026-03-17,NYSE_OPEN,CORE,long,25073.25,24964.25,25182.25,24964.25,loss,-1.0,7.07,0.1841,0.6,4.17
2026-03-17,TOKYO_OPEN,REGIME,short,24844.0,24881.75,24806.25,24806.25,win,0.93,0.81,0.1415,0.6,6.13
2026-03-17,US_DATA_1000,CORE,short,25054.25,25098.0,25010.5,25010.5,win,0.9393,7.56,0.2732,0.65,5.19
2026-03-18,CME_PRECLOSE,CORE,short,24670.75,24688.75,24652.75,24652.75,win,0.8585,0.75,0.0427,0.55,4.41
2026-03-18,COMEX_SETTLE,CORE,long,24843.25,24811.5,24875.0,24875.0,win,0.9173,3.08,0.2367,0.65,5.33
2026-03-18,EUROPE_FLOW,CORE,short,25175.75,25188.5,25163.0,25163.0,win,0.8059,2.98,0.1327,0.6,6.38
2026-03-18,NYSE_OPEN,CORE,long,24961.25,24903.75,25018.75,24903.75,loss,-1.0,6.07,0.0858,0.55,4.17
2026-03-18,TOKYO_OPEN,REGIME,long,25020.25,24998.0,25042.5,25042.5,win,0.884,1.69,0.1407,0.6,6.13
2026-03-18,US_DATA_1000,CORE,long,24975.5,24914.25,25036.75,24914.25,loss,-1.0,6.56,0.2732,0.65,5.19
2026-03-19,CME_PRECLOSE,CORE,short,24569.0,24601.5,24536.5,24601.5,loss,-1.0,-0.25,-0.0533,0.5,4.41
2026-03-19,COMEX_SETTLE,CORE,short,24434.25,24469.5,24399.0,24469.5,loss,-1.0,2.08,0.1416,0.6,5.33
2026-03-19,EUROPE_FLOW,CORE,short,24567.75,24613.5,24522.0,24613.5,loss,-1.0,1.98,0.1327,0.6,6.38
2026-03-19,NYSE_OPEN,CORE,long,24429.25,24329.25,24529.25,24529.25,win,0.973,7.04,0.1844,0.6,4.17
2026-03-19,TOKYO_OPEN,REGIME,long,24635.25,24601.0,24669.5,24601.0,loss,-1.0,0.69,0.0473,0.55,6.13
2026-03-19,US_DATA_1000,CORE,short,24482.75,24530.25,24435.25,24530.25,loss,-1.0,5.56,0.1749,0.6,5.19
2026-03-20,CME_PRECLOSE,CORE,long,24055.0,24016.0,24094.0,24094.0,win,0.9321,0.68,0.0433,0.55,4.41
2026-03-20,COMEX_SETTLE,CORE,short,24199.75,24243.0,24156.5,24156.5,win,0.9386,3.02,0.1423,0.6,5.33
2026-03-20,EUROPE_FLOW,CORE,long,24529.5,24482.75,24576.25,24576.25,win,0.9431,2.92,0.2299,0.65,6.38
2026-03-20,NYSE_OPEN,CORE,short,24382.5,24491.0,24274.0,24274.0,win,0.9751,8.02,0.1841,0.6,4.17
2026-03-20,TOKYO_OPEN,REGIME,long,24633.5,24587.5,24679.5,24587.5,loss,-1.0,-0.31,-0.0481,0.5,6.13
2026-03-20,US_DATA_1000,CORE,long,24313.25,24260.0,24366.5,24260.0,loss,-1.0,4.56,0.1749,0.6,5.19
2026-03-23,CME_PRECLOSE,CORE,short,24480.75,24514.25,24447.25,24447.25,win,0.9214,1.6,0.1393,0.6,4.41
2026-03-23,COMEX_SETTLE,CORE,long,24434.5,24354.25,24514.75,24514.75,win,0.9664,3.99,0.2406,0.65,5.33
2026-03-23,EUROPE_FLOW,CORE,long,23865.5,23833.0,23898.0,23898.0,win,0.9191,3.84,0.2296,0.65,6.38
2026-03-23,NYSE_OPEN,CORE,long,24522.0,24432.5,24611.5,24611.5,win,0.9698,8.99,0.1846,0.6,4.17
2026-03-23,TOKYO_OPEN,REGIME,short,23989.75,24025.5,23954.0,24025.5,loss,-1.0,-1.31,-0.1448,0.45,6.13
2026-03-23,US_DATA_1000,CORE,short,24543.5,24615.5,24471.5,24615.5,loss,-1.0,3.56,0.1749,0.6,5.19
